state	name	FIPS
AR	Benton	05007
AR	Fulton	05049
AR	Carroll	05015
AR	Sharp	05135
AR	Randolph	05121
AR	Boone	05009
AR	Marion	05089
AR	Baxter	05005
AR	Clay	05021
AR	Madison	05087
AR	Greene	05055
AR	Izard	05065
AR	Lawrence	05075
AR	Washington	05143
AR	Stone	05137
AR	Newton	05101
AR	Searcy	05129
AR	Mississippi	05093
AR	Craighead	05031
AR	Independence	05063
AR	Jackson	05067
AR	Van Buren	05141
AR	Franklin	05047
AR	Johnson	05071
AR	Crawford	05033
AR	Pope	05115
AR	Cleburne	05023
AR	Poinsett	05111
AR	White	05145
AR	Conway	05029
AR	Sebastian	05131
AR	Cross	05037
AR	Woodruff	05147
AR	Crittenden	05035
AR	Logan	05083
AR	Faulkner	05045
AR	Yell	05149
AR	Saint Francis	05123
AR	Perry	05105
AR	Scott	05127
AR	Prairie	05117
AR	Lonoke	05085
AR	Pulaski	05119
AR	Monroe	05095
AR	Lee	05077
AR	Saline	05125
AR	Garland	05051
AR	Montgomery	05097
AR	Polk	05113
AR	Phillips	05107
AR	Arkansas	05001
AR	Hot Spring	05059
AR	Grant	05053
AR	Jefferson	05069
AR	Howard	05061
AR	Pike	05109
AR	Clark	05019
AR	Sevier	05133
AR	Lincoln	05079
AR	Dallas	05039
AR	Desha	05041
AR	Cleveland	05025
AR	Hempstead	05057
AR	Nevada	05099
AR	Little River	05081
AR	Ouachita	05103
AR	Calhoun	05013
AR	Drew	05043
AR	Bradley	05011
AR	Miller	05091
AR	Chicot	05017
AR	Lafayette	05073
AR	Columbia	05027
AR	Ashley	05003
AR	Union	05139
