Year	State	County	FIPS	Jobs	Total	Share
2004	SD		46000	756	369632	0.0020
2004	SD	Codington County	46029	11	14648	0.0008
2004	SD	Custer County	46033	38	2413	0.0157
2004	SD	Fall River County	46047	13	2508	0.0052
2004	SD	Harding County	46063	34	353	0.0963
2004	SD	Lawrence County	46081	156	10516	0.0148
2004	SD	Pennington County	46103	29	50446	0.0006
2005	SD		46000	789	375707	0.0021
2005	SD	Codington County	46029	10	14966	0.0007
2005	SD	Custer County	46033	41	2496	0.0164
2005	SD	Fall River County	46047	14	2580	0.0054
2005	SD	Lawrence County	46081	137	10867	0.0126
2005	SD	Pennington County	46103	29	50991	0.0006
2006	SD		46000	785	383876	0.0020
2006	SD	Codington County	46029	12	15390	0.0008
2006	SD	Custer County	46033	43	2505	0.0172
2006	SD	Fall River County	46047	13	2509	0.0052
2006	SD	Pennington County	46103	37	51658	0.0007
2007	SD		46000	848	392060	0.0022
2007	SD	Codington County	46029	12	15925	0.0008
2007	SD	Custer County	46033	41	2437	0.0168
2007	SD	Fall River County	46047	14	2500	0.0056
2007	SD	Harding County	46063	36	376	0.0957
2007	SD	Lawrence County	46081	172	11493	0.0150
2007	SD	Pennington County	46103	43	52496	0.0008
2008	SD		46000	927	397108	0.0023
2008	SD	Codington County	46029	12	15738	0.0008
2008	SD	Custer County	46033	53	2573	0.0206
2008	SD	Fall River County	46047	19	2489	0.0076
2008	SD	Pennington County	46103	30	53464	0.0006
2009	SD		46000	836	389360	0.0021
2009	SD	Codington County	46029	13	14919	0.0009
2009	SD	Custer County	46033	43	2624	0.0164
2009	SD	Fall River County	46047	20	2446	0.0082
2009	SD	Lawrence County	46081	179	11514	0.0155
2009	SD	Pennington County	46103	29	52393	0.0006
2010	SD		46000	818	389198	0.0021
2010	SD	Codington County	46029	13	14916	0.0009
2010	SD	Custer County	46033	54	2524	0.0214
2010	SD	Fall River County	46047	12	2496	0.0048
2010	SD	Grant County	46051	40	3777	0.0106
2010	SD	Pennington County	46103	33	51877	0.0006
2011	SD		46000	833	393744	0.0021
2011	SD	Codington County	46029	14	15524	0.0009
2011	SD	Custer County	46033	68	2499	0.0272
2011	SD	Fall River County	46047	10	2474	0.0040
2011	SD	Grant County	46051	40	3662	0.0109
2011	SD	Pennington County	46103	33	52761	0.0006
2012	SD		46000	848	400475	0.0021
2012	SD	Codington County	46029	14	15969	0.0009
2012	SD	Custer County	46033	37	2488	0.0149
2012	SD	Fall River County	46047	22	2448	0.0090
2012	SD	Grant County	46051	38	3612	0.0105
2012	SD	Pennington County	46103	42	53678	0.0008
2013	SD		46000	847	404652	0.0021
2013	SD	Codington County	46029	12	15964	0.0008
2013	SD	Custer County	46033	36	2431	0.0148
2013	SD	Fall River County	46047	18	2403	0.0075
2013	SD	Grant County	46051	31	3793	0.0082
2013	SD	Pennington County	46103	33	54658	0.0006
