year	naics	commodity	state	county	fips	jobs	pay
2006	10	All	Alabama	Jackson County	01071	17379	29744
2006	10	All	Alabama	Jefferson County	01073	373097	42915
2006	10	All	Alabama	Lamar County	01075	3971	30307
2006	10	All	Alabama	Lauderdale County	01077	31284	26452
2006	10	All	Alabama	Lawrence County	01079	6492	39605
2006	10	All	Alabama	Lee County	01081	48694	30468
2006	10	All	Alabama	Limestone County	01083	21813	42818
2006	10	All	Alabama	Lowndes County	01085	3211	33183
2006	10	All	Alabama	Macon County	01087	5852	29919
2006	10	All	Alabama	Madison County	01089	172376	44892
2006	10	All	Alabama	Marengo County	01091	8298	28711
2006	10	All	Alabama	Marion County	01093	11826	28183
2006	10	All	Alabama	Marshall County	01095	37157	27131
2006	10	All	Alabama	Mobile County	01097	170428	36126
2006	10	All	Alabama	Montgomery County	01101	137700	36607
2006	10	All	Alabama	Morgan County	01103	48157	34247
2006	10	All	Alabama	Perry County	01105	2317	24190
2006	10	All	Alabama	Pickens County	01107	4230	26516
2006	10	All	Alabama	Pike County	01109	13405	29032
2006	10	All	Alabama	Randolph County	01111	5569	26362
2006	10	All	Alabama	Russell County	01113	12605	30019
2006	10	All	Alabama	St. Clair County	01115	16055	28435
2006	10	All	Alabama	Shelby County	01117	64043	39413
2006	10	All	Alabama	Sumter County	01119	3615	28902
2006	10	All	Alabama	Talladega County	01121	30243	35999
2006	10	All	Alabama	Tallapoosa County	01123	14270	25696
2006	10	All	Alabama	Tuscaloosa County	01125	84154	36165
2006	10	All	Alabama	Walker County	01127	18889	28934
2006	10	All	Alabama	Washington County	01129	4029	44582
2006	10	All	Alabama	Wilcox County	01131	3259	34732
2006	10	All	Alabama	Winston County	01133	9244	26360
2006	10	All	Alaska		02000	307637	41750
2006	10	All	Alaska	Aleutian East Borough	02013	1946	30323
2006	10	All	Alaska	Aleutian West Census Area	02016	3877	38152
2006	10	All	Alaska	Anchorage Borough	02020	144931	44216
2006	10	All	Alaska	Bethel Census Area	02050	6712	31289
2006	10	All	Alaska	Bristol Bay Borough	02060	1289	38355
2006	10	All	Alaska	Denali Borough	02068	2320	34076
2006	10	All	Alaska	Dillingham Census Area	02070	2542	32049
2006	10	All	Alaska	Fairbanks North Star Borough	02090	36644	41296
2006	10	All	Alaska	Haines Borough	02100	1036	28541
2006	10	All	Alaska	Juneau Borough	02110	17500	39180
2006	10	All	Alaska	Kenai Peninsula Borough	02122	17923	36492
2006	10	All	Alaska	Ketchikan Gateway Borough	02130	7026	35562
2006	10	All	Alaska	Kodiak Island Borough	02150	5439	35510
2006	10	All	Alaska	Lake and Peninsula Borough	02164	719	31143
2006	10	All	Alaska	Matanuska-Susitna Borough	02170	17513	32514
2006	10	All	Alaska	Nome Census Area	02180	3573	33491
2006	10	All	Alaska	North Slope Borough	02185	10395	74791
2006	10	All	Alaska	Northwest Arctic Borough	02188	2870	44024
2006	10	All	Alaska	Prince of Wales-Outer Ketchikan Census Area	02201	1795	31628
2006	10	All	Alaska	Sitka Borough	02220	4312	33985
2006	10	All	Alaska	Skagway-Hoonah-Angoon Census Area	02232	1494	30853
2006	10	All	Alaska	Southeast Fairbanks Census Area	02240	2397	51743
2006	10	All	Alaska	Valdez-Cordova Census Area	02261	4624	43404
2006	10	All	Alaska	Wade Hampton Census Area	02270	2076	21145
2006	10	All	Alaska	Wrangell-Petersburg Census Area	02280	2505	30881
2006	10	All	Alaska	Yakutat Borough	02282	322	33151
2006	10	All	Alaska	Yukon-Koyukuk Census Area	02290	2077	32371
2006	10	All	Arizona		04000	2614344	40019
2006	10	All	Arizona	Apache County	04001	19990	30975
2006	10	All	Arizona	Cochise County	04003	38009	34396
2006	10	All	Arizona	Coconino County	04005	58134	32231
2006	10	All	Arizona	Gila County	04007	14385	31423
2006	10	All	Arizona	Graham County	04009	8570	28701
2006	10	All	Arizona	Greenlee County	04011	4301	45151
2006	10	All	Arizona	La Paz County	04012	6047	25692
2006	10	All	Arizona	Maricopa County	04013	1803147	42434
2006	10	All	Arizona	Mohave County	04015	54758	29747
2006	10	All	Arizona	Navajo County	04017	28339	30957
2006	10	All	Arizona	Pima County	04019	367667	37119
2006	10	All	Arizona	Pinal County	04021	48523	34254
2006	10	All	Arizona	Santa Cruz County	04023	13576	33164
2006	10	All	Arizona	Yavapai County	04025	63334	30625
2006	10	All	Arizona	Yuma County	04027	66456	28369
2006	10	All	Arkansas		05000	1167925	32389
2006	10	All	Arkansas	Arkansas County	05001	10105	29424
2006	10	All	Arkansas	Ashley County	05003	8299	35585
2006	10	All	Arkansas	Baxter County	05005	14862	27463
2006	10	All	Arkansas	Benton County	05007	93140	38414
2006	10	All	Arkansas	Boone County	05009	14159	30457
2006	10	All	Arkansas	Bradley County	05011	4122	25282
2006	10	All	Arkansas	Calhoun County	05013	3139	36726
2006	10	All	Arkansas	Carroll County	05015	9950	23143
2006	10	All	Arkansas	Chicot County	05017	3623	23645
2006	10	All	Arkansas	Clark County	05019	9740	26279
2006	10	All	Arkansas	Clay County	05021	4517	22891
2006	10	All	Arkansas	Cleburne County	05023	6915	24350
2006	10	All	Arkansas	Cleveland County	05025	1100	24520
2006	10	All	Arkansas	Columbia County	05027	9458	30717
2006	10	All	Arkansas	Conway County	05029	6806	27075
2006	10	All	Arkansas	Craighead County	05031	41714	29405
2006	10	All	Arkansas	Crawford County	05033	19050	28016
2006	10	All	Arkansas	Crittenden County	05035	16376	29077
2006	10	All	Arkansas	Cross County	05037	5079	26252
2006	10	All	Arkansas	Dallas County	05039	3391	25337
2006	10	All	Arkansas	Desha County	05041	5005	27834
2006	10	All	Arkansas	Drew County	05043	6701	24362
2006	10	All	Arkansas	Faulkner County	05045	37887	31753
2006	10	All	Arkansas	Franklin County	05047	4340	27615
2006	10	All	Arkansas	Fulton County	05049	1896	21570
2006	10	All	Arkansas	Garland County	05051	37145	27684
2006	10	All	Arkansas	Grant County	05053	3681	26579
2006	10	All	Arkansas	Greene County	05055	15186	27594
2006	10	All	Arkansas	Hempstead County	05057	8366	26687
2006	10	All	Arkansas	Hot Spring County	05059	8174	29193
2006	10	All	Arkansas	Howard County	05061	7740	26183
2006	10	All	Arkansas	Independence County	05063	16335	27753
2006	10	All	Arkansas	Izard County	05065	3046	23434
2006	10	All	Arkansas	Jackson County	05067	5688	27505
2006	10	All	Arkansas	Jefferson County	05069	33923	32819
2006	10	All	Arkansas	Johnson County	05071	8582	25288
2006	10	All	Arkansas	Lafayette County	05073	1455	25640
2006	10	All	Arkansas	Lawrence County	05075	4171	23984
2006	10	All	Arkansas	Lee County	05077	2125	25686
2006	10	All	Arkansas	Lincoln County	05079	2966	26872
2006	10	All	Arkansas	Little River County	05081	4499	40254
2006	10	All	Arkansas	Logan County	05083	5945	24643
2006	10	All	Arkansas	Lonoke County	05085	12261	26405
2006	10	All	Arkansas	Madison County	05087	3226	24930
2006	10	All	Arkansas	Marion County	05089	4165	23313
2006	10	All	Arkansas	Miller County	05091	12593	30894
2006	10	All	Arkansas	Mississippi County	05093	19052	33408
2006	10	All	Arkansas	Monroe County	05095	2407	22116
2006	10	All	Arkansas	Montgomery County	05097	1730	21890
2006	10	All	Arkansas	Newton County	05101	1144	20450
2006	10	All	Arkansas	Ouachita County	05103	7978	26377
2006	10	All	Arkansas	Perry County	05105	1240	23655
2006	10	All	Arkansas	Phillips County	05107	6550	25228
2006	10	All	Arkansas	Pike County	05109	2968	23888
2006	10	All	Arkansas	Poinsett County	05111	5983	25953
2006	10	All	Arkansas	Polk County	05113	6366	23317
2006	10	All	Arkansas	Pope County	05115	27210	28937
2006	10	All	Arkansas	Prairie County	05117	1543	25189
2006	10	All	Arkansas	Pulaski County	05119	246949	38211
2006	10	All	Arkansas	Randolph County	05121	5069	22818
2006	10	All	Arkansas	St. Francis County	05123	8779	26988
2006	10	All	Arkansas	Saline County	05125	20165	27913
2006	10	All	Arkansas	Scott County	05127	2983	23376
2006	10	All	Arkansas	Searcy County	05129	1732	20455
2006	10	All	Arkansas	Sebastian County	05131	74180	33782
2006	10	All	Arkansas	Sevier County	05133	5941	25492
2006	10	All	Arkansas	Sharp County	05135	3974	21892
2006	10	All	Arkansas	Stone County	05137	3012	20921
2006	10	All	Arkansas	Union County	05139	19971	33942
2006	10	All	Arkansas	Van Buren County	05141	3797	22170
2006	10	All	Arkansas	Washington County	05143	92406	34206
2006	10	All	Arkansas	White County	05145	23962	28090
2006	10	All	Arkansas	Woodruff County	05147	2020	26308
2006	10	All	Arkansas	Yell County	05149	7078	24506
2006	10	All	California		06000	15503144	48345
2006	10	All	California	Alameda County	06001	683616	55920
2006	10	All	California	Alpine County	06003	750	27709
2006	10	All	California	Amador County	06005	12666	34940
2006	10	All	California	Butte County	06007	76107	31557
2006	10	All	California	Calaveras County	06009	9171	30352
2006	10	All	California	Colusa County	06011	8128	28879
2006	10	All	California	Contra Costa County	06013	345649	53149
2006	10	All	California	Del Norte County	06015	8355	30663
2006	10	All	California	El Dorado County	06017	52289	37526
2006	10	All	California	Fresno County	06019	350356	33504
2006	10	All	California	Glenn County	06021	7779	30674
2006	10	All	California	Humboldt County	06023	49709	30627
2006	10	All	California	Imperial County	06025	56547	30035
2006	10	All	California	Inyo County	06027	7780	31286
2006	10	All	California	Kern County	06029	276017	36020
2006	10	All	California	Kings County	06031	41925	31148
2006	10	All	California	Lake County	06033	15931	30416
2006	10	All	California	Lassen County	06035	10114	35332
2006	10	All	California	Los Angeles County	06037	4161761	48517
2006	10	All	California	Madera County	06039	45515	31213
2006	10	All	California	Marin County	06041	108984	54697
2006	10	All	California	Mariposa County	06043	5551	28585
2006	10	All	California	Mendocino County	06045	32486	30022
2006	10	All	California	Merced County	06047	69783	31147
2006	10	All	California	Modoc County	06049	2861	28135
2006	10	All	California	Mono County	06051	7047	31651
2006	10	All	California	Monterey County	06053	168013	37974
2006	10	All	California	Napa County	06055	66029	41788
2006	10	All	California	Nevada County	06057	30314	35783
2006	10	All	California	Orange County	06059	1514873	49126
2006	10	All	California	Placer County	06061	136972	41821
2006	10	All	California	Plumas County	06063	7328	32564
2006	10	All	California	Riverside County	06065	633940	36251
2006	10	All	California	Sacramento County	06067	636988	46549
2006	10	All	California	San Benito County	06069	16363	35529
2006	10	All	California	San Bernardino County	06071	654679	37072
2006	10	All	California	San Diego County	06073	1313949	45784
2006	10	All	California	San Francisco County	06075	536304	70729
2006	10	All	California	San Joaquin County	06077	221739	36426
2006	10	All	California	San Luis Obispo County	06079	105317	35146
2006	10	All	California	San Mateo County	06081	334910	67999
2006	10	All	California	Santa Barbara County	06083	184981	40326
2006	10	All	California	Santa Clara County	06085	877710	77374
2006	10	All	California	Santa Cruz County	06087	97488	40776
2006	10	All	California	Shasta County	06089	67766	33307
2006	10	All	California	Sierra County	06091	717	31443
2006	10	All	California	Siskiyou County	06093	14320	28446
2006	10	All	California	Solano County	06095	130804	40225
2006	10	All	California	Sonoma County	06097	191555	41533
2006	10	All	California	Sutter County	06101	28092	31710
2006	10	All	California	Tehama County	06103	17786	30812
2006	10	All	California	Trinity County	06105	2914	28926
2006	10	All	California	Tulare County	06107	146806	29772
2006	10	All	California	Tuolumne County	06109	18185	33989
2006	10	All	California	Ventura County	06111	317030	45467
2006	10	All	California	Yolo County	06113	99368	39219
2006	10	All	California	Yuba County	06115	17278	36785
2006	10	All	Colorado		08000	2242012	43506
2006	10	All	Colorado	Adams County	08001	152738	39274
2006	10	All	Colorado	Alamosa County	08003	7665	27408
2006	10	All	Colorado	Arapahoe County	08005	276092	51934
2006	10	All	Colorado	Archuleta County	08007	3676	26851
2006	10	All	Colorado	Baca County	08009	1221	21396
2006	10	All	Colorado	Bent County	08011	1207	27434
2006	10	All	Colorado	Boulder County	08013	156914	50944
2006	10	All	Colorado	Broomfield County	08014	29705	55891
2006	10	All	Colorado	Chaffee County	08015	6561	26409
2006	10	All	Colorado	Cheyenne County	08017	764	34150
2006	10	All	Colorado	Clear Creek County	08019	3208	35667
2006	10	All	Colorado	Conejos County	08021	1320	24691
2006	10	All	Colorado	Costilla County	08023	725	22759
2006	10	All	Colorado	Crowley County	08025	1103	32043
2006	10	All	Colorado	Custer County	08027	902	23555
2006	10	All	Colorado	Delta County	08029	8570	27094
2006	10	All	Colorado	Denver County	08031	432461	52791
2006	10	All	Colorado	Dolores County	08033	416	21838
2006	10	All	Colorado	Douglas County	08035	87416	42456
2006	10	All	Colorado	Eagle County	08037	30584	39018
2006	10	All	Colorado	Elbert County	08039	3731	30458
2006	10	All	Colorado	El Paso County	08041	245228	38592
2006	10	All	Colorado	Fremont County	08043	13549	31338
2006	10	All	Colorado	Garfield County	08045	25473	38785
2006	10	All	Colorado	Gilpin County	08047	5330	33986
2006	10	All	Colorado	Grand County	08049	7100	27666
2006	10	All	Colorado	Gunnison County	08051	8388	28716
2006	10	All	Colorado	Hinsdale County	08053	281	21681
2006	10	All	Colorado	Huerfano County	08055	2007	24656
2006	10	All	Colorado	Jackson County	08057	571	24335
2006	10	All	Colorado	Jefferson County	08059	207159	42814
2006	10	All	Colorado	Kiowa County	08061	392	21761
2006	10	All	Colorado	Kit Carson County	08063	2917	25220
2006	10	All	Colorado	Lake County	08065	1989	25360
2006	10	All	Colorado	La Plata County	08067	24826	34029
2006	10	All	Colorado	Larimer County	08069	127335	37940
2006	10	All	Colorado	Las Animas County	08071	5839	28736
2006	10	All	Colorado	Lincoln County	08073	2125	28487
2006	10	All	Colorado	Logan County	08075	8340	27436
2006	10	All	Colorado	Mesa County	08077	57970	33729
2006	10	All	Colorado	Mineral County	08079	464	22858
2006	10	All	Colorado	Moffat County	08081	5175	35979
2006	10	All	Colorado	Montezuma County	08083	9358	26668
2006	10	All	Colorado	Montrose County	08085	14904	29841
2006	10	All	Colorado	Morgan County	08087	11180	29416
2006	10	All	Colorado	Otero County	08089	6543	24756
2006	10	All	Colorado	Ouray County	08091	1731	28383
2006	10	All	Colorado	Park County	08093	2351	29984
2006	10	All	Colorado	Phillips County	08095	1532	25118
2006	10	All	Colorado	Pitkin County	08097	16873	41166
2006	10	All	Colorado	Pueblo County	08101	55153	30941
2006	10	All	Colorado	Rio Blanco County	08103	3628	42770
2006	10	All	Colorado	Rio Grande County	08105	4360	25401
2006	10	All	Colorado	Routt County	08107	14593	35756
2006	10	All	Colorado	Saguache County	08109	1757	22472
2006	10	All	Colorado	San Juan County	08111	285	21097
2006	10	All	Colorado	San Miguel County	08113	5025	33513
2006	10	All	Colorado	Sedgwick County	08115	838	23512
2006	10	All	Colorado	Summit County	08117	18807	30837
2006	10	All	Colorado	Teller County	08119	6694	28535
2006	10	All	Colorado	Washington County	08121	1118	24860
2006	10	All	Colorado	Weld County	08123	80405	35144
2006	10	All	Colorado	Yuma County	08125	3795	28661
2006	10	All	Connecticut		09000	1672109	54814
2006	10	All	Connecticut	Fairfield County	09001	418172	74890
2006	10	All	Connecticut	Hartford County	09003	497849	52900
2006	10	All	Connecticut	Litchfield County	09005	62896	38528
2006	10	All	Connecticut	Middlesex County	09007	70231	47801
2006	10	All	Connecticut	New Haven County	09009	367114	44892
2006	10	All	Connecticut	New London County	09011	129339	43184
2006	10	All	Connecticut	Tolland County	09013	40555	37458
2006	10	All	Connecticut	Windham County	09015	39135	35995
2006	10	All	Delaware		10000	422187	46285
2006	10	All	Delaware	Kent County	10001	62146	34571
2006	10	All	Delaware	New Castle County	10003	282884	52561
2006	10	All	Delaware	Sussex County	10005	71440	30917
2006	10	All		District of Columbia	11000	671143	70151
2006	10	All		District of Columbia	11001	671143	70151
2006	10	All	Florida		12000	7952023	38485
2006	10	All	Florida	Alachua County	12001	124814	34748
2006	10	All	Florida	Baker County	12003	7049	28143
2006	10	All	Florida	Bay County	12005	73066	33341
2006	10	All	Florida	Bradford County	12007	7225	29425
2006	10	All	Florida	Brevard County	12009	207810	39778
2006	10	All	Florida	Broward County	12011	747163	41276
2006	10	All	Florida	Calhoun County	12013	2898	26709
2006	10	All	Florida	Charlotte County	12015	43666	32370
2006	10	All	Florida	Citrus County	12017	33894	31438
2006	10	All	Florida	Clay County	12019	44785	30475
2006	10	All	Florida	Collier County	12021	134962	39320
2006	10	All	Florida	Columbia County	12023	21681	31361
2006	10	All	Florida	DeSoto County	12027	9053	27991
2006	10	All	Florida	Dixie County	12029	2794	27270
2006	10	All	Florida	Duval County	12031	461667	42232
2006	10	All	Florida	Escambia County	12033	129643	33754
2006	10	All	Florida	Flagler County	12035	18786	30351
2006	10	All	Florida	Franklin County	12037	3373	27067
2006	10	All	Florida	Gadsden County	12039	14949	28655
2006	10	All	Florida	Gilchrist County	12041	3031	27359
2006	10	All	Florida	Glades County	12043	1339	31221
2006	10	All	Florida	Gulf County	12045	4181	29949
2006	10	All	Florida	Hamilton County	12047	3623	36516
2006	10	All	Florida	Hardee County	12049	8198	26632
2006	10	All	Florida	Hendry County	12051	12371	28556
2006	10	All	Florida	Hernando County	12053	40008	28990
2006	10	All	Florida	Highlands County	12055	28721	27538
2006	10	All	Florida	Hillsborough County	12057	639555	40397
2006	10	All	Florida	Holmes County	12059	3543	25643
2006	10	All	Florida	Indian River County	12061	50026	33823
2006	10	All	Florida	Jackson County	12063	14754	28114
2006	10	All	Florida	Jefferson County	12065	3213	28136
2006	10	All	Florida	Lafayette County	12067	1689	25729
2006	10	All	Florida	Lake County	12069	83872	32269
2006	10	All	Florida	Lee County	12071	224261	37065
2006	10	All	Florida	Leon County	12073	146221	36033
2006	10	All	Florida	Levy County	12075	9039	26122
2006	10	All	Florida	Liberty County	12077	2570	32067
2006	10	All	Florida	Madison County	12079	4954	26033
2006	10	All	Florida	Manatee County	12081	127820	33744
2006	10	All	Florida	Marion County	12083	103257	31330
2006	10	All	Florida	Martin County	12085	60500	35098
2006	10	All	Florida	Miami-Dade County	12086	1007587	42975
2006	10	All	Florida	Monroe County	12087	35353	34930
2006	10	All	Florida	Nassau County	12089	18210	33973
2006	10	All	Florida	Okaloosa County	12091	83890	34409
2006	10	All	Florida	Okeechobee County	12093	10789	28870
2006	10	All	Florida	Orange County	12095	679095	39180
2006	10	All	Florida	Osceola County	12097	68541	30505
2006	10	All	Florida	Pasco County	12101	99459	31057
2006	10	All	Florida	Pinellas County	12103	444848	36960
2006	10	All	Florida	Polk County	12105	207911	33530
2006	10	All	Florida	Putnam County	12107	18894	31251
2006	10	All	Florida	St. Johns County	12109	55112	34594
2006	10	All	Florida	St. Lucie County	12111	70280	33814
2006	10	All	Florida	Santa Rosa County	12113	32622	32641
2006	10	All	Florida	Sarasota County	12115	159101	37363
2006	10	All	Florida	Seminole County	12117	177610	37815
2006	10	All	Florida	Sumter County	12119	17413	30828
2006	10	All	Florida	Suwannee County	12121	9990	27157
2006	10	All	Florida	Taylor County	12123	6990	30922
2006	10	All	Florida	Union County	12125	4097	31598
2006	10	All	Florida	Volusia County	12127	167170	31197
2006	10	All	Florida	Wakulla County	12129	5463	29317
2006	10	All	Florida	Walton County	12131	20125	30092
2006	10	All	Florida	Washington County	12133	6385	27228
2006	10	All	Georgia		13000	4024699	40370
2006	10	All	Georgia	Appling County	13001	6342	32971
2006	10	All	Georgia	Atkinson County	13003	1761	26668
2006	10	All	Georgia	Bacon County	13005	3698	24230
2006	10	All	Georgia	Baker County	13007	522	24684
2006	10	All	Georgia	Baldwin County	13009	20148	26856
2006	10	All	Georgia	Banks County	13011	3814	27502
2006	10	All	Georgia	Barrow County	13013	15441	31207
2006	10	All	Georgia	Bartow County	13015	34638	33174
2006	10	All	Georgia	Ben Hill County	13017	8254	27229
2006	10	All	Georgia	Berrien County	13019	4993	27184
2006	10	All	Georgia	Bibb County	13021	85255	34761
2006	10	All	Georgia	Bleckley County	13023	3491	33218
2006	10	All	Georgia	Brantley County	13025	2116	24371
2006	10	All	Georgia	Brooks County	13027	3015	24696
2006	10	All	Georgia	Bryan County	13029	5828	28353
2006	10	All	Georgia	Bulloch County	13031	22949	27046
2006	10	All	Georgia	Burke County	13033	5976	35976
2006	10	All	Georgia	Butts County	13035	6550	28824
2006	10	All	Georgia	Calhoun County	13037	1582	22378
2006	10	All	Georgia	Camden County	13039	15196	31289
2006	10	All	Georgia	Candler County	13043	3148	23830
2006	10	All	Georgia	Carroll County	13045	38436	32544
2006	10	All	Georgia	Catoosa County	13047	15501	28914
2006	10	All	Georgia	Charlton County	13049	2439	26885
2006	10	All	Georgia	Chatham County	13051	135028	36123
2006	10	All	Georgia	Chattahoochee County	13053	1379	28368
2006	10	All	Georgia	Chattooga County	13055	6616	27239
2006	10	All	Georgia	Cherokee County	13057	46811	32736
2006	10	All	Georgia	Clarke County	13059	64920	34523
2006	10	All	Georgia	Clay County	13061	831	26866
2006	10	All	Georgia	Clayton County	13063	107904	38411
2006	10	All	Georgia	Clinch County	13065	2479	26783
2006	10	All	Georgia	Cobb County	13067	309466	45778
2006	10	All	Georgia	Coffee County	13069	17117	27391
2006	10	All	Georgia	Colquitt County	13071	16190	24581
2006	10	All	Georgia	Columbia County	13073	26998	30429
2006	10	All	Georgia	Cook County	13075	4785	23500
2006	10	All	Georgia	Coweta County	13077	31129	31458
2006	10	All	Georgia	Crawford County	13079	1338	25886
2006	10	All	Georgia	Crisp County	13081	8901	25738
2006	10	All	Georgia	Dade County	13083	3570	26427
2006	10	All	Georgia	Dawson County	13085	7014	26248
2006	10	All	Georgia	Decatur County	13087	10237	26049
2006	10	All	Georgia	DeKalb County	13089	280917	45594
2006	10	All	Georgia	Dodge County	13091	6521	24603
2006	10	All	Georgia	Dooly County	13093	3426	27274
2006	10	All	Georgia	Dougherty County	13095	51611	33735
2006	10	All	Georgia	Douglas County	13097	37104	29709
2006	10	All	Georgia	Echols County	13101	765	18802
2006	10	All	Georgia	Effingham County	13103	8846	33806
2006	10	All	Georgia	Elbert County	13105	6967	27598
2006	10	All	Georgia	Emanuel County	13107	7686	25695
2006	10	All	Georgia	Evans County	13109	4656	26734
2006	10	All	Georgia	Fannin County	13111	5559	26487
2006	10	All	Georgia	Fayette County	13113	39778	35368
2006	10	All	Georgia	Floyd County	13115	42618	34850
2006	10	All	Georgia	Forsyth County	13117	49128	40369
2006	10	All	Georgia	Franklin County	13119	8004	28117
2006	10	All	Georgia	Fulton County	13121	774324	55901
2006	10	All	Georgia	Gilmer County	13123	9007	26556
2006	10	All	Georgia	Glascock County	13125	563	30938
2006	10	All	Georgia	Glynn County	13127	39250	33765
2006	10	All	Georgia	Gordon County	13129	22630	30906
2006	10	All	Georgia	Grady County	13131	6462	25614
2006	10	All	Georgia	Greene County	13133	5111	29340
2006	10	All	Georgia	Gwinnett County	13135	324398	44754
2006	10	All	Georgia	Habersham County	13137	14194	28564
2006	10	All	Georgia	Hall County	13139	70695	34765
2006	10	All	Georgia	Hancock County	13141	1330	24566
2006	10	All	Georgia	Haralson County	13143	7496	30174
2006	10	All	Georgia	Harris County	13145	4003	23865
2006	10	All	Georgia	Hart County	13147	6725	28891
2006	10	All	Georgia	Heard County	13149	2311	31546
2006	10	All	Georgia	Henry County	13151	45422	31958
2006	10	All	Georgia	Houston County	13153	54228	38087
2006	10	All	Georgia	Irwin County	13155	2512	24812
2006	10	All	Georgia	Jackson County	13157	19568	30334
2006	10	All	Georgia	Jasper County	13159	2617	28337
2006	10	All	Georgia	Jeff Davis County	13161	4587	26698
2006	10	All	Georgia	Jefferson County	13163	5547	28628
2006	10	All	Georgia	Jenkins County	13165	2593	24647
2006	10	All	Georgia	Johnson County	13167	2044	26667
2006	10	All	Georgia	Jones County	13169	3388	26394
2006	10	All	Georgia	Lamar County	13171	3563	29915
2006	10	All	Georgia	Lanier County	13173	1446	25124
2006	10	All	Georgia	Laurens County	13175	20377	30910
2006	10	All	Georgia	Lee County	13177	4867	26584
2006	10	All	Georgia	Liberty County	13179	16766	31884
2006	10	All	Georgia	Lincoln County	13181	1513	24002
2006	10	All	Georgia	Long County	13183	918	22884
2006	10	All	Georgia	Lowndes County	13185	49404	27094
2006	10	All	Georgia	Lumpkin County	13187	6470	29783
2006	10	All	Georgia	McDuffie County	13189	7948	27751
2006	10	All	Georgia	McIntosh County	13191	2312	22560
2006	10	All	Georgia	Macon County	13193	3654	29240
2006	10	All	Georgia	Madison County	13195	3763	27610
2006	10	All	Georgia	Marion County	13197	1712	23900
2006	10	All	Georgia	Miller County	13201	1705	24709
2006	10	All	Georgia	Mitchell County	13205	8857	23594
2006	10	All	Georgia	Monroe County	13207	5665	30817
2006	10	All	Georgia	Montgomery County	13209	1813	26421
2006	10	All	Georgia	Morgan County	13211	6369	28880
2006	10	All	Georgia	Murray County	13213	12480	29970
2006	10	All	Georgia	Muscogee County	13215	98098	33180
2006	10	All	Georgia	Newton County	13217	21150	35176
2006	10	All	Georgia	Oconee County	13219	8383	30014
2006	10	All	Georgia	Oglethorpe County	13221	1764	24317
2006	10	All	Georgia	Paulding County	13223	18758	29466
2006	10	All	Georgia	Peach County	13225	7893	29367
2006	10	All	Georgia	Pickens County	13227	7010	30839
2006	10	All	Georgia	Pierce County	13229	4072	26223
2006	10	All	Georgia	Pike County	13231	2498	26786
2006	10	All	Georgia	Polk County	13233	11837	29067
2006	10	All	Georgia	Pulaski County	13235	3196	28903
2006	10	All	Georgia	Putnam County	13237	7088	29245
2006	10	All	Georgia	Quitman County	13239	422	25343
2006	10	All	Georgia	Rabun County	13241	5786	27291
2006	10	All	Georgia	Randolph County	13243	2202	25785
2006	10	All	Georgia	Richmond County	13245	103938	35382
2006	10	All	Georgia	Rockdale County	13247	32928	35177
2006	10	All	Georgia	Schley County	13249	1423	31072
2006	10	All	Georgia	Screven County	13251	3913	26505
2006	10	All	Georgia	Seminole County	13253	2352	25125
2006	10	All	Georgia	Spalding County	13255	23268	30102
2006	10	All	Georgia	Stephens County	13257	9819	29390
2006	10	All	Georgia	Stewart County	13259	1130	24268
