Year	State	County	FIPS	Volume
2013	NV	Lyon County	32019	1
2014	NV	Elko County	32007	1
2014	NV	Nye County	32023	2
2013	NV	Nye County	32023	2
2012	NV	Nye County	32023	2
2011	NV	Nye County	32023	2
2010	NV	Nye County	32023	2
2008	NV	Nye County	32023	2
2009	NV	Nye County	32023	2
2007	NV	Nye County	32023	2
2006	NV	Nye County	32023	2
2005	NV	Nye County	32023	2
2014	NV	Lyon County	32019	1
2014	NV	Eureka County	32011	2
2012	NV	Eureka County	32011	2
2007	NV	Eureka County	32011	2
2013	NV	Eureka County	32011	2
2006	NV	Eureka County	32011	2
2011	NV	Eureka County	32011	2
2008	NV	Eureka County	32011	2
2005	NV	Eureka County	32011	2
2010	NV	Eureka County	32011	2
2009	NV	Eureka County	32011	2
2007	NV	Lander County	32015	1
2006	NV	Lander County	32015	1
2013	NV	Mineral County	32021	1
2009	NV	Humboldt County	32013	1
2005	NV	Lander County	32015	1
2011	NV	Pershing County	32027	1
2014	NV	Churchill County	32001	2
2010	NV	Lander County	32015	1
2012	NV	Pershing County	32027	1
2009	NV	Lander County	32015	1
2008	NV	Lander County	32015	1
2007	NV	Washoe County	32031	1
2006	NV	Washoe County	32031	1
2011	NV	Lander County	32015	1
2013	NV	Churchill County	32001	2
2005	NV	Washoe County	32031	1
2008	NV	Washoe County	32031	1
2013	NV	Pershing County	32027	1
2014	NV	Pershing County	32027	1
2009	NV	Washoe County	32031	1
2011	NV	Washoe County	32031	1
2014	NV	Humboldt County	32013	1
2006	NV	Churchill County	32001	2
2012	NV	Washoe County	32031	1
2005	NV	Churchill County	32001	2
2013	NV	Humboldt County	32013	1
2010	NV	Washoe County	32031	1
2012	NV	Humboldt County	32013	1
2014	NV	Washoe County	32031	1
2010	NV	Humboldt County	32013	1
2007	NV	Churchill County	32001	2
2013	NV	Washoe County	32031	1
2011	NV	Humboldt County	32013	1
2012	NV	Churchill County	32001	2
2008	NV	Churchill County	32001	2
2011	NV	Churchill County	32001	2
2014	NV	Mineral County	32021	1
2010	NV	Churchill County	32001	2
2009	NV	Churchill County	32001	2
2012	NV	Lander County	32015	1
2014	NV	Lander County	32015	1
2013	NV	Lander County	32015	1
