state	name	FIPS
GA	Rabun	13241
GA	Towns	13281
GA	Murray	13213
GA	Fannin	13111
GA	Whitfield	13313
GA	Catoosa	13047
GA	Union	13291
GA	Dade	13083
GA	Walker	13295
GA	Gilmer	13123
GA	Habersham	13137
GA	White	13311
GA	Lumpkin	13187
GA	Stephens	13257
GA	Gordon	13129
GA	Dawson	13085
GA	Chattooga	13055
GA	Floyd	13115
GA	Pickens	13227
GA	Franklin	13119
GA	Hall	13139
GA	Hart	13147
GA	Banks	13011
GA	Bartow	13015
GA	Cherokee	13057
GA	Forsyth	13117
GA	Jackson	13157
GA	Elbert	13105
GA	Madison	13195
GA	Fulton	13121
GA	Gwinnett	13135
GA	Barrow	13013
GA	Polk	13233
GA	Cobb	13067
GA	Paulding	13223
GA	Oglethorpe	13221
GA	Clarke	13059
GA	Wilkes	13317
GA	Lincoln	13181
GA	DeKalb	13089
GA	Oconee	13219
GA	Walton	13297
GA	Haralson	13143
GA	Morgan	13211
GA	Carroll	13045
GA	Douglas	13097
GA	Rockdale	13247
GA	Greene	13133
GA	Newton	13217
GA	Taliaferro	13265
GA	Columbia	13073
GA	McDuffie	13189
GA	Clayton	13063
GA	Henry	13151
GA	Warren	13301
GA	Fayette	13113
GA	Richmond	13245
GA	Jasper	13159
GA	Coweta	13077
GA	Putnam	13237
GA	Hancock	13141
GA	Butts	13035
GA	Heard	13149
GA	Spalding	13255
GA	Glascock	13125
GA	Jefferson	13163
GA	Burke	13033
GA	Washington	13303
GA	Meriwether	13199
GA	Troup	13285
GA	Pike	13231
GA	Lamar	13171
GA	Monroe	13207
GA	Baldwin	13009
GA	Jones	13169
GA	Screven	13251
GA	Wilkinson	13319
GA	Upson	13293
GA	Jenkins	13165
GA	Bibb	13021
GA	Twiggs	13289
GA	Talbot	13263
GA	Harris	13145
GA	Crawford	13079
GA	Emanuel	13107
GA	Johnson	13167
GA	Taylor	13269
GA	Laurens	13175
GA	Peach	13225
GA	Houston	13153
GA	Bulloch	13031
GA	Muscogee	13215
GA	Effingham	13103
GA	Bleckley	13023
GA	Marion	13197
GA	Candler	13043
GA	Chattahoochee	13053
GA	Macon	13193
GA	Treutlen	13283
GA	Dodge	13091
GA	Schley	13249
GA	Pulaski	13235
GA	Montgomery	13209
GA	Toombs	13279
GA	Tattnall	13267
GA	Wheeler	13309
GA	Dooly	13093
GA	Evans	13109
GA	Bryan	13029
GA	Chatham	13051
GA	Webster	13307
GA	Stewart	13259
GA	Sumter	13261
GA	Telfair	13271
GA	Wilcox	13315
GA	Liberty	13179
GA	Crisp	13081
GA	Long	13183
GA	Quitman	13239
GA	Jeff Davis	13161
GA	Terrell	13273
GA	Appling	13001
GA	Randolph	13243
GA	Lee	13177
GA	Turner	13287
GA	Ben Hill	13017
GA	Worth	13321
GA	Wayne	13305
GA	Coffee	13069
GA	Clay	13061
GA	Irwin	13155
GA	Bacon	13005
GA	McIntosh	13191
GA	Dougherty	13095
GA	Calhoun	13037
GA	Tift	13277
GA	Pierce	13229
GA	Early	13099
GA	Berrien	13019
GA	Ware	13299
GA	Glynn	13127
GA	Baker	13007
GA	Mitchell	13205
GA	Atkinson	13003
GA	Brantley	13025
GA	Cook	13075
GA	Colquitt	13071
GA	Miller	13201
GA	Clinch	13065
GA	Lanier	13173
GA	Camden	13039
GA	Decatur	13087
GA	Grady	13131
GA	Brooks	13027
GA	Thomas	13275
GA	Seminole	13253
GA	Charlton	13049
GA	Lowndes	13185
GA	Echols	13101
