state	name	FIPS
CO	Weld	08123
CO	Routt	08107
CO	Jackson	08057
CO	Moffat	08081
CO	Logan	08075
CO	Sedgwick	08115
CO	Larimer	08069
CO	Phillips	08095
CO	Morgan	08087
CO	Grand	08049
CO	Yuma	08125
CO	Washington	08121
CO	Boulder	08013
CO	Rio Blanco	08103
CO	Garfield	08045
CO	Broomfield	08014
CO	Adams	08001
CO	Gilpin	08047
CO	Eagle	08037
CO	Summit	08117
CO	Jefferson	08059
CO	Denver	08031
CO	Clear Creek	08019
CO	Arapahoe	08005
CO	Kit Carson	08063
CO	Douglas	08035
CO	Elbert	08039
CO	Lincoln	08073
CO	Park	08093
CO	Lake	08065
CO	Mesa	08077
CO	Pitkin	08097
CO	Gunnison	08051
CO	Delta	08029
CO	Teller	08119
CO	El Paso	08041
CO	Chaffee	08015
CO	Cheyenne	08017
CO	Fremont	08043
CO	Montrose	08085
CO	Kiowa	08061
CO	Pueblo	08101
CO	Crowley	08025
CO	Saguache	08109
CO	Ouray	08091
CO	Prowers	08099
CO	Custer	08027
CO	Bent	08011
CO	Otero	08089
CO	San Miguel	08113
CO	Hinsdale	08053
CO	Huerfano	08055
CO	San Juan	08111
CO	Mineral	08079
CO	Dolores	08033
CO	Rio Grande	08105
CO	Las Animas	08071
CO	Alamosa	08003
CO	Costilla	08023
CO	Baca	08009
CO	Montezuma	08083
CO	La Plata	08067
CO	Archuleta	08007
CO	Conejos	08021
