Year	State	County	FIPS	Jobs	Total	Share
2004	MA		25000	1827	3138738	0.0006
2004	MA	Barnstable County	25001	97	93198	0.0010
2004	MA	Berkshire County	25003	137	61649	0.0022
2004	MA	Bristol County	25005	91	218450	0.0004
2004	MA	Essex County	25009	109	292663	0.0004
2004	MA	Hampden County	25013	76	197946	0.0004
2004	MA	Hampshire County	25015	32	57733	0.0006
2004	MA	Middlesex County	25017	457	779185	0.0006
2004	MA	Norfolk County	25021	92	316262	0.0003
2004	MA	Plymouth County	25023	395	172338	0.0023
2004	MA	Suffolk County	25025	31	558409	0.0001
2004	MA	Worcester County	25027	289	317194	0.0009
2005	MA		25000	1838	3159934	0.0006
2005	MA	Berkshire County	25003	115	62198	0.0018
2005	MA	Bristol County	25005	94	219270	0.0004
2005	MA	Essex County	25009	89	293681	0.0003
2005	MA	Hampden County	25013	93	198368	0.0005
2005	MA	Hampshire County	25015	32	57980	0.0006
2005	MA	Middlesex County	25017	466	787697	0.0006
2005	MA	Norfolk County	25021	94	317323	0.0003
2005	MA	Plymouth County	25023	437	175916	0.0025
2005	MA	Suffolk County	25025	27	563182	0.0000
2005	MA	Worcester County	25027	290	316569	0.0009
2006	MA		25000	1718	3194914	0.0005
2006	MA	Berkshire County	25003	122	62736	0.0019
2006	MA	Bristol County	25005	82	219866	0.0004
2006	MA	Essex County	25009	84	296578	0.0003
2006	MA	Hampden County	25013	92	198684	0.0005
2006	MA	Hampshire County	25015	31	58217	0.0005
2006	MA	Middlesex County	25017	443	800016	0.0006
2006	MA	Norfolk County	25021	71	319976	0.0002
2006	MA	Plymouth County	25023	373	176682	0.0021
2006	MA	Worcester County	25027	283	319509	0.0009
2007	MA		25000	1483	3234357	0.0005
2007	MA	Berkshire County	25003	107	62757	0.0017
2007	MA	Bristol County	25005	81	219350	0.0004
2007	MA	Essex County	25009	69	298196	0.0002
2007	MA	Hampden County	25013	85	198708	0.0004
2007	MA	Hampshire County	25015	33	58900	0.0006
2007	MA	Middlesex County	25017	417	813687	0.0005
2007	MA	Norfolk County	25021	72	324398	0.0002
2007	MA	Plymouth County	25023	271	176788	0.0015
2007	MA	Worcester County	25027	234	320847	0.0007
2008	MA		25000	1263	3245983	0.0004
2008	MA	Barnstable County	25001	66	91462	0.0007
2008	MA	Berkshire County	25003	89	62445	0.0014
2008	MA	Bristol County	25005	70	216022	0.0003
2008	MA	Essex County	25009	54	299109	0.0002
2008	MA	Hampden County	25013	80	198558	0.0004
2008	MA	Hampshire County	25015	32	59062	0.0005
2008	MA	Middlesex County	25017	349	822987	0.0004
2008	MA	Norfolk County	25021	64	324381	0.0002
2008	MA	Plymouth County	25023	185	176358	0.0010
2008	MA	Worcester County	25027	199	319368	0.0006
2009	MA		25000	1220	3135497	0.0004
2009	MA	Berkshire County	25003	108	60475	0.0018
2009	MA	Bristol County	25005	65	206607	0.0003
2009	MA	Essex County	25009	51	290650	0.0002
2009	MA	Hampden County	25013	75	192032	0.0004
2009	MA	Hampshire County	25015	30	57966	0.0005
2009	MA	Middlesex County	25017	317	795162	0.0004
2009	MA	Norfolk County	25021	74	310831	0.0002
2009	MA	Plymouth County	25023	171	170422	0.0010
2009	MA	Worcester County	25027	203	307689	0.0007
2010	MA		25000	1050	3149169	0.0003
2010	MA	Berkshire County	25003	134	60260	0.0022
2010	MA	Bristol County	25005	17	206798	0.0001
2010	MA	Essex County	25009	46	294298	0.0002
2010	MA	Hampden County	25013	68	193397	0.0004
2010	MA	Hampshire County	25015	26	58872	0.0004
2010	MA	Middlesex County	25017	239	802468	0.0003
2010	MA	Norfolk County	25021	83	313072	0.0003
2010	MA	Plymouth County	25023	109	170409	0.0006
2010	MA	Worcester County	25027	206	309081	0.0007
2011	MA		25000	1002	3189753	0.0003
2011	MA	Barnstable County	25001	65	88597	0.0007
2011	MA	Berkshire County	25003	135	60323	0.0022
2011	MA	Bristol County	25005	22	209136	0.0001
2011	MA	Essex County	25009	45	298450	0.0002
2011	MA	Hampden County	25013	68	194456	0.0003
2011	MA	Hampshire County	25015	29	59391	0.0005
2011	MA	Middlesex County	25017	218	810260	0.0003
2011	MA	Norfolk County	25021	82	316469	0.0003
2011	MA	Plymouth County	25023	80	171474	0.0005
2011	MA	Worcester County	25027	204	313754	0.0007
2012	MA		25000	866	3242273	0.0003
2012	MA	Barnstable County	25001	65	90522	0.0007
2012	MA	Berkshire County	25003	53	60516	0.0009
2012	MA	Bristol County	25005	22	210262	0.0001
2012	MA	Essex County	25009	45	305211	0.0001
2012	MA	Hampden County	25013	71	196160	0.0004
2012	MA	Hampshire County	25015	37	60660	0.0006
2012	MA	Middlesex County	25017	185	825966	0.0002
2012	MA	Norfolk County	25021	70	321043	0.0002
2012	MA	Plymouth County	25023	80	175883	0.0005
2012	MA	Worcester County	25027	202	315930	0.0006
2013	MA		25000	889	3295647	0.0003
2013	MA	Berkshire County	25003	54	60827	0.0009
2013	MA	Bristol County	25005	24	213590	0.0001
2013	MA	Essex County	25009	46	309382	0.0001
2013	MA	Hampden County	25013	72	198402	0.0004
2013	MA	Hampshire County	25015	38	61043	0.0006
2013	MA	Middlesex County	25017	179	837178	0.0002
2013	MA	Norfolk County	25021	80	330249	0.0002
2013	MA	Plymouth County	25023	89	179176	0.0005
2013	MA	Worcester County	25027	206	322389	0.0006
