Year	Commodity	Volume	County	State	Product
2004		94259		KY	Natural Gas (MMcf)
2005		92795		KY	Natural Gas (MMcf)
2006		95320		KY	Natural Gas (MMcf)
2007		95437		KY	Natural Gas (MMcf)
2008		114116		KY	Natural Gas (MMcf)
2009		113300		KY	Natural Gas (MMcf)
2010		135330		KY	Natural Gas (MMcf)
2011		124243		KY	Natural Gas (MMcf)
2012		106122		KY	Natural Gas (MMcf)
2013		94665		KY	Natural Gas (MMcf)
2004		2548000		KY	Crude Oil (bbl)
2005		2535000		KY	Crude Oil (bbl)
2006		2340000		KY	Crude Oil (bbl)
2007		2666000		KY	Crude Oil (bbl)
2008		2645000		KY	Crude Oil (bbl)
2009		2609000		KY	Crude Oil (bbl)
2010		2519000		KY	Crude Oil (bbl)
2011		2326000		KY	Crude Oil (bbl)
2012		3198000		KY	Crude Oil (bbl)
2013		2893000		KY	Crude Oil (bbl)
2004		3780000		KY	Conventional Hydroelectric (Mwh)
2005		2961000		KY	Conventional Hydroelectric (Mwh)
2006		2592000		KY	Conventional Hydroelectric (Mwh)
2007		1669000		KY	Conventional Hydroelectric (Mwh)
2008		1917000		KY	Conventional Hydroelectric (Mwh)
2009		3318000		KY	Conventional Hydroelectric (Mwh)
2010		2580000		KY	Conventional Hydroelectric (Mwh)
2011		2969000		KY	Conventional Hydroelectric (Mwh)
2012		2362000		KY	Conventional Hydroelectric (Mwh)
2013		3275000		KY	Conventional Hydroelectric (Mwh)
2004		411000		KY	Other Renewables (Mwh)
2005		421000		KY	Other Renewables (Mwh)
2006		459000		KY	Other Renewables (Mwh)
2007		466000		KY	Other Renewables (Mwh)
2008		460000		KY	Other Renewables (Mwh)
2009		364000		KY	Other Renewables (Mwh)
2010		440000		KY	Other Renewables (Mwh)
2011		436000		KY	Other Renewables (Mwh)
2012		333000		KY	Other Renewables (Mwh)
2013		327000		KY	Other Renewables (Mwh)
2004		411000		KY	Total Biomass (Mwh)
2005		421000		KY	Total Biomass (Mwh)
2006		459000		KY	Total Biomass (Mwh)
2007		466000		KY	Total Biomass (Mwh)
2008		460000		KY	Total Biomass (Mwh)
2009		364000		KY	Total Biomass (Mwh)
2010		440000		KY	Total Biomass (Mwh)
2011		436000		KY	Total Biomass (Mwh)
2012		333000		KY	Total Biomass (Mwh)
2013		327000		KY	Total Biomass (Mwh)
2004		349000		KY	Wood and wood-derived fuels (Mwh)
2005		358000		KY	Wood and wood-derived fuels (Mwh)
2006		369000		KY	Wood and wood-derived fuels (Mwh)
2007		370000		KY	Wood and wood-derived fuels (Mwh)
2008		351000		KY	Wood and wood-derived fuels (Mwh)
2009		263000		KY	Wood and wood-derived fuels (Mwh)
2010		349000		KY	Wood and wood-derived fuels (Mwh)
2011		341000		KY	Wood and wood-derived fuels (Mwh)
2012		237000		KY	Wood and wood-derived fuels (Mwh)
2013		228000		KY	Wood and wood-derived fuels (Mwh)
2004		62000		KY	Other Biomass (Mwh)
2005		63000		KY	Other Biomass (Mwh)
2006		89000		KY	Other Biomass (Mwh)
2007		95000		KY	Other Biomass (Mwh)
2008		109000		KY	Other Biomass (Mwh)
2009		101000		KY	Other Biomass (Mwh)
2010		91000		KY	Other Biomass (Mwh)
2011		95000		KY	Other Biomass (Mwh)
2012		96000		KY	Other Biomass (Mwh)
2013		98000		KY	Other Biomass (Mwh)
2004		5013000		KY	All Renewables (Mwh)
2005		4224000		KY	All Renewables (Mwh)
2006		3968000		KY	All Renewables (Mwh)
2007		3066000		KY	All Renewables (Mwh)
2008		3297000		KY	All Renewables (Mwh)
2009		4410000		KY	All Renewables (Mwh)
2010		3900000		KY	All Renewables (Mwh)
2011		4277000		KY	All Renewables (Mwh)
2012		3361000		KY	All Renewables (Mwh)
2013		4255000		KY	All Renewables (Mwh)
2004		1372236	Bell County	KY	Coal (short tons)
2004		11140	Boyd County	KY	Coal (short tons)
2004		924507	Breathitt County	KY	Coal (short tons)
2004		10456	Carter County	KY	Coal (short tons)
2004		55872	Clay County	KY	Coal (short tons)
2004		2990084	Floyd County	KY	Coal (short tons)
2004		11927944	Harlan County	KY	Coal (short tons)
2004		2932375	Henderson County	KY	Coal (short tons)
2004		4453545	Hopkins County	KY	Coal (short tons)
2004		46697	Jackson County	KY	Coal (short tons)
2004		308412	Johnson County	KY	Coal (short tons)
2004		11090724	Knott County	KY	Coal (short tons)
2004		757757	Knox County	KY	Coal (short tons)
2004		81225	Laurel County	KY	Coal (short tons)
2004		1729817	Lawrence County	KY	Coal (short tons)
2004		18397	Lee County	KY	Coal (short tons)
2004		4461959	Leslie County	KY	Coal (short tons)
2004		7506453	Letcher County	KY	Coal (short tons)
2004		747965	Magoffin County	KY	Coal (short tons)
2004		6229489	Martin County	KY	Coal (short tons)
2004		22202	Morgan County	KY	Coal (short tons)
2004		4440579	Muhlenberg County	KY	Coal (short tons)
2004		1305490	Ohio County	KY	Coal (short tons)
2004		73718	Owsley County	KY	Coal (short tons)
2004		12081335	Perry County	KY	Coal (short tons)
2004		28112875	Pike County	KY	Coal (short tons)
2004		4359586	Union County	KY	Coal (short tons)
2004		5881336	Webster County	KY	Coal (short tons)
2004		309474	Whitley County	KY	Coal (short tons)
2005		1094525	Bell County	KY	Coal (short tons)
2005		47	Boyd County	KY	Coal (short tons)
2005		1460694	Breathitt County	KY	Coal (short tons)
2005		24533	Carter County	KY	Coal (short tons)
2005		241544	Clay County	KY	Coal (short tons)
2005		39460	Elliott County	KY	Coal (short tons)
2005		3129962	Floyd County	KY	Coal (short tons)
2005		10700503	Harlan County	KY	Coal (short tons)
2005		2913788	Henderson County	KY	Coal (short tons)
2005		6279057	Hopkins County	KY	Coal (short tons)
2005		51729	Jackson County	KY	Coal (short tons)
2005		330955	Johnson County	KY	Coal (short tons)
2005		10348487	Knott County	KY	Coal (short tons)
2005		876313	Knox County	KY	Coal (short tons)
2005		153551	Laurel County	KY	Coal (short tons)
2005		2603990	Lawrence County	KY	Coal (short tons)
