Year	State	County	FIPS	Jobs	Total	Share
2004	TX		48000	151137	9323537	0.0162
2004	TX	Anderson County	48001	554	16926	0.0327
2004	TX	Andrews County	48003	839	4593	0.1827
2004	TX	Angelina County	48005	29	36160	0.0008
2004	TX	Aransas County	48007	61	5626	0.0108
2004	TX	Archer County	48009	237	2290	0.1035
2004	TX	Atascosa County	48013	457	8852	0.0516
2004	TX	Austin County	48015	45	8915	0.0050
2004	TX	Bee County	48025	317	8033	0.0395
2004	TX	Bell County	48027	104	91269	0.0011
2004	TX	Bexar County	48029	1885	658443	0.0029
2004	TX	Bowie County	48037	18	39194	0.0005
2004	TX	Brazoria County	48039	724	76038	0.0095
2004	TX	Brazos County	48041	790	77647	0.0102
2004	TX	Brooks County	48047	157	2503	0.0627
2004	TX	Brown County	48049	73	14738	0.0050
2004	TX	Burleson County	48051	173	3503	0.0494
2004	TX	Burnet County	48053	83	11250	0.0074
2004	TX	Caldwell County	48055	233	6685	0.0349
2004	TX	Calhoun County	48057	113	8970	0.0126
2004	TX	Callahan County	48059	62	2008	0.0309
2004	TX	Cameron County	48061	27	115947	0.0002
2004	TX	Carson County	48065	62	4702	0.0132
2004	TX	Cass County	48067	36	8264	0.0044
2004	TX	Chambers County	48071	561	7353	0.0763
2004	TX	Cochran County	48079	33	913	0.0361
2004	TX	Coke County	48081	63	893	0.0705
2004	TX	Coleman County	48083	26	2084	0.0125
2004	TX	Collin County	48085	291	208825	0.0014
2004	TX	Colorado County	48089	129	6133	0.0210
2004	TX	Comal County	48091	484	31691	0.0153
2004	TX	Comanche County	48093	27	3787	0.0071
2004	TX	Cooke County	48097	616	12612	0.0488
2004	TX	Crane County	48103	468	1337	0.3500
2004	TX	Crockett County	48105	201	1372	0.1465
2004	TX	Culberson County	48109	51	961	0.0531
2004	TX	Dallas County	48113	6115	1433214	0.0043
2004	TX	Dawson County	48115	108	4633	0.0233
2004	TX	Denton County	48121	240	133660	0.0018
2004	TX	DeWitt County	48123	104	6633	0.0157
2004	TX	Dimmit County	48127	126	2674	0.0471
2004	TX	Duval County	48131	668	3163	0.2112
2004	TX	Eastland County	48133	305	6555	0.0465
2004	TX	Ector County	48135	3356	50943	0.0659
2004	TX	Ellis County	48139	47	36033	0.0013
2004	TX	El Paso County	48141	77	253095	0.0003
2004	TX	Erath County	48143	15	14382	0.0010
2004	TX	Fannin County	48147	63	7087	0.0089
2004	TX	Fayette County	48149	380	8368	0.0454
2004	TX	Fort Bend County	48157	2017	101074	0.0200
2004	TX	Franklin County	48159	43	2756	0.0156
2004	TX	Freestone County	48161	453	5413	0.0837
2004	TX	Frio County	48163	135	4014	0.0336
2004	TX	Gaines County	48165	644	4729	0.1362
2004	TX	Galveston County	48167	432	87487	0.0049
2004	TX	Garza County	48169	172	1553	0.1108
