Year	State	County	FIPS	Jobs	Total	Share
2012	Alabama		01000	8595	1828248	0.0047
2012	Alabama	Baldwin County	01003	55	60440	0.0009
2012	Alabama	Barbour County	01005	117	8520	0.0137
2012	Alabama	Blount County	01009	28	8203	0.0034
2012	Alabama	Choctaw County	01023	20	3599	0.0056
2012	Alabama	Colbert County	01033	104	21820	0.0048
2012	Alabama	Covington County	01039	34	12587	0.0027
2012	Alabama	Escambia County	01053	230	12355	0.0186
2012	Alabama	Etowah County	01055	50	34495	0.0014
2012	Alabama	Fayette County	01057	43	3910	0.0110
2012	Alabama	Franklin County	01059	82	9983	0.0082
2012	Alabama	Jackson County	01071	93	15794	0.0059
2012	Alabama	Jefferson County	01073	1978	336229	0.0059
2012	Alabama	Lee County	01081	62	50099	0.0012
2012	Alabama	Madison County	01089	54	178442	0.0003
2012	Alabama	Mobile County	01097	501	163667	0.0031
2012	Alabama	Montgomery County	01101	32	127336	0.0003
2012	Alabama	Morgan County	01103	51	45643	0.0011
2012	Alabama	Russell County	01113	24	13026	0.0018
2012	Alabama	Shelby County	01117	374	74489	0.0050
2012	Alabama	Tuscaloosa County	01125	2864	84756	0.0338
2012	Alabama	Walker County	01127	656	18332	0.0358
2012	Alabama	Washington County	01129	25	3443	0.0073
2012	Alaska		02000	16692	327378	0.0510
2012	Alaska	Anchorage Borough	02020	3261	153363	0.0213
2012	Alaska	Fairbanks North Star Borough	02090	1468	37813	0.0388
2012	Alaska	Kenai Peninsula Borough	02122	1132	19602	0.0577
2012	Alaska	Ketchikan Gateway Borough	02130	3	7238	0.0004
2012	Alaska	Matanuska-Susitna Borough	02170	74	20524	0.0036
2012	Alaska	North Slope Borough	02185	8432	14059	0.5998
2012	Alaska	Valdez-Cordova Census Area	02261	22	4683	0.0047
2012	Arizona		04000	12559	2431788	0.0052
2012	Arizona	Apache County	04001	194	18534	0.0105
2012	Arizona	Cochise County	04003	102	35855	0.0028
2012	Arizona	Coconino County	04005	85	56756	0.0015
2012	Arizona	Maricopa County	04013	2135	1666812	0.0013
2012	Arizona	Mohave County	04015	525	44119	0.0119
2012	Arizona	Navajo County	04017	560	26309	0.0213
2012	Arizona	Pima County	04019	2096	346828	0.0060
2012	Arizona	Pinal County	04021	1384	55980	0.0247
2012	Arizona	Yavapai County	04025	998	54200	0.0184
2012	Arizona	Yuma County	04027	13	63283	0.0002
2012	Arkansas		05000	8710	1146811	0.0076
2012	Arkansas	Benton County	05007	40	96195	0.0004
2012	Arkansas	Cleburne County	05023	252	7073	0.0356
2012	Arkansas	Columbia County	05027	341	8485	0.0402
2012	Arkansas	Conway County	05029	158	6666	0.0237
2012	Arkansas	Craighead County	05031	18	43995	0.0004
2012	Arkansas	Crawford County	05033	175	19141	0.0091
2012	Arkansas	Faulkner County	05045	1665	40796	0.0408
2012	Arkansas	Franklin County	05047	246	4452	0.0553
2012	Arkansas	Garland County	05051	185	35821	0.0052
2012	Arkansas	Independence County	05063	171	14608	0.0117
2012	Arkansas	Lafayette County	05073	73	1289	0.0566
