state	name	FIPS
SC	Greenville	45045
SC	Spartanburg	45083
SC	Cherokee	45021
SC	York	45091
SC	Pickens	45077
SC	Lancaster	45057
SC	Oconee	45073
SC	Union	45087
SC	Chester	45023
SC	Anderson	45007
SC	Chesterfield	45025
SC	Marlboro	45069
SC	Laurens	45059
SC	Dillon	45033
SC	Kershaw	45055
SC	Fairfield	45039
SC	Darlington	45031
SC	Newberry	45071
SC	Abbeville	45001
SC	Greenwood	45047
SC	Lee	45061
SC	Florence	45041
SC	Horry	45051
SC	Marion	45067
SC	Richland	45079
SC	Lexington	45063
SC	Saluda	45081
SC	Sumter	45085
SC	McCormick	45065
SC	Edgefield	45037
SC	Clarendon	45027
SC	Williamsburg	45089
SC	Calhoun	45017
SC	Aiken	45003
SC	Georgetown	45043
SC	Orangeburg	45075
SC	Berkeley	45015
SC	Barnwell	45011
SC	Bamberg	45009
SC	Dorchester	45035
SC	Colleton	45029
SC	Allendale	45005
SC	Hampton	45049
SC	Jasper	45053
SC	Beaufort	45013
SC	Charleston	45019
