Year	Commodity	Volume	County	State	Product
2004		2447		SC	Conventional Hydroelectric (Kwh)
2005		2938		SC	Conventional Hydroelectric (Kwh)
2006		1807		SC	Conventional Hydroelectric (Kwh)
2007		1556		SC	Conventional Hydroelectric (Kwh)
2008		1123		SC	Conventional Hydroelectric (Kwh)
2009		2332		SC	Conventional Hydroelectric (Kwh)
2010		2376		SC	Conventional Hydroelectric (Kwh)
2011		1554		SC	Conventional Hydroelectric (Kwh)
2012		1420		SC	Conventional Hydroelectric (Kwh)
2013		3160		SC	Conventional Hydroelectric (Kwh)
2004		1763		SC	All Other Renewables (Kwh)
2005		1814		SC	All Other Renewables (Kwh)
2006		1910		SC	All Other Renewables (Kwh)
2007		1996		SC	All Other Renewables (Kwh)
2008		1816		SC	All Other Renewables (Kwh)
2009		1748		SC	All Other Renewables (Kwh)
2010		1873		SC	All Other Renewables (Kwh)
2011		2129		SC	All Other Renewables (Kwh)
2012		2143		SC	All Other Renewables (Kwh)
2013		2226		SC	All Other Renewables (Kwh)
2013		0		SC	Solar (Kwh)
2004		1763		SC	Biomass (total) (Kwh)
2005		1814		SC	Biomass (total) (Kwh)
2006		1910		SC	Biomass (total) (Kwh)
2007		1996		SC	Biomass (total) (Kwh)
2008		1816		SC	Biomass (total) (Kwh)
2009		1748		SC	Biomass (total) (Kwh)
2010		1873		SC	Biomass (total) (Kwh)
2011		2129		SC	Biomass (total) (Kwh)
2012		2143		SC	Biomass (total) (Kwh)
2013		2226		SC	Biomass (total) (Kwh)
2004		1694		SC	Wood and wood-derived fuels (Kwh)
2005		1726		SC	Wood and wood-derived fuels (Kwh)
2006		1804		SC	Wood and wood-derived fuels (Kwh)
2007		1895		SC	Wood and wood-derived fuels (Kwh)
2008		1696		SC	Wood and wood-derived fuels (Kwh)
2009		1611		SC	Wood and wood-derived fuels (Kwh)
2010		1742		SC	Wood and wood-derived fuels (Kwh)
2011		1988		SC	Wood and wood-derived fuels (Kwh)
2012		1941		SC	Wood and wood-derived fuels (Kwh)
2013		2013		SC	Wood and wood-derived fuels (Kwh)
2004		69		SC	Other biomass (Kwh)
2005		88		SC	Other biomass (Kwh)
2006		106		SC	Other biomass (Kwh)
2007		101		SC	Other biomass (Kwh)
2008		120		SC	Other biomass (Kwh)
2009		137		SC	Other biomass (Kwh)
2010		131		SC	Other biomass (Kwh)
2011		141		SC	Other biomass (Kwh)
2012		203		SC	Other biomass (Kwh)
2013		213		SC	Other biomass (Kwh)
2004		7736		SC	All Renewables (Kwh)
2005		8380		SC	All Renewables (Kwh)
2006		7537		SC	All Renewables (Kwh)
2007		7544		SC	All Renewables (Kwh)
2008		6571		SC	All Renewables (Kwh)
2009		7576		SC	All Renewables (Kwh)
2010		7995		SC	All Renewables (Kwh)
2011		7941		SC	All Renewables (Kwh)
2012		7850		SC	All Renewables (Kwh)
2013		9838		SC	All Renewables (Kwh)
