Year	State	County	FIPS	Jobs	Total	Share
2004	MI		26000	6488	4301743	0.0015
2004	MI	Allegan County	26005	191	32986	0.0058
2004	MI	Alpena County	26007	31	12090	0.0026
2004	MI	Arenac County	26011	28	5351	0.0052
2004	MI	Bay County	26017	13	38413	0.0003
2004	MI	Calhoun County	26025	39	60173	0.0006
2004	MI	Chippewa County	26033	32	13947	0.0023
2004	MI	Clare County	26035	13	7412	0.0018
2004	MI	Delta County	26041	16	14662	0.0011
2004	MI	Eaton County	26045	158	30212	0.0052
2004	MI	Emmet County	26047	10	17711	0.0006
2004	MI	Genesee County	26049	12	154032	0.0001
2004	MI	Grand Traverse County	26055	305	46855	0.0065
2004	MI	Gratiot County	26057	11	13766	0.0008
2004	MI	Hillsdale County	26059	43	14134	0.0030
2004	MI	Huron County	26063	31	12788	0.0024
2004	MI	Ingham County	26065	260	166895	0.0016
2004	MI	Ionia County	26067	7	15774	0.0004
2004	MI	Iosco County	26069	70	7684	0.0091
2004	MI	Isabella County	26073	329	27818	0.0118
2004	MI	Jackson County	26075	45	58944	0.0008
2004	MI	Kalamazoo County	26077	63	115565	0.0005
2004	MI	Kalkaska County	26079	240	3873	0.0620
2004	MI	Kent County	26081	115	334314	0.0003
2004	MI	Lapeer County	26087	84	21838	0.0038
2004	MI	Livingston County	26093	41	49345	0.0008
2004	MI	Manistee County	26101	33	7835	0.0042
2004	MI	Marquette County	26103	1480	27253	0.0543
2004	MI	Montcalm County	26117	35	19431	0.0018
2004	MI	Montmorency County	26119	17	2303	0.0074
2004	MI	Oakland County	26125	253	714939	0.0004
2004	MI	Ogemaw County	26129	28	6566	0.0043
2004	MI	Otsego County	26137	204	11340	0.0180
2004	MI	Ottawa County	26139	36	111457	0.0003
2004	MI	St. Clair County	26147	21	49213	0.0004
2004	MI	Sanilac County	26151	78	11376	0.0069
2004	MI	Schoolcraft County	26153	121	2720	0.0445
2004	MI	Shiawassee County	26155	92	17394	0.0053
2004	MI	Tuscola County	26157	12	12925	0.0009
2004	MI	Washtenaw County	26161	15	194385	0.0001
2004	MI	Wayne County	26163	523	793047	0.0007
2004	MI	Wexford County	26165	26	14955	0.0017
2005	MI		26000	6721	4297017	0.0016
2005	MI	Alpena County	26007	38	12177	0.0031
2005	MI	Antrim County	26009	12	6112	0.0020
2005	MI	Arenac County	26011	34	5351	0.0064
2005	MI	Bay County	26017	13	37646	0.0003
2005	MI	Berrien County	26021	102	62516	0.0016
2005	MI	Calhoun County	26025	41	59209	0.0007
2005	MI	Clare County	26035	7	7417	0.0009
2005	MI	Delta County	26041	15	14859	0.0010
2005	MI	Eaton County	26045	33	31270	0.0011
2005	MI	Emmet County	26047	9	17883	0.0005
2005	MI	Genesee County	26049	13	148283	0.0001
2005	MI	Grand Traverse County	26055	329	46990	0.0070
2005	MI	Gratiot County	26057	11	14421	0.0008
2005	MI	Hillsdale County	26059	23	13938	0.0017
2005	MI	Ingham County	26065	210	161882	0.0013
2005	MI	Iosco County	26069	60	7926	0.0076
2005	MI	Isabella County	26073	349	29228	0.0119
2005	MI	Jackson County	26075	50	58402	0.0009
2005	MI	Kalamazoo County	26077	70	116542	0.0006
2005	MI	Kalkaska County	26079	231	3907	0.0591
2005	MI	Kent County	26081	123	340025	0.0004
2005	MI	Lapeer County	26087	76	21490	0.0035
2005	MI	Livingston County	26093	45	49889	0.0009
2005	MI	Manistee County	26101	34	8080	0.0042
2005	MI	Marquette County	26103	1476	27979	0.0528
2005	MI	Mecosta County	26107	4	11753	0.0003
2005	MI	Montcalm County	26117	42	19222	0.0022
2005	MI	Montmorency County	26119	21	2278	0.0092
2005	MI	Oakland County	26125	260	716646	0.0004
2005	MI	Ogemaw County	26129	27	6739	0.0040
2005	MI	Otsego County	26137	303	11674	0.0260
2005	MI	Ottawa County	26139	86	112804	0.0008
2005	MI	St. Clair County	26147	9	49408	0.0002
2005	MI	Sanilac County	26151	75	11824	0.0063
2005	MI	Schoolcraft County	26153	128	2811	0.0455
2005	MI	Shiawassee County	26155	93	17192	0.0054
2005	MI	Tuscola County	26157	17	12867	0.0013
2005	MI	Washtenaw County	26161	15	194600	0.0001
2005	MI	Wayne County	26163	663	787654	0.0008
2005	MI	Wexford County	26165	30	15023	0.0020
2006	MI		26000	6484	4235650	0.0015
2006	MI	Allegan County	26005	180	34911	0.0052
2006	MI	Alpena County	26007	36	11863	0.0030
2006	MI	Antrim County	26009	8	5984	0.0013
2006	MI	Arenac County	26011	35	5192	0.0067
2006	MI	Bay County	26017	13	37075	0.0004
2006	MI	Berrien County	26021	123	61482	0.0020
2006	MI	Calhoun County	26025	43	57894	0.0007
2006	MI	Clare County	26035	4	7140	0.0006
2006	MI	Crawford County	26039	13	4159	0.0031
2006	MI	Delta County	26041	12	14745	0.0008
2006	MI	Eaton County	26045	34	31946	0.0011
2006	MI	Emmet County	26047	5	17556	0.0003
2006	MI	Genesee County	26049	11	146033	0.0001
2006	MI	Grand Traverse County	26055	331	47323	0.0070
2006	MI	Gratiot County	26057	11	14021	0.0008
2006	MI	Hillsdale County	26059	18	13671	0.0013
2006	MI	Ingham County	26065	225	161752	0.0014
2006	MI	Iosco County	26069	58	7994	0.0073
2006	MI	Isabella County	26073	334	29498	0.0113
2006	MI	Jackson County	26075	42	56907	0.0007
2006	MI	Kalamazoo County	26077	43	116003	0.0004
2006	MI	Kalkaska County	26079	246	3830	0.0642
2006	MI	Kent County	26081	123	339725	0.0004
2006	MI	Lapeer County	26087	76	21141	0.0036
2006	MI	Lenawee County	26091	35	30737	0.0011
2006	MI	Livingston County	26093	47	49015	0.0010
2006	MI	Manistee County	26101	37	7937	0.0047
2006	MI	Marquette County	26103	1325	28217	0.0470
2006	MI	Mecosta County	26107	3	11827	0.0003
2006	MI	Montcalm County	26117	18	16362	0.0011
2006	MI	Montmorency County	26119	25	2303	0.0109
2006	MI	Oakland County	26125	240	698152	0.0003
2006	MI	Ogemaw County	26129	29	6487	0.0045
2006	MI	Osceola County	26133	216	6531	0.0331
2006	MI	Otsego County	26137	277	11049	0.0251
2006	MI	Ottawa County	26139	86	111724	0.0008
2006	MI	St. Clair County	26147	6	49358	0.0001
2006	MI	Sanilac County	26151	74	11751	0.0063
2006	MI	Schoolcraft County	26153	147	2749	0.0535
2006	MI	Shiawassee County	26155	69	16970	0.0041
2006	MI	Tuscola County	26157	22	12345	0.0018
