Year	State	County	FIPS	Jobs	Total	Share
2005	Alabama		01000	8054	1894616	0.0043
2005	Alabama	Autauga County	01001	29	11452	0.0025
2005	Alabama	Baldwin County	01003	51	56110	0.0009
2005	Alabama	Barbour County	01005	114	11132	0.0102
2005	Alabama	Colbert County	01033	100	21429	0.0047
2005	Alabama	Dallas County	01047	39	15663	0.0025
2005	Alabama	Escambia County	01053	128	12678	0.0101
2005	Alabama	Fayette County	01057	473	5452	0.0868
2005	Alabama	Franklin County	01059	77	10915	0.0071
2005	Alabama	Jackson County	01071	52	17058	0.0030
2005	Alabama	Jefferson County	01073	1839	370873	0.0050
2005	Alabama	Lee County	01081	58	46895	0.0012
2005	Alabama	Macon County	01087	50	5798	0.0086
2005	Alabama	Marion County	01093	41	11799	0.0035
2005	Alabama	Mobile County	01097	392	166861	0.0023
2005	Alabama	Montgomery County	01101	82	135302	0.0006
2005	Alabama	Morgan County	01103	92	48023	0.0019
2005	Alabama	Shelby County	01117	276	60629	0.0046
2005	Alabama	Talladega County	01121	449	30579	0.0147
2005	Alabama	Tuscaloosa County	01125	2243	80897	0.0277
2005	Alabama	Walker County	01127	433	18474	0.0234
2005	Alaska		02000	10518	302330	0.0348
2005	Alaska	Anchorage Borough	02020	2068	143025	0.0145
2005	Alaska	Kenai Peninsula Borough	02122	1005	17730	0.0567
2005	Alaska	Matanuska-Susitna Borough	02170	45	17052	0.0026
2005	Alaska	North Slope Borough	02185	5190	9041	0.5741
2005	Alaska	Valdez-Cordova Census Area	02261	23	4566	0.0050
2005	Arizona		04000	548	2489462	0.0002
2005	Arizona		04000	8477	2489462	0.0034
2005	Arizona	Cochise County	04003	40	36799	0.0011
2005	Arizona	Coconino County	04005	123	56544	0.0022
2005	Arizona	Gila County	04007	467	13849	0.0337
2005	Arizona	Maricopa County	04013	1366	1714662	0.0008
2005	Arizona	Mohave County	04015	99	52336	0.0019
2005	Arizona	Navajo County	04017	763	27639	0.0276
2005	Arizona	Pima County	04019	1340	353335	0.0038
2005	Arizona	Pinal County	04021	766	46004	0.0167
2005	Arizona	Yavapai County	04025	1128	59083	0.0191
2005	Arizona	Yuma County	04027	22	64777	0.0003
2005	Arkansas		05000	4144	1147615	0.0036
2005	Arkansas	Carroll County	05015	17	9760	0.0017
2005	Arkansas	Columbia County	05027	395	9331	0.0423
2005	Arkansas	Craighead County	05031	24	40443	0.0006
2005	Arkansas	Crawford County	05033	200	18508	0.0108
2005	Arkansas	Faulkner County	05045	38	35738	0.0011
2005	Arkansas	Garland County	05051	152	36275	0.0042
2005	Arkansas	Grant County	05053	38	3551	0.0107
2005	Arkansas	Hot Spring County	05059	71	7704	0.0092
2005	Arkansas	Independence County	05063	44	16405	0.0027
2005	Arkansas	Johnson County	05071	23	8523	0.0027
2005	Arkansas	Lafayette County	05073	65	1611	0.0403
2005	Arkansas	Lawrence County	05075	60	4319	0.0139
2005	Arkansas	Logan County	05083	72	5801	0.0124
2005	Arkansas	Miller County	05091	18	12676	0.0014
2005	Arkansas	Ouachita County	05103	79	7460	0.0106
2005	Arkansas	Pulaski County	05119	534	243482	0.0022
2005	Arkansas	Union County	05139	241	20106	0.0120
2005	Arkansas	Washington County	05143	68	89578	0.0008
2005	California		06000	22083	15234188	0.0014
2005	California	Alameda County	06001	214	675480	0.0003
2005	California	Amador County	06005	157	12558	0.0125
2005	California	Butte County	06007	14	74827	0.0002
2005	California	Contra Costa County	06013	929	339738	0.0027
2005	California	El Dorado County	06017	54	50632	0.0011
2005	California	Fresno County	06019	173	340775	0.0005
2005	California	Inyo County	06027	16	7829	0.0020
2005	California	Kern County	06029	8457	266068	0.0318
2005	California	Los Angeles County	06037	3626	4082533	0.0009
2005	California	Mendocino County	06045	33	32500	0.0010
2005	California	Monterey County	06053	183	169540	0.0011
2005	California	Napa County	06055	47	65201	0.0007
2005	California	Nevada County	06057	77	29776	0.0026
2005	California	Orange County	06059	701	1489269	0.0005
2005	California	Placer County	06061	108	133102	0.0008
2005	California	Riverside County	06065	561	604689	0.0009
2005	California	Sacramento County	06067	184	624259	0.0003
2005	California	San Bernardino County	06071	736	633672	0.0012
2005	California	San Diego County	06073	428	1291900	0.0003
2005	California	San Francisco County	06075	11	524940	0.0000
2005	California	San Joaquin County	06077	201	218216	0.0009
2005	California	San Luis Obispo County	06079	160	102447	0.0016
2005	California	San Mateo County	06081	56	326536	0.0002
2005	California	Santa Barbara County	06083	893	184444	0.0048
2005	California	Santa Clara County	06085	151	854927	0.0002
2005	California	Shasta County	06089	140	66138	0.0021
2005	California	Sierra County	06091	10	746	0.0134
2005	California	Solano County	06095	362	129185	0.0028
2005	California	Sonoma County	06097	199	189073	0.0011
2005	California	Sutter County	06101	65	26697	0.0024
2005	California	Tulare County	06107	57	140360	0.0004
2005	California	Ventura County	06111	805	312638	0.0026
2005	California	Yolo County	06113	234	98819	0.0024
2005	California	Yuba County	06115	85	17345	0.0049
2005	Colorado		08000	17007	2189516	0.0078
2005	Colorado	Adams County	08001	236	147682	0.0016
2005	Colorado	Alamosa County	08003	65	7583	0.0086
2005	Colorado	Arapahoe County	08005	493	271270	0.0018
2005	Colorado	Archuleta County	08007	28	3552	0.0079
2005	Colorado	Baca County	08009	7	1149	0.0061
2005	Colorado	Boulder County	08013	496	154367	0.0032
2005	Colorado	Chaffee County	08015	17	6450	0.0026
2005	Colorado	Cheyenne County	08017	148	806	0.1836
2005	Colorado	Conejos County	08021	58	1344	0.0432
2005	Colorado	Denver County	08031	3958	424659	0.0093
2005	Colorado	Douglas County	08035	117	82930	0.0014
2005	Colorado	Eagle County	08037	8	29113	0.0003
2005	Colorado	El Paso County	08041	188	239783	0.0008
2005	Colorado	Fremont County	08043	149	13335	0.0112
2005	Colorado	Garfield County	08045	1544	22961	0.0672
2005	Colorado	Gunnison County	08051	720	7891	0.0912
2005	Colorado	Huerfano County	08055	13	1910	0.0068
2005	Colorado	Jefferson County	08059	280	206031	0.0014
2005	Colorado	La Plata County	08067	412	23554	0.0175
2005	Colorado	Larimer County	08069	383	124982	0.0031
2005	Colorado	Las Animas County	08071	257	5574	0.0461
2005	Colorado	Logan County	08075	122	8401	0.0145
2005	Colorado	Mesa County	08077	1214	55560	0.0219
2005	Colorado	Moffat County	08081	555	4944	0.1123
2005	Colorado	Montezuma County	08083	94	9206	0.0102
2005	Colorado	Montrose County	08085	151	14423	0.0105
2005	Colorado	Morgan County	08087	236	11225	0.0210
2005	Colorado	Pueblo County	08101	66	53730	0.0012
2005	Colorado	Rio Blanco County	08103	742	3108	0.2387
2005	Colorado	Routt County	08107	583	14245	0.0409
2005	Colorado	Weld County	08123	1748	77004	0.0227
2005	Colorado	Yuma County	08125	215	3609	0.0596
2005	Connecticut		09000	706	1644274	0.0004
2005	Connecticut	Hartford County	09003	119	485378	0.0002
2005	Connecticut	Litchfield County	09005	104	61966	0.0017
2005	Connecticut	New Haven County	09009	220	360661	0.0006
2005	Connecticut	New London County	09011	63	129283	0.0005
2005	Connecticut	Windham County	09015	62	37851	0.0016
2005	Delaware	New Castle County	10003	40	281675	0.0001
2005	Florida		12000	5369	7747729	0.0007
2005	Florida	Brevard County	12009	61	203620	0.0003
2005	Florida	Broward County	12011	72	731941	0.0001
2005	Florida	Citrus County	12017	48	31573	0.0015
2005	Florida	Collier County	12021	55	128998	0.0004
2005	Florida	Duval County	12031	26	449828	0.0001
2005	Florida	Escambia County	12033	71	125407	0.0006
2005	Florida	Flagler County	12035	33	18753	0.0018
2005	Florida	Gadsden County	12039	168	15230	0.0110
2005	Florida	Hernando County	12053	448	38744	0.0116
2005	Florida	Hillsborough County	12057	95	625444	0.0002
2005	Florida	Lake County	12069	204	80060	0.0025
2005	Florida	Lee County	12071	225	213535	0.0011
2005	Florida	Marion County	12083	210	98210	0.0021
2005	Florida	Miami-Dade County	12086	577	998241	0.0006
2005	Florida	Okaloosa County	12091	15	82269	0.0002
2005	Florida	Orange County	12095	130	659941	0.0002
2005	Florida	Pasco County	12101	56	92298	0.0006
2005	Florida	Putnam County	12107	78	18770	0.0042
2005	Florida	St. Lucie County	12111	51	66620	0.0008
2005	Florida	Santa Rosa County	12113	97	31932	0.0030
2005	Florida	Sarasota County	12115	65	158001	0.0004
2005	Florida	Seminole County	12117	3	167771	0.0000
2005	Florida	Suwannee County	12121	22	9726	0.0023
2005	Georgia		13000	6948	3932315	0.0018
2005	Georgia	Bartow County	13015	89	33271	0.0027
2005	Georgia	Cherokee County	13057	63	42877	0.0015
2005	Georgia	Decatur County	13087	318	10688	0.0298
2005	Georgia	DeKalb County	13089	233	291014	0.0008
2005	Georgia	Douglas County	13097	108	35921	0.0030
2005	Georgia	Elbert County	13105	196	7068	0.0277
2005	Georgia	Forsyth County	13117	67	45716	0.0015
2005	Georgia	Henry County	13151	92	42426	0.0022
2005	Georgia	Jefferson County	13163	276	5428	0.0508
2005	Georgia	Lumpkin County	13187	27	6191	0.0044
2005	Georgia	Oglethorpe County	13221	85	1707	0.0498
2005	Georgia	Pickens County	13227	241	6593	0.0366
2005	Georgia	Richmond County	13245	130	105357	0.0012
2005	Georgia	Sumter County	13261	123	12630	0.0097
2005	Georgia	Thomas County	13275	297	23504	0.0126
2005	Georgia	Washington County	13303	979	8044	0.1217
2005	Georgia	Whitfield County	13313	118	62925	0.0019
2005	Georgia	Wilkinson County	13319	988	2979	0.3317
2005	Hawaii		15000	288	603668	0.0005
2005	Hawaii	Honolulu County	15003	244	440216	0.0006
2005	Idaho		16000	2164	614548	0.0035
2005	Idaho	Ada County	16001	141	197209	0.0007
2005	Idaho	Blaine County	16013	33	13461	0.0025
2005	Idaho	Bonner County	16017	102	13860	0.0074
2005	Idaho	Canyon County	16027	55	51242	0.0011
2005	Idaho	Caribou County	16029	344	3031	0.1135
2005	Idaho	Cassia County	16031	196	8800	0.0223
2005	Idaho	Idaho County	16049	81	4435	0.0183
2005	Idaho	Kootenai County	16055	133	51781	0.0026
2005	Idaho	Nez Perce County	16069	93	20672	0.0045
2005	Idaho	Shoshone County	16079	393	4371	0.0899
2005	Idaho	Twin Falls County	16083	30	32634	0.0009
2005	Idaho	Valley County	16085	11	4364	0.0025
2005	Illinois		17000	9718	5748355	0.0017
2005	Illinois	Adams County	17001	232	32725	0.0071
2005	Illinois	Champaign County	17019	44	90299	0.0005
2005	Illinois	Christian County	17021	24	10692	0.0022
2005	Illinois	Clark County	17023	70	4944	0.0142
2005	Illinois	Clay County	17025	132	5503	0.0240
2005	Illinois	Coles County	17029	30	26140	0.0011
2005	Illinois	Cook County	17031	907	2507049	0.0004
2005	Illinois	Crawford County	17033	82	7003	0.0117
2005	Illinois	DeKalb County	17037	81	34366	0.0024
2005	Illinois	DuPage County	17043	63	581895	0.0001
2005	Illinois	Effingham County	17049	11	19623	0.0006
2005	Illinois	Fayette County	17051	118	6317	0.0187
2005	Illinois	Franklin County	17055	12	9448	0.0013
2005	Illinois	Grundy County	17063	61	15544	0.0039
2005	Illinois	Jasper County	17079	24	2396	0.0100
2005	Illinois	Kane County	17089	86	204549	0.0004
2005	Illinois	Kankakee County	17091	44	41311	0.0011
2005	Illinois	Kendall County	17093	38	19082	0.0020
2005	Illinois	Lee County	17103	20	13691	0.0015
2005	Illinois	McDonough County	17109	10	12115	0.0008
2005	Illinois	McHenry County	17111	98	97708	0.0010
2005	Illinois	Madison County	17119	172	93493	0.0018
2005	Illinois	Marion County	17121	132	13508	0.0098
2005	Illinois	Monroe County	17133	55	7706	0.0071
2005	Illinois	Ogle County	17141	46	16508	0.0028
2005	Illinois	Randolph County	17157	51	12174	0.0042
2005	Illinois	Richland County	17159	149	6337	0.0235
2005	Illinois	Rock Island County	17161	81	78481	0.0010
2005	Illinois	St. Clair County	17163	93	93533	0.0010
2005	Illinois	Saline County	17165	1384	8938	0.1548
2005	Illinois	Sangamon County	17167	296	130927	0.0023
2005	Illinois	Tazewell County	17179	23	57706	0.0004
2005	Illinois	Wabash County	17185	430	3758	0.1144
2005	Illinois	Washington County	17189	10	5587	0.0018
2005	Illinois	Wayne County	17191	120	4561	0.0263
2005	Illinois	White County	17193	645	4840	0.1333
2005	Illinois	Will County	17197	337	167930	0.0020
2005	Illinois	Winnebago County	17201	14	135789	0.0001
2005	Indiana		18000	6469	2873795	0.0023
2005	Indiana	Allen County	18003	139	179794	0.0008
2005	Indiana	Bartholomew County	18005	34	41546	0.0008
2005	Indiana	Clark County	18019	149	45466	0.0033
2005	Indiana	Daviess County	18027	457	10750	0.0425
2005	Indiana	Dubois County	18037	37	28461	0.0013
2005	Indiana	Elkhart County	18039	45	125163	0.0004
2005	Indiana	Gibson County	18051	659	16026	0.0411
2005	Indiana	Greene County	18055	531	7286	0.0729
2005	Indiana	Hamilton County	18057	261	95246	0.0027
2005	Indiana	Harrison County	18061	151	11433	0.0132
2005	Indiana	Huntington County	18069	57	15255	0.0037
2005	Indiana	Knox County	18083	112	16240	0.0069
2005	Indiana	Kosciusko County	18085	22	35108	0.0006
2005	Indiana	Lake County	18089	273	192763	0.0014
2005	Indiana	LaPorte County	18091	50	45085	0.0011
2005	Indiana	Lawrence County	18093	192	14034	0.0137
2005	Indiana	Marion County	18097	188	580101	0.0003
2005	Indiana	Miami County	18103	98	10702	0.0092
2005	Indiana	Monroe County	18105	135	61460	0.0022
2005	Indiana	Montgomery County	18107	65	16770	0.0039
2005	Indiana	Morgan County	18109	69	15128	0.0046
2005	Indiana	Noble County	18113	39	19532	0.0020
2005	Indiana	Orange County	18117	58	6323	0.0092
2005	Indiana	Pike County	18125	441	2903	0.1519
2005	Indiana	Posey County	18129	34	8665	0.0039
2005	Indiana	Putnam County	18133	49	12295	0.0040
2005	Indiana	St. Joseph County	18141	17	124860	0.0001
2005	Indiana	Shelby County	18145	162	17087	0.0095
2005	Indiana	Steuben County	18151	12	15020	0.0008
2005	Indiana	Vanderburgh County	18163	458	108096	0.0042
2005	Indiana	Vigo County	18167	19	51470	0.0004
2005	Indiana	Warrick County	18173	74	14043	0.0053
2005	Indiana	Wayne County	18177	25	31688	0.0008
2005	Iowa		19000	2088	1446568	0.0014
2005	Iowa	Black Hawk County	19013	65	70901	0.0009
2005	Iowa	Fayette County	19065	12	7498	0.0016
2005	Iowa	Linn County	19113	111	117926	0.0009
2005	Iowa	Muscatine County	19139	58	23068	0.0025
2005	Iowa	Polk County	19153	160	263517	0.0006
2005	Iowa	Scott County	19163	15	88466	0.0002
