state	name	FIPS
OK	Nowata	40105
OK	Osage	40113
OK	Woods	40151
OK	Craig	40035
OK	Washington	40147
OK	Grant	40053
OK	Alfalfa	40003
OK	Kay	40071
OK	Ottawa	40115
OK	Harper	40059
OK	Cimarron	40025
OK	Texas	40139
OK	Beaver	40007
OK	Woodward	40153
OK	Delaware	40041
OK	Noble	40103
OK	Rogers	40131
OK	Garfield	40047
OK	Ellis	40045
OK	Pawnee	40117
OK	Mayes	40097
OK	Major	40093
OK	Tulsa	40143
OK	Payne	40119
OK	Kingfisher	40073
OK	Logan	40083
OK	Blaine	40011
OK	Dewey	40043
OK	Creek	40037
OK	Wagoner	40145
OK	Cherokee	40021
OK	Adair	40001
OK	Roger Mills	40129
OK	Lincoln	40081
OK	Okmulgee	40111
OK	Muskogee	40101
OK	Custer	40039
OK	Canadian	40017
OK	Oklahoma	40109
OK	Sequoyah	40135
OK	Okfuskee	40107
OK	McIntosh	40091
OK	Caddo	40015
OK	Beckham	40009
OK	Seminole	40133
OK	Washita	40149
OK	Pottawatomie	40125
OK	Haskell	40061
OK	Le Flore	40079
OK	Grady	40051
OK	Cleveland	40027
OK	McClain	40087
OK	Pittsburg	40121
OK	Hughes	40063
OK	Kiowa	40075
OK	Greer	40055
OK	Latimer	40077
OK	Harmon	40057
OK	Pontotoc	40123
OK	Jackson	40065
OK	Comanche	40031
OK	Garvin	40049
OK	Coal	40029
OK	Stephens	40137
OK	Atoka	40005
OK	Pushmataha	40127
OK	Murray	40099
OK	Tillman	40141
OK	Carter	40019
OK	Johnston	40069
OK	Cotton	40033
OK	McCurtain	40089
OK	Jefferson	40067
OK	Marshall	40095
OK	Bryan	40013
OK	Choctaw	40023
OK	Love	40085
