state	name	FIPS
SD	Perkins	46105
SD	Corson	46031
SD	Harding	46063
SD	Campbell	46021
SD	McPherson	46089
SD	Brown	46013
SD	Roberts	46109
SD	Marshall	46091
SD	Walworth	46129
SD	Edmunds	46045
SD	Day	46037
SD	Dewey	46041
SD	Ziebach	46137
SD	Grant	46051
SD	Potter	46107
SD	Faulk	46049
SD	Spink	46115
SD	Butte	46019
SD	Clark	46025
SD	Codington	46029
SD	Meade	46093
SD	Deuel	46039
SD	Sully	46119
SD	Hyde	46069
SD	Hand	46059
SD	Hamlin	46057
SD	Stanley	46117
SD	Haakon	46055
SD	Beadle	46005
SD	Lawrence	46081
SD	Hughes	46065
SD	Kingsbury	46077
SD	Brookings	46011
SD	Pennington	46103
SD	Lyman	46085
SD	Jerauld	46073
SD	Moody	46101
SD	Buffalo	46017
SD	Sanborn	46111
SD	Lake	46079
SD	Miner	46097
SD	Jones	46075
SD	Jackson	46071
SD	Aurora	46003
SD	Brule	46015
SD	Mellette	46095
SD	Custer	46033
SD	Davison	46035
SD	Hanson	46061
SD	Minnehaha	46099
SD	McCook	46087
SD	Tripp	46123
SD	Shannon	46113
SD	Lincoln	46083
SD	Charles Mix	46023
SD	Turner	46125
SD	Hutchinson	46067
SD	Douglas	46043
SD	Gregory	46053
SD	Fall River	46047
SD	Bennett	46007
SD	Todd	46121
SD	Yankton	46135
SD	Bon Homme	46009
SD	Union	46127
SD	Clay	46027
