state	name	FIPS
OH	Ashtabula	39007
OH	Lake	39085
OH	Lucas	39095
OH	Ottawa	39123
OH	Fulton	39051
OH	Geauga	39055
OH	Williams	39171
OH	Cuyahoga	39035
OH	Erie	39043
OH	Wood	39173
OH	Lorain	39093
OH	Trumbull	39155
OH	Sandusky	39143
OH	Henry	39069
OH	Defiance	39039
OH	Summit	39153
OH	Portage	39133
OH	Huron	39077
OH	Medina	39103
OH	Seneca	39147
OH	Paulding	39125
OH	Hancock	39063
OH	Putnam	39137
OH	Mahoning	39099
OH	Ashland	39005
OH	Crawford	39033
OH	Richland	39139
OH	Wyandot	39175
OH	Wayne	39169
OH	Van Wert	39161
OH	Stark	39151
OH	Columbiana	39029
OH	Allen	39003
OH	Hardin	39065
OH	Carroll	39019
OH	Mercer	39107
OH	Morrow	39117
OH	Marion	39101
OH	Auglaize	39011
OH	Holmes	39075
OH	Tuscarawas	39157
OH	Jefferson	39081
OH	Knox	39083
OH	Logan	39091
OH	Union	39159
OH	Shelby	39149
OH	Coshocton	39031
OH	Delaware	39041
OH	Harrison	39067
OH	Darke	39037
OH	Licking	39089
OH	Champaign	39021
OH	Guernsey	39059
OH	Miami	39109
OH	Belmont	39013
OH	Muskingum	39119
OH	Franklin	39049
OH	Madison	39097
OH	Clark	39023
OH	Noble	39121
OH	Fairfield	39045
OH	Perry	39127
OH	Montgomery	39113
OH	Preble	39135
OH	Monroe	39111
OH	Greene	39057
OH	Pickaway	39129
OH	Morgan	39115
OH	Fayette	39047
OH	Hocking	39073
OH	Washington	39167
OH	Butler	39017
OH	Warren	39165
OH	Clinton	39027
OH	Athens	39009
OH	Ross	39141
OH	Vinton	39163
OH	Highland	39071
OH	Hamilton	39061
OH	Clermont	39025
OH	Brown	39015
OH	Jackson	39079
OH	Meigs	39105
OH	Pike	39131
OH	Adams	39001
OH	Gallia	39053
OH	Scioto	39145
OH	Lawrence	39087
