Year	State	FIPS	Commodity	type	Revenue
2004	AL	01003	Oil & Gas	Other Revenues	-48.81
2004	AL	01003	Oil & Gas	Other Roy Vals	621
2004	AL	01003	Gas	Royalties	896.61
2004	AL	01003	Gas	Royalties	0.01
2004	AL	01003	Gas	Royalties	19946.39
2004	AL	01003	Oil	Royalties	2.66
2004	AL	01003	Oil	Royalties	39.94
2004	AL	01003	Other	Royalties	221.41
2004	AL	01039	Oil	Royalties	708785.77
2004	AL	01053	Oil	Royalties	97533.34
2004	AL	01057	Gas	Royalties	1878.72
2004	AL	01075	Gas	Royalties	2662.04
2004	AL	01075	Oil	Royalties	5253
2004	AL	01097	Oil & Gas	Other Revenues	-0.35
2004	AL	01097	Oil & Gas	Other Roy Vals	3880
2004	AL	01097	Gas	Royalties	2137.46
2004	AL	01097	Gas	Royalties	0.18
2004	AL	01097	Gas	Royalties	47169.93
2004	AL	01097	Oil	Royalties	1.07
2004	AL	01097	Oil	Royalties	11817.54
2004	AL	01097	Oil	Royalties	51.43
2004	AL	01097	Other	Royalties	476.63
2004	AL	01125	Oil & Gas	Other Roy Vals	14750
2004	AL	01125	Gas	Royalties	6080.7
2004	AL	01125	Gas	Royalties	45098.73
2004	AL	01125	Gas	Royalties	395876.46
2004	AL	01297	Oil & Gas	Other Roy Vals	150
2004	AL	01297	Gas	Royalties	0.13
2004	AL	01297	Gas	Royalties	2695.99
2004	AL	01297	Oil	Royalties	0.84
2004	AL	01297	Other	Royalties	6.09
2004	AZ	04013	Sodium	Other Revenues	24
2004	AZ	04013	Solids	Royalties	-490.05
2004	AR	05027	Gas	Royalties	4933.74
2004	AR	05027	Oil	Royalties	243.1
2004	AR	05033	Oil & Gas	Other Revenues	285.25
2004	AR	05033	Oil & Gas	Other Roy Vals	-4661.33
2004	AR	05033	Gas	Royalties	104551.96
2004	AR	05047	Oil & Gas	Other Revenues	4134.28
2004	AR	05047	Oil & Gas	Other Roy Vals	-3790.83
2004	AR	05047	Gas	Royalties	178220.9
2004	AR	05051	Hardrock	Other Revenues	480
2004	AR	05071	Oil & Gas	Other Revenues	92.53
2004	AR	05071	Oil & Gas	Other Roy Vals	1525
2004	AR	05071	Gas	Royalties	292.98
2004	AR	05071	Gas	Royalties	618869.04
2004	AR	05083	Oil & Gas	Other Roy Vals	39473.04
2004	AR	05083	Gas	Royalties	237944.76
2004	AR	05097	Hardrock	Other Revenues	960
2004	AR	05115	Oil & Gas	Other Roy Vals	400
2004	AR	05115	Gas	Royalties	9514.1
2004	AR	05131	Oil & Gas	Other Revenues	465.27
2004	AR	05131	Oil & Gas	Other Roy Vals	-27331.55
2004	AR	05131	Gas	Royalties	4097.62
2004	AR	05131	Gas	Royalties	1989207.39
2004	AR	05143	Oil & Gas	Other Revenues	160
2004	AR	05149	Oil & Gas	Other Roy Vals	88590.12
2004	AR	05149	Gas	Royalties	737072.99
2004	CA	06013	Oil & Gas	Other Roy Vals	55
2004	CA	06013	Gas	Royalties	204.59
2004	CA	06013	Gas	Royalties	1860.9
2004	CA	06019	Oil & Gas	Other Revenues	606.13
2004	CA	06019	Gas	Royalties	8204.93
2004	CA	06019	Gas	Royalties	52197.8
2004	CA	06019	Gas	Royalties	221952.28
2004	CA	06019	Oil	Royalties	122746.65
2004	CA	06021	Gas	Royalties	4094.69
2004	CA	06025	Geothermal	Other Roy Vals	7584696.97
2004	CA	06025	Geothermal	Royalties	31447
2004	CA	06025	Geothermal	Royalties	992.16
2004	CA	06027	Geothermal	Royalties	3546438.88
2004	CA	06029	Oil & Gas	Other Revenues	3367.91
2004	CA	06029	Oil & Gas	Other Roy Vals	2203.8
2004	CA	06029	Gas	Royalties	1800
2004	CA	06029	Gas	Royalties	27496.56
2004	CA	06029	Gas	Royalties	337635.34
2004	CA	06029	Gas	Royalties	51394.87
2004	CA	06029	Oil	Royalties	11773.43
2004	CA	06029	Oil	Royalties	110.93
2004	CA	06029	Oil	Royalties	9950396.26
2004	CA	06030	Oil & Gas	Other Revenues	3367.91
2004	CA	06030	Oil & Gas	Other Roy Vals	2203.8
2004	CA	06030	Gas	Royalties	1800
2004	CA	06030	Gas	Royalties	27496.56
2004	CA	06030	Gas	Royalties	337635.34
2004	CA	06030	Gas	Royalties	65903.2
2004	CA	06030	Oil	Royalties	11773.43
2004	CA	06030	Oil	Royalties	110.93
2004	CA	06030	Oil	Royalties	10098301.54
2004	CA	06031	Oil & Gas	Other Revenues	2265.34
2004	CA	06031	Gas	Royalties	10229.69
2004	CA	06031	Gas	Royalties	65595.09
2004	CA	06031	Oil	Royalties	82145.15
2004	CA	06033	Geothermal	Royalties	2689982.36
2004	CA	06035	Geothermal	Royalties	39865.28
2004	CA	06037	Oil & Gas	Other Revenues	20125.43
2004	CA	06037	Gas	Royalties	5329.59
2004	CA	06037	Gas	Royalties	328.58
2004	CA	06037	Gas	Royalties	35825.15
2004	CA	06037	Oil	Royalties	70646.03
2004	CA	06037	Oil	Royalties	1761039.64
2004	CA	06051	Geothermal	Other Revenues	8320
2004	CA	06051	Geothermal	Other Roy Vals	-100000
2004	CA	06051	Geothermal	Royalties	186978.74
2004	CA	06053	Oil	Royalties	7516.59
2004	CA	06069	Oil & Gas	Other Revenues	40.3
2004	CA	06069	Oil	Royalties	876.24
2004	CA	06071	Sodium	Royalties	31693.82
2004	CA	06071	Sodium	Royalties	-328.08
2004	CA	06071	Sodium	Royalties	260287.46
2004	CA	06071	Solids	Royalties	-18463.04
2004	CA	06071	Solids	Royalties	635.38
2004	CA	06071	Solids	Royalties	-3086.3
2004	CA	06071	Solids	Royalties	-16152.59
2004	CA	06071	Solids	Royalties	-52.69
2004	CA	06077	Gas	Royalties	2675.8
2004	CA	06079	Oil & Gas	Other Revenues	1233.35
2004	CA	06079	Oil & Gas	Other Roy Vals	6215
2004	CA	06079	Oil	Royalties	49085.67
2004	CA	06083	Gas	Royalties	543.04
2004	CA	06083	Gas	Royalties	175231.44
2004	CA	06083	Oil	Royalties	307299.77
2004	CA	06095	Gas	Royalties	2537068.52
2004	CA	06095	Oil	Royalties	8286.97
2004	CA	06097	Geothermal	Royalties	3366259.11
2004	CA	06111	Oil & Gas	Other Revenues	511.37
2004	CA	06111	Gas	Royalties	2753.81
2004	CA	06111	Gas	Royalties	21730.54
2004	CA	06111	Gas	Royalties	83660.82
2004	CA	06111	Gas	Royalties	227364.05
2004	CA	06111	Oil	Royalties	2033.36
2004	CA	06111	Oil	Royalties	730299.01
2004	CO	08005	Oil & Gas	Other Revenues	160
2004	CO	08005	Oil	Royalties	87.87
2004	CO	08005	Oil	Royalties	435.7
2004	CO	08007	Oil & Gas	Other Roy Vals	325.99
2004	CO	08007	Gas	Royalties	9826.87
2004	CO	08007	Gas	Royalties	135238.58
2004	CO	08009	Oil & Gas	Other Revenues	14718.53
