state	name	FIPS
FL	Jackson	12063
FL	Escambia	12033
FL	Santa Rosa	12113
FL	Okaloosa	12091
FL	Holmes	12059
FL	Walton	12131
FL	Washington	12133
FL	Nassau	12089
FL	Gadsden	12039
FL	Leon	12073
FL	Jefferson	12065
FL	Madison	12079
FL	Hamilton	12047
FL	Calhoun	12013
FL	Liberty	12077
FL	Columbia	12023
FL	Duval	12031
FL	Baker	12003
FL	Bay	12005
FL	Suwannee	12121
FL	Taylor	12123
FL	Wakulla	12129
FL	Lafayette	12067
FL	Saint Johns	12109
FL	Gulf	12045
FL	Clay	12019
FL	Bradford	12007
FL	Union	12125
FL	Franklin	12037
FL	Alachua	12001
FL	Gilchrist	12041
FL	Putnam	12107
FL	Flagler	12035
FL	Levy	12075
FL	Marion	12083
FL	Volusia	12127
FL	Lake	12069
FL	Citrus	12017
FL	Sumter	12119
FL	Seminole	12117
FL	Brevard	12009
FL	Orange	12095
FL	Hernando	12053
FL	Pasco	12101
FL	Polk	12105
FL	Osceola	12097
FL	Pinellas	12103
FL	Hillsborough	12057
FL	Indian River	12061
FL	Highlands	12055
FL	Hardee	12049
FL	Manatee	12081
FL	Okeechobee	12093
FL	Saint Lucie	12111
FL	Sarasota	12115
FL	DeSoto	12027
FL	Martin	12085
FL	Glades	12043
FL	Charlotte	12015
FL	Palm Beach	12099
FL	Hendry	12051
FL	Lee	12071
FL	Collier	12021
FL	Broward	12011
FL	Miami-Dade	12086
FL	Monroe	12087
FL	Dixie	12029
