Year	State	County	FIPS	Jobs	Total	Share
2004	WI		55000	2880	2714847	0.0011
2004	WI	Brown County	55009	122	145795	0.0008
2004	WI	Dane County	55025	221	290433	0.0008
2004	WI	Fond Du Lac County	55039	204	45113	0.0045
2004	WI	Green Lake County	55047	64	7039	0.0091
2004	WI	Kewaunee County	55061	12	7305	0.0016
2004	WI	Manitowoc County	55071	87	34271	0.0025
2004	WI	Marathon County	55073	87	67841	0.0013
2004	WI	Milwaukee County	55079	62	492085	0.0001
2004	WI	Polk County	55095	26	14913	0.0017
2004	WI	Racine County	55101	41	75887	0.0005
2004	WI	Rock County	55105	112	65985	0.0017
2004	WI	St. Croix County	55109	28	26658	0.0011
2004	WI	Washington County	55131	63	49862	0.0013
2004	WI	Waukesha County	55133	306	226827	0.0013
2004	WI	Waushara County	55137	6	6337	0.0009
2005	WI		55000	2956	2744006	0.0011
2005	WI	Brown County	55009	120	146961	0.0008
2005	WI	Columbia County	55021	45	20090	0.0022
2005	WI	Dane County	55025	228	297213	0.0008
2005	WI	Fond Du Lac County	55039	215	45330	0.0047
2005	WI	Green County	55045	11	14964	0.0007
2005	WI	Green Lake County	55047	64	7346	0.0087
2005	WI	Kewaunee County	55061	12	7541	0.0016
2005	WI	Manitowoc County	55071	90	34821	0.0026
2005	WI	Marathon County	55073	51	69420	0.0007
2005	WI	Milwaukee County	55079	57	490922	0.0001
2005	WI	Racine County	55101	44	75956	0.0006
2005	WI	Rock County	55105	116	67039	0.0017
2005	WI	St. Croix County	55109	32	27189	0.0012
2005	WI	Washington County	55131	75	51667	0.0015
2005	WI	Waukesha County	55133	319	230824	0.0014
2005	WI	Waushara County	55137	9	6308	0.0014
2006	WI		55000	3022	2767141	0.0011
2006	WI	Brown County	55009	126	147922	0.0009
2006	WI	Columbia County	55021	49	20500	0.0024
2006	WI	Dane County	55025	232	298545	0.0008
2006	WI	Fond Du Lac County	55039	270	45687	0.0059
2006	WI	Green County	55045	12	15115	0.0008
2006	WI	Green Lake County	55047	64	7014	0.0091
2006	WI	Manitowoc County	55071	86	34915	0.0025
2006	WI	Marathon County	55073	83	70652	0.0012
2006	WI	Milwaukee County	55079	52	493470	0.0001
2006	WI	Polk County	55095	23	15063	0.0015
2006	WI	Racine County	55101	44	76095	0.0006
2006	WI	Rock County	55105	114	68144	0.0017
2006	WI	St. Croix County	55109	29	28375	0.0010
2006	WI	Washington County	55131	84	52373	0.0016
2006	WI	Waukesha County	55133	338	235250	0.0014
2006	WI	Waushara County	55137	7	6631	0.0011
2007	WI		55000	2839	2780924	0.0010
2007	WI	Brown County	55009	115	149779	0.0008
2007	WI	Columbia County	55021	49	20951	0.0023
2007	WI	Dane County	55025	208	303686	0.0007
2007	WI	Fond Du Lac County	55039	251	45992	0.0055
2007	WI	Green Lake County	55047	56	7081	0.0079
