Year	State	County	FIPS	Commodity	type	Revenue
2004	KS	Comanche	20033	Gas	Royalties	5286.07
2004	KS	Ellsworth	20053	Gas	Royalties	16671.52
2004	KS	Finney	20055	Oil & Gas	Other Revenues	-410.34
2004	KS	Finney	20055	Gas	Other Roy Vals	565.78
2004	KS	Finney	20055	Gas	Other Roy Vals	114.23
2004	KS	Finney	20055	Oil & Gas	Other Roy Vals	-423.41
2004	KS	Finney	20055	Gas	Royalties	1462.18
2004	KS	Finney	20055	Gas	Royalties	11017.77
2004	KS	Finney	20055	Gas	Royalties	94093.98
2004	KS	Finney	20055	Gas	Royalties	805812.87
2004	KS	Finney	20055	Oil	Royalties	138535.81
2004	KS	Gove	20063	Oil	Royalties	9028.75
2004	KS	Grant	20067	Oil & Gas	Other Revenues	-298.94
2004	KS	Grant	20067	Oil & Gas	Other Roy Vals	7
2004	KS	Grant	20067	Gas	Royalties	5240.68
2004	KS	Grant	20067	Gas	Royalties	7694.58
2004	KS	Grant	20067	Gas	Royalties	31863.56
2004	KS	Hamilton	20075	Gas	Royalties	278.35
2004	KS	Hamilton	20075	Gas	Royalties	730.97
2004	KS	Hamilton	20075	Gas	Royalties	19797.03
2004	KS	Haskell	20081	Gas	Other Roy Vals	74.82
2004	KS	Haskell	20081	Oil & Gas	Other Roy Vals	368.67
2004	KS	Haskell	20081	Gas	Royalties	3387.79
2004	KS	Haskell	20081	Gas	Royalties	1188.29
2004	KS	Haskell	20081	Gas	Royalties	8580.34
2004	KS	Haskell	20081	Gas	Royalties	286595.95
2004	KS	Haskell	20081	Oil	Royalties	88690.85
2004	KS	Kearny	20093	Oil & Gas	Other Revenues	-1153.95
2004	KS	Kearny	20093	Oil & Gas	Other Roy Vals	7390.15
2004	KS	Kearny	20093	Gas	Royalties	173799.55
2004	KS	Kearny	20093	Gas	Royalties	536332.75
2004	KS	Kearny	20093	Gas	Royalties	1066081.25
2004	KS	Kearny	20093	Oil	Royalties	18565.52
2004	KS	Lane	20101	Oil	Royalties	10409.98
2004	KS	Meade	20119	Oil & Gas	Other Roy Vals	100
2004	KS	Meade	20119	Gas	Royalties	32.16
2004	KS	Meade	20119	Gas	Royalties	8652.92
2004	KS	Morton	20129	Oil & Gas	Other Revenues	-286.63
2004	KS	Morton	20129	Oil & Gas	Other Roy Vals	16615.77
2004	KS	Morton	20129	Gas	Royalties	74190.81
2004	KS	Morton	20129	Gas	Royalties	221824.25
2004	KS	Morton	20129	Gas	Royalties	3494840.67
2004	KS	Morton	20129	Oil	Royalties	528.88
2004	KS	Morton	20129	Oil	Royalties	194176.06
2004	KS	Seward	20175	Oil & Gas	Other Revenues	-858.31
2004	KS	Seward	20175	Oil & Gas	Other Roy Vals	-810
2004	KS	Seward	20175	Gas	Royalties	1954.58
2004	KS	Seward	20175	Gas	Royalties	-2889.4
2004	KS	Seward	20175	Gas	Royalties	69274.32
2004	KS	Seward	20175	Oil	Royalties	590.9
2004	KS	Seward	20175	Other	Royalties	57.39
2004	KS	Stanton	20187	Oil & Gas	Other Roy Vals	213.6
2004	KS	Stanton	20187	Gas	Royalties	7759.59
2004	KS	Stanton	20187	Gas	Royalties	12642.19
2004	KS	Stanton	20187	Gas	Royalties	160.14
2004	KS	Stevens	20189	Oil & Gas	Other Revenues	-256.89
2004	KS	Stevens	20189	Oil & Gas	Other Roy Vals	100
2004	KS	Stevens	20189	Gas	Royalties	3496.22
2004	KS	Stevens	20189	Gas	Royalties	30532.33
