state	name	FIPS
AL	Lauderdale	01077
AL	Limestone	01083
AL	Madison	01089
AL	Jackson	01071
AL	Colbert	01033
AL	DeKalb	01049
AL	Lawrence	01079
AL	Morgan	01103
AL	Marshall	01095
AL	Franklin	01059
AL	Cherokee	01019
AL	Marion	01093
AL	Cullman	01043
AL	Winston	01133
AL	Blount	01009
AL	Etowah	01055
AL	Lamar	01075
AL	Walker	01127
AL	Saint Clair	01115
AL	Calhoun	01015
AL	Cleburne	01029
AL	Fayette	01057
AL	Jefferson	01073
AL	Talladega	01121
AL	Tuscaloosa	01125
AL	Shelby	01117
AL	Pickens	01107
AL	Randolph	01111
AL	Clay	01027
AL	Bibb	01007
AL	Greene	01063
AL	Chambers	01017
AL	Tallapoosa	01123
AL	Coosa	01037
AL	Chilton	01021
AL	Hale	01065
AL	Sumter	01119
AL	Perry	01105
AL	Elmore	01051
AL	Lee	01081
AL	Dallas	01047
AL	Autauga	01001
AL	Macon	01087
AL	Marengo	01091
AL	Russell	01113
AL	Montgomery	01101
AL	Lowndes	01085
AL	Choctaw	01023
AL	Bullock	01011
AL	Wilcox	01131
AL	Barbour	01005
AL	Pike	01109
AL	Crenshaw	01041
AL	Clarke	01025
AL	Butler	01013
AL	Monroe	01099
AL	Henry	01067
AL	Conecuh	01035
AL	Washington	01129
AL	Dale	01045
AL	Coffee	01031
AL	Covington	01039
AL	Baldwin	01003
AL	Houston	01069
AL	Escambia	01053
AL	Geneva	01061
AL	Mobile	01097
