state	name	FIPS
WA	Whatcom	53073
WA	Okanogan	53047
WA	Stevens	53065
WA	Pend Oreille	53051
WA	Ferry	53019
WA	San Juan	53055
WA	Skagit	53057
WA	Chelan	53007
WA	Island	53029
WA	Clallam	53009
WA	Snohomish	53061
WA	Douglas	53017
WA	Jefferson	53031
WA	Spokane	53063
WA	Grant	53025
WA	Lincoln	53043
WA	Kitsap	53035
WA	King	53033
WA	Mason	53045
WA	Kittitas	53037
WA	Grays Harbor	53027
WA	Pierce	53053
WA	Adams	53001
WA	Whitman	53075
WA	Thurston	53067
WA	Yakima	53077
WA	Pacific	53049
WA	Lewis	53041
WA	Franklin	53021
WA	Benton	53005
WA	Garfield	53023
WA	Columbia	53013
WA	Walla Walla	53071
WA	Asotin	53003
WA	Skamania	53059
WA	Cowlitz	53015
WA	Wahkiakum	53069
WA	Clark	53011
WA	Klickitat	53039
