Year	State	County	FIPS	Volume
2009	CA	Contra Costa County	06013	2
2014	CA	San Benito County	06069	2
2013	CA	Tehama County	06103	1
2014	CA	Contra Costa County	06013	2
2012	CA	Contra Costa County	06013	2
2013	CA	Contra Costa County	06013	2
2006	CA	San Benito County	06069	2
2013	CA	San Benito County	06069	2
2012	CA	San Benito County	06069	2
2008	CA	Contra Costa County	06013	2
2006	CA	Contra Costa County	06013	2
2007	CA	Contra Costa County	06013	2
2007	CA	San Benito County	06069	1
2005	CA	Contra Costa County	06013	2
2005	CA	San Benito County	06069	2
2009	CA	San Luis Obispo County	06079	2
2008	CA	San Benito County	06069	2
2010	CA	San Benito County	06069	2
2011	CA	San Benito County	06069	2
2010	CA	Kern County	06029	4
2010	CA	San Luis Obispo County	06079	4
2009	CA	San Benito County	06069	2
2014	CA	Sacramento County	06067	2
2012	CA	Sacramento County	06067	2
2013	CA	Sacramento County	06067	2
2011	CA	Kern County	06029	4
2011	CA	Sacramento County	06067	2
2006	CA	Monterey County	06053	2
2005	CA	Monterey County	06053	2
2011	CA	San Luis Obispo County	06079	4
2010	CA	Sacramento County	06067	2
2007	CA	Monterey County	06053	2
2008	CA	San Luis Obispo County	06079	2
2012	CA	Tehama County	06103	1
2009	CA	Sacramento County	06067	2
2007	CA	San Luis Obispo County	06079	2
2014	CA	Monterey County	06053	2
2014	CA	Inyo County	06027	2
2010	CA	Tehama County	06103	1
2006	CA	Sacramento County	06067	2
2013	CA	Inyo County	06027	2
2008	CA	Monterey County	06053	2
2012	CA	Inyo County	06027	2
2011	CA	Contra Costa County	06013	1
2013	CA	Monterey County	06053	2
2005	CA	Sacramento County	06067	2
2012	CA	Monterey County	06053	2
2010	CA	Contra Costa County	06013	1
2013	CA	Fresno County	06019	2
2014	CA	Solano County	06095	2
2008	CA	Sacramento County	06067	2
2011	CA	Tehama County	06103	1
2011	CA	Monterey County	06053	2
2012	CA	San Joaquin County	06077	1
2007	CA	Sacramento County	06067	2
2013	CA	San Joaquin County	06077	1
2014	CA	San Joaquin County	06077	1
2011	CA	Inyo County	06027	2
2009	CA	San Joaquin County	06077	1
2010	CA	San Joaquin County	06077	1
2011	CA	San Joaquin County	06077	1
2013	CA	Solano County	06095	2
2009	CA	Monterey County	06053	2
2008	CA	San Joaquin County	06077	1
2007	CA	San Joaquin County	06077	1
2006	CA	San Joaquin County	06077	1
2012	CA	Solano County	06095	2
2010	CA	Monterey County	06053	2
2005	CA	San Joaquin County	06077	1
2010	CA	Inyo County	06027	2
2011	CA	Solano County	06095	2
2014	CA	San Luis Obispo County	06079	4
2010	CA	Solano County	06095	2
2005	CA	San Luis Obispo County	06079	2
2014	CA	Glenn County	06021	1
2009	CA	Solano County	06095	2
2013	CA	Glenn County	06021	1
2012	CA	Glenn County	06021	1
2011	CA	Glenn County	06021	1
2009	CA	Tehama County	06103	1
2007	CA	Glenn County	06021	1
2006	CA	Glenn County	06021	1
2012	CA	San Luis Obispo County	06079	4
2006	CA	Solano County	06095	2
2010	CA	Glenn County	06021	1
2006	CA	San Luis Obispo County	06079	2
2005	CA	Glenn County	06021	1
2008	CA	Fresno County	06019	2
2014	CA	Fresno County	06019	2
2005	CA	Solano County	06095	2
2013	CA	San Luis Obispo County	06079	4
2008	CA	Solano County	06095	2
2009	CA	Glenn County	06021	1
2012	CA	Fresno County	06019	2
2007	CA	Solano County	06095	2
2008	CA	Glenn County	06021	1
2011	CA	Fresno County	06019	2
2009	CA	Fresno County	06019	2
2011	CA	Imperial County	06025	2
2010	CA	Fresno County	06019	2
2014	CA	Kern County	06029	4
2007	CA	Fresno County	06019	2
2008	CA	Tehama County	06103	1
2008	CA	Kings County	06031	2
2013	CA	Kern County	06029	4
2011	CA	Kings County	06031	2
2009	CA	Kings County	06031	2
2010	CA	Kings County	06031	2
2013	CA	Kings County	06031	2
2005	CA	Kings County	06031	2
2007	CA	Kings County	06031	2
2012	CA	Kings County	06031	2
2006	CA	Kings County	06031	2
2005	CA	Fresno County	06019	2
2006	CA	Fresno County	06019	2
2009	CA	Santa Barbara	06083	2
2014	CA	Santa Barbara	06083	2
2012	CA	Kern County	06029	4
2014	CA	Kings County	06031	2
2013	CA	Santa Barbara	06083	2
2012	CA	Santa Barbara	06083	2
2011	CA	Santa Barbara	06083	2
2010	CA	Santa Barbara	06083	2
2008	CA	Santa Barbara	06083	2
2006	CA	Santa Barbara	06083	2
2005	CA	Santa Barbara	06083	2
2007	CA	Santa Barbara	06083	2
2009	CA	Los Angeles County	06037	2
2011	CA	Los Angeles County	06037	2
2010	CA	Los Angeles County	06037	2
2014	CA	Los Angeles County	06037	2
2007	CA	Los Angeles County	06037	2
2008	CA	Los Angeles County	06037	2
2013	CA	Los Angeles County	06037	2
2006	CA	Los Angeles County	06037	2
2005	CA	Los Angeles County	06037	2
2012	CA	Los Angeles County	06037	2
2009	CA	Lassen County	06035	1
2005	CA	Imperial County	06025	2
2007	CA	Imperial County	06025	2
2007	CA	Lassen County	06035	1
2008	CA	Lassen County	06035	1
2010	CA	Imperial County	06025	2
2010	CA	Lassen County	06035	1
2006	CA	Imperial County	06025	2
2011	CA	Lassen County	06035	1
2009	CA	Imperial County	06025	2
2013	CA	Ventura County	06111	2
2008	CA	Imperial County	06025	2
2006	CA	Lassen County	06035	1
2014	CA	Lassen County	06035	2
2005	CA	Lassen County	06035	1
2011	CA	Ventura County	06111	2
2010	CA	Ventura County	06111	2
2012	CA	Lassen County	06035	1
