state	name	FIPS
AK	Aleutians West Census Area	02016
AK	Aleutians East Borough	02013
AK	Ketchikan Gateway Borough	02130
AK	Bristol Bay Borough	02060
AK	Dillingham Census Area	02070
AK	Lake and Peninsula Borough	02164
AK	Kodiak Island Borough	02150
AK	Juneau City and Borough	02110
AK	Wrangell-Petersburg Census Area	02280
AK	Skagway-Hoonah-Angoon Census Area	02232
AK	Haines Borough	02100
AK	Sitka City and Borough	02220
AK	Wade Hampton Census Area	02270
AK	Bethel Census Area	02050
AK	Matanuska-Susitna Borough	02170
AK	Denali Borough	02068
AK	Anchorage Municipality	02020
AK	Valdez-Cordova Census Area	02261
AK	Kenai Peninsula Borough	02122
AK	Yakutat City and Borough	02282
AK	Yukon-Koyukuk Census Area	02290
AK	Fairbanks North Star Borough	02090
AK	Southeast Fairbanks Census Area	02240
AK	North Slope Borough	02185
AK	Northwest Arctic Borough	02188
AK	Nome Census Area	02180
AK	Prince of Wales-Outer Ketchikan Census Area	02201
