Year	State	County	FIPS	Jobs	Total	Share
2004	ME		23000	109	597238	0.0002
2004	ME	Cumberland County	23005	5	170230	0.0000
2004	ME	Hancock County	23009	16	23387	0.0007
2004	ME	Oxford County	23017	19	18000	0.0011
2004	ME	York County	23031	36	67131	0.0005
2005	ME		23000	114	594481	0.0002
2005	ME	Cumberland County	23005	9	170345	0.0001
2005	ME	Hancock County	23009	14	23067	0.0006
2005	ME	Oxford County	23017	20	18005	0.0011
2005	ME	York County	23031	36	66611	0.0005
2006	ME		23000	125	598525	0.0002
2006	ME	Hancock County	23009	12	22839	0.0005
2006	ME	Oxford County	23017	21	17835	0.0012
2006	ME	York County	23031	41	67729	0.0006
2007	ME		23000	109	602321	0.0002
2007	ME	Hancock County	23009	13	22776	0.0006
2007	ME	Oxford County	23017	19	17859	0.0011
2007	ME	York County	23031	26	68232	0.0004
2008	ME	Cumberland County	23005	18	173888	0.0001
2008	ME	Hancock County	23009	11	22860	0.0005
2008	ME	Oxford County	23017	19	17409	0.0011
2008	ME	York County	23031	26	68208	0.0004
2009	ME	Cumberland County	23005	9	167938	0.0001
2009	ME	Hancock County	23009	10	21992	0.0005
2009	ME	Oxford County	23017	18	16480	0.0011
2009	ME	Washington County	23029	8	10482	0.0008
2009	ME	York County	23031	21	65911	0.0003
2010	ME		23000	179	577790	0.0003
2010	ME	Hancock County	23009	8	21898	0.0004
2010	ME	Oxford County	23017	15	16368	0.0009
2010	ME	Penobscot County	23019	7	68251	0.0001
2010	ME	York County	23031	38	65673	0.0006
2011	ME		23000	203	579838	0.0004
2011	ME	Hancock County	23009	6	21987	0.0003
2011	ME	Oxford County	23017	12	16224	0.0007
2011	ME	Penobscot County	23019	10	68250	0.0001
2011	ME	York County	23031	63	66184	0.0010
2012	ME	Oxford County	23017	12	16468	0.0007
2012	ME	York County	23031	68	66901	0.0010
2013	ME		23000	187	586525	0.0003
2013	ME	Kennebec County	23011	17	58537	0.0003
2013	ME	Oxford County	23017	11	16625	0.0007
2013	ME	York County	23031	66	67017	0.0010
