state	name	FIPS
PA	Erie	42049
PA	Bradford	42015
PA	Tioga	42117
PA	McKean	42083
PA	Potter	42105
PA	Wayne	42127
PA	Susquehanna	42115
PA	Warren	42123
PA	Crawford	42039
PA	Wyoming	42131
PA	Lackawanna	42069
PA	Elk	42047
PA	Forest	42053
PA	Venango	42121
PA	Cameron	42023
PA	Pike	42103
PA	Lycoming	42081
PA	Sullivan	42113
PA	Mercer	42085
PA	Clinton	42035
PA	Clarion	42031
PA	Luzerne	42079
PA	Jefferson	42065
PA	Columbia	42037
PA	Clearfield	42033
PA	Centre	42027
PA	Monroe	42089
PA	Northumberland	42097
PA	Montour	42093
PA	Butler	42019
PA	Armstrong	42005
PA	Union	42119
PA	Carbon	42025
PA	Lawrence	42073
PA	Northampton	42095
PA	Schuylkill	42107
PA	Indiana	42063
PA	Snyder	42109
PA	Beaver	42007
PA	Mifflin	42087
PA	Lehigh	42077
PA	Huntingdon	42061
PA	Blair	42013
PA	Cambria	42021
PA	Juniata	42067
PA	Westmoreland	42129
PA	Berks	42011
PA	Allegheny	42003
PA	Dauphin	42043
PA	Perry	42099
PA	Bucks	42017
PA	Lebanon	42075
PA	Washington	42125
PA	Montgomery	42091
PA	Cumberland	42041
PA	Bedford	42009
PA	Lancaster	42071
PA	Franklin	42055
PA	Somerset	42111
PA	Chester	42029
PA	York	42133
PA	Fulton	42057
PA	Fayette	42051
PA	Philadelphia	42101
PA	Adams	42001
PA	Delaware	42045
PA	Greene	42059
