year	naics	commodity	state	county	fips	jobs	pay
2007	10	All	Alabama		01000	1952091	37492
2007	10	All	Alabama	Autauga County	01001	11403	30198
2007	10	All	Alabama	Baldwin County	01003	62600	30110
2007	10	All	Alabama	Barbour County	01005	10711	28657
2007	10	All	Alabama	Bibb County	01007	4255	30255
2007	10	All	Alabama	Blount County	01009	9058	28166
2007	10	All	Alabama	Bullock County	01011	3002	28970
2007	10	All	Alabama	Butler County	01013	6819	26651
2007	10	All	Alabama	Calhoun County	01015	51058	34593
2007	10	All	Alabama	Chambers County	01017	9886	29539
2007	10	All	Alabama	Cherokee County	01019	5251	27751
2007	10	All	Alabama	Chilton County	01021	9217	28573
2007	10	All	Alabama	Choctaw County	01023	3853	43184
2007	10	All	Alabama	Clarke County	01025	9355	30504
2007	10	All	Alabama	Clay County	01027	4792	27410
2007	10	All	Alabama	Cleburne County	01029	2486	31962
2007	10	All	Alabama	Coffee County	01031	15285	26987
2007	10	All	Alabama	Colbert County	01033	21567	35303
2007	10	All	Alabama	Conecuh County	01035	3992	29393
2007	10	All	Alabama	Coosa County	01037	1729	30310
2007	10	All	Alabama	Covington County	01039	13569	27997
2007	10	All	Alabama	Crenshaw County	01041	3639	27592
2007	10	All	Alabama	Cullman County	01043	27737	31029
2007	10	All	Alabama	Dale County	01045	18353	40031
2007	10	All	Alabama	Dallas County	01047	15360	30353
2007	10	All	Alabama	DeKalb County	01049	23596	28955
2007	10	All	Alabama	Elmore County	01051	17666	30242
2007	10	All	Alabama	Escambia County	01053	12684	31115
2007	10	All	Alabama	Etowah County	01055	35903	30979
2007	10	All	Alabama	Fayette County	01057	4890	26484
2007	10	All	Alabama	Franklin County	01059	11001	27454
2007	10	All	Alabama	Geneva County	01061	6245	24428
2007	10	All	Alabama	Greene County	01063	2374	29290
2007	10	All	Alabama	Hale County	01065	3390	29027
2007	10	All	Alabama	Henry County	01067	4354	32167
2007	10	All	Alabama	Houston County	01069	50072	33375
2007	10	All	Alabama	Jackson County	01071	17386	30255
2007	10	All	Alabama	Jefferson County	01073	363606	44707
2007	10	All	Alabama	Lamar County	01075	3829	31036
2007	10	All	Alabama	Lauderdale County	01077	31682	27564
2007	10	All	Alabama	Lawrence County	01079	6269	36686
2007	10	All	Alabama	Lee County	01081	49654	31554
2007	10	All	Alabama	Limestone County	01083	23528	40130
2007	10	All	Alabama	Lowndes County	01085	3258	34700
2007	10	All	Alabama	Macon County	01087	5856	30807
2007	10	All	Alabama	Madison County	01089	177379	46510
2007	10	All	Alabama	Marengo County	01091	7627	30573
2007	10	All	Alabama	Marion County	01093	11200	28883
2007	10	All	Alabama	Marshall County	01095	36655	28457
2007	10	All	Alabama	Mobile County	01097	174174	36890
2007	10	All	Alabama	Montgomery County	01101	139204	37512
2007	10	All	Alabama	Morgan County	01103	49613	35836
2007	10	All	Alabama	Perry County	01105	2320	25947
2007	10	All	Alabama	Pickens County	01107	4175	27502
2007	10	All	Alabama	Pike County	01109	13971	30611
2007	10	All	Alabama	Randolph County	01111	5398	27733
2007	10	All	Alabama	Russell County	01113	12745	30956
2007	10	All	Alabama	St. Clair County	01115	17184	29447
2007	10	All	Alabama	Shelby County	01117	76848	42588
2007	10	All	Alabama	Sumter County	01119	3676	29746
2007	10	All	Alabama	Talladega County	01121	29817	37368
2007	10	All	Alabama	Tallapoosa County	01123	13967	26838
2007	10	All	Alabama	Tuscaloosa County	01125	86375	37245
2007	10	All	Alabama	Walker County	01127	18809	29759
2007	10	All	Alabama	Washington County	01129	4105	46668
2007	10	All	Alabama	Wilcox County	01131	3038	36301
2007	10	All	Alabama	Winston County	01133	8914	27016
2007	10	All	Alaska		02000	310810	43972
2007	10	All	Alaska	Aleutian East Borough	02013	1876	30796
2007	10	All	Alaska	Aleutian West Census Area	02016	3725	39222
2007	10	All	Alaska	Anchorage Borough	02020	145892	46607
2007	10	All	Alaska	Bethel Census Area	02050	6658	33328
2007	10	All	Alaska	Bristol Bay Borough	02060	1352	39676
2007	10	All	Alaska	Denali Borough	02068	2243	38170
2007	10	All	Alaska	Dillingham Census Area	02070	2492	33629
2007	10	All	Alaska	Fairbanks North Star Borough	02090	36809	42345
2007	10	All	Alaska	Haines Borough	02100	1042	30776
2007	10	All	Alaska	Hoonah-Angoon Census Area	02105	412	30571
2007	10	All	Alaska	Juneau Borough	02110	17488	40627
2007	10	All	Alaska	Kenai Peninsula Borough	02122	18045	37810
2007	10	All	Alaska	Ketchikan Gateway Borough	02130	7173	37090
2007	10	All	Alaska	Kodiak Island Borough	02150	5509	37066
2007	10	All	Alaska	Lake and Peninsula Borough	02164	786	34631
2007	10	All	Alaska	Matanuska-Susitna Borough	02170	17758	33983
2007	10	All	Alaska	Nome Census Area	02180	3515	36172
2007	10	All	Alaska	North Slope Borough	02185	11894	79104
2007	10	All	Alaska	Northwest Arctic Borough	02188	2875	45322
2007	10	All	Alaska	Prince of Wales-Outer Ketchikan Census Area	02201	1747	32500
2007	10	All	Alaska	Sitka Borough	02220	4260	35385
2007	10	All	Alaska	Skagway Municipality	02230	413	38115
2007	10	All	Alaska	Skagway-Hoonah-Angoon Census Area	02232	689	32905
2007	10	All	Alaska	Southeast Fairbanks Census Area	02240	2609	57262
2007	10	All	Alaska	Valdez-Cordova Census Area	02261	4650	45516
2007	10	All	Alaska	Wade Hampton Census Area	02270	2140	22329
2007	10	All	Alaska	Wrangell-Petersburg Census Area	02280	2469	31628
2007	10	All	Alaska	Yakutat Borough	02282	326	34562
2007	10	All	Alaska	Yukon-Koyukuk Census Area	02290	2040	34094
2007	10	All	Arizona		04000	2647691	41551
2007	10	All	Arizona	Apache County	04001	19968	33007
2007	10	All	Arizona	Cochise County	04003	38213	36442
2007	10	All	Arizona	Coconino County	04005	59539	34473
2007	10	All	Arizona	Gila County	04007	14681	33318
2007	10	All	Arizona	Graham County	04009	9186	31096
2007	10	All	Arizona	Greenlee County	04011	4740	47858
2007	10	All	Arizona	La Paz County	04012	6109	26668
2007	10	All	Arizona	Maricopa County	04013	1822037	43922
2007	10	All	Arizona	Mohave County	04015	53104	31157
2007	10	All	Arizona	Navajo County	04017	28742	32493
2007	10	All	Arizona	Pima County	04019	373728	38524
2007	10	All	Arizona	Pinal County	04021	53283	36003
2007	10	All	Arizona	Santa Cruz County	04023	14203	34544
2007	10	All	Arizona	Yavapai County	04025	63910	32048
2007	10	All	Arizona	Yuma County	04027	66751	30147
2007	10	All	Arkansas		05000	1173852	34118
2007	10	All	Arkansas	Arkansas County	05001	10237	30363
2007	10	All	Arkansas	Ashley County	05003	7889	36083
2007	10	All	Arkansas	Baxter County	05005	15125	28799
2007	10	All	Arkansas	Benton County	05007	95537	40123
2007	10	All	Arkansas	Boone County	05009	14075	31042
2007	10	All	Arkansas	Bradley County	05011	4236	25980
2007	10	All	Arkansas	Calhoun County	05013	3043	39068
2007	10	All	Arkansas	Carroll County	05015	9982	24305
2007	10	All	Arkansas	Chicot County	05017	3580	24395
2007	10	All	Arkansas	Clark County	05019	9913	27551
2007	10	All	Arkansas	Clay County	05021	4114	24406
2007	10	All	Arkansas	Cleburne County	05023	6889	25708
2007	10	All	Arkansas	Cleveland County	05025	1088	26049
2007	10	All	Arkansas	Columbia County	05027	9499	32079
2007	10	All	Arkansas	Conway County	05029	6927	28331
2007	10	All	Arkansas	Craighead County	05031	41698	30823
2007	10	All	Arkansas	Crawford County	05033	19988	28991
2007	10	All	Arkansas	Crittenden County	05035	17174	30220
2007	10	All	Arkansas	Cross County	05037	4883	26799
2007	10	All	Arkansas	Dallas County	05039	3278	27057
2007	10	All	Arkansas	Desha County	05041	4738	28823
2007	10	All	Arkansas	Drew County	05043	6738	24999
2007	10	All	Arkansas	Faulkner County	05045	39406	33126
2007	10	All	Arkansas	Franklin County	05047	4333	29127
2007	10	All	Arkansas	Fulton County	05049	1933	21828
2007	10	All	Arkansas	Garland County	05051	37366	28448
2007	10	All	Arkansas	Grant County	05053	3891	26628
2007	10	All	Arkansas	Greene County	05055	15045	28194
2007	10	All	Arkansas	Hempstead County	05057	8228	27373
2007	10	All	Arkansas	Hot Spring County	05059	8030	29979
2007	10	All	Arkansas	Howard County	05061	7680	26945
2007	10	All	Arkansas	Independence County	05063	16069	29144
2007	10	All	Arkansas	Izard County	05065	3119	23366
2007	10	All	Arkansas	Jackson County	05067	5675	28350
2007	10	All	Arkansas	Jefferson County	05069	33262	33810
2007	10	All	Arkansas	Johnson County	05071	8729	27262
2007	10	All	Arkansas	Lafayette County	05073	1435	25145
2007	10	All	Arkansas	Lawrence County	05075	4146	24731
2007	10	All	Arkansas	Lee County	05077	2119	26494
2007	10	All	Arkansas	Lincoln County	05079	2999	27701
2007	10	All	Arkansas	Little River County	05081	4809	41358
2007	10	All	Arkansas	Logan County	05083	6210	26233
2007	10	All	Arkansas	Lonoke County	05085	12739	27240
2007	10	All	Arkansas	Madison County	05087	3273	25346
2007	10	All	Arkansas	Marion County	05089	4223	24093
2007	10	All	Arkansas	Miller County	05091	12216	32216
2007	10	All	Arkansas	Mississippi County	05093	19436	35701
2007	10	All	Arkansas	Monroe County	05095	2431	22416
2007	10	All	Arkansas	Montgomery County	05097	1672	23276
2007	10	All	Arkansas	Newton County	05101	1118	21616
2007	10	All	Arkansas	Ouachita County	05103	7770	27209
2007	10	All	Arkansas	Perry County	05105	1310	25002
2007	10	All	Arkansas	Phillips County	05107	6574	25303
2007	10	All	Arkansas	Pike County	05109	2880	24180
2007	10	All	Arkansas	Poinsett County	05111	5700	27126
2007	10	All	Arkansas	Polk County	05113	6374	23775
2007	10	All	Arkansas	Pope County	05115	27491	30024
2007	10	All	Arkansas	Prairie County	05117	1452	26836
2007	10	All	Arkansas	Pulaski County	05119	249573	42054
