Year	Region	Commodity	Volume	Product
2007	AZ		33	Other biomass (Kwh)
2008	AZ		23	Other biomass (Kwh)
2009	AZ		22	Other biomass (Kwh)
2010	AZ		28	Other biomass (Kwh)
2011	AZ		47	Other biomass (Kwh)
2012	AZ		54	Other biomass (Kwh)
2013	AZ		69	Other biomass (Kwh)
2004	CO		1195	Conventional Hydroelectric (Kwh)
2005	CO		1415	Conventional Hydroelectric (Kwh)
2006	CO		1791	Conventional Hydroelectric (Kwh)
2007	CO		1730	Conventional Hydroelectric (Kwh)
2008	CO		2039	Conventional Hydroelectric (Kwh)
2009	CO		1886	Conventional Hydroelectric (Kwh)
2010	CO		1578	Conventional Hydroelectric (Kwh)
2011	CO		2083	Conventional Hydroelectric (Kwh)
2012	CO		1497	Conventional Hydroelectric (Kwh)
2013	CO		1213	Conventional Hydroelectric (Kwh)
2004	CO		255	All Other Renewables (Kwh)
2005	CO		811	All Other Renewables (Kwh)
2006	CO		896	All Other Renewables (Kwh)
2007	CO		1325	All Other Renewables (Kwh)
2008	CO		3284	All Other Renewables (Kwh)
2009	CO		3246	All Other Renewables (Kwh)
2010	CO		3555	All Other Renewables (Kwh)
2011	CO		5367	All Other Renewables (Kwh)
2012	CO		6192	All Other Renewables (Kwh)
2013	CO		7536	All Other Renewables (Kwh)
2004	CO		220	Wind (Kwh)
2005	CO		776	Wind (Kwh)
2006	CO		866	Wind (Kwh)
2007	CO		1292	Wind (Kwh)
2008	CO		3221	Wind (Kwh)
2009	CO		3164	Wind (Kwh)
2010	CO		3452	Wind (Kwh)
2011	CO		5200	Wind (Kwh)
2012	CO		5969	Wind (Kwh)
2013	CO		7204	Wind (Kwh)
2007	CO		2	Solar (Kwh)
2008	CO		18	Solar (Kwh)
2009	CO		26	Solar (Kwh)
2010	CO		42	Solar (Kwh)
2011	CO		105	Solar (Kwh)
2012	CO		165	Solar (Kwh)
2013	CO		248	Solar (Kwh)
2004	CO		35	Biomass (total) (Kwh)
2005	CO		34	Biomass (total) (Kwh)
2006	CO		31	Biomass (total) (Kwh)
2007	CO		31	Biomass (total) (Kwh)
2008	CO		45	Biomass (total) (Kwh)
2009	CO		57	Biomass (total) (Kwh)
2010	CO		60	Biomass (total) (Kwh)
2011	CO		62	Biomass (total) (Kwh)
2012	CO		58	Biomass (total) (Kwh)
2013	CO		84	Biomass (total) (Kwh)
2004	CO		0	Wood and wood-derived fuels (Kwh)
2005	CO		0	Wood and wood-derived fuels (Kwh)
2006	CO		0	Wood and wood-derived fuels (Kwh)
2007	CO		0	Wood and wood-derived fuels (Kwh)
2008	CO		0	Wood and wood-derived fuels (Kwh)
2009	CO		0	Wood and wood-derived fuels (Kwh)
2010	CO		2	Wood and wood-derived fuels (Kwh)
2011	CO		0	Wood and wood-derived fuels (Kwh)
2012	CO		0	Wood and wood-derived fuels (Kwh)
2013	CO		3	Wood and wood-derived fuels (Kwh)
2004	CO		35	Other biomass (Kwh)
2005	CO		34	Other biomass (Kwh)
2006	CO		31	Other biomass (Kwh)
2007	CO		31	Other biomass (Kwh)
2008	CO		45	Other biomass (Kwh)
2009	CO		56	Other biomass (Kwh)
2010	CO		58	Other biomass (Kwh)
2011	CO		62	Other biomass (Kwh)
2012	CO		58	Other biomass (Kwh)
2013	CO		81	Other biomass (Kwh)
2004	ID		8462	Conventional Hydroelectric (Kwh)
2005	ID		8542	Conventional Hydroelectric (Kwh)
2006	ID		11242	Conventional Hydroelectric (Kwh)
2007	ID		9022	Conventional Hydroelectric (Kwh)
2008	ID		9363	Conventional Hydroelectric (Kwh)
2009	ID		10434	Conventional Hydroelectric (Kwh)
2010	ID		9154	Conventional Hydroelectric (Kwh)
2011	ID		13405	Conventional Hydroelectric (Kwh)
2012	ID		10940	Conventional Hydroelectric (Kwh)
2013	ID		8473	Conventional Hydroelectric (Kwh)
2004	ID		560	All Other Renewables (Kwh)
2005	ID		560	All Other Renewables (Kwh)
2006	ID		690	All Other Renewables (Kwh)
2007	ID		653	All Other Renewables (Kwh)
2008	ID		748	All Other Renewables (Kwh)
2009	ID		867	All Other Renewables (Kwh)
2010	ID		1014	All Other Renewables (Kwh)
2011	ID		1892	All Other Renewables (Kwh)
2012	ID		2515	All Other Renewables (Kwh)
2013	ID		3152	All Other Renewables (Kwh)
2006	ID		170	Wind (Kwh)
2007	ID		172	Wind (Kwh)
2008	ID		207	Wind (Kwh)
2009	ID		313	Wind (Kwh)
2010	ID		441	Wind (Kwh)
2011	ID		1307	Wind (Kwh)
2012	ID		1891	Wind (Kwh)
2013	ID		2460	Wind (Kwh)
2008	ID		86	Geothermal (Kwh)
2009	ID		76	Geothermal (Kwh)
2010	ID		72	Geothermal (Kwh)
2011	ID		63	Geothermal (Kwh)
2012	ID		75	Geothermal (Kwh)
2013	ID		40	Geothermal (Kwh)
2004	ID		560	Biomass (total) (Kwh)
2005	ID		560	Biomass (total) (Kwh)
2006	ID		520	Biomass (total) (Kwh)
2007	ID		481	Biomass (total) (Kwh)
2008	ID		455	Biomass (total) (Kwh)
2009	ID		478	Biomass (total) (Kwh)
2010	ID		501	Biomass (total) (Kwh)
2011	ID		522	Biomass (total) (Kwh)
2012	ID		549	Biomass (total) (Kwh)
2013	ID		652	Biomass (total) (Kwh)
2004	ID		560	Wood and wood-derived fuels (Kwh)
2005	ID		560	Wood and wood-derived fuels (Kwh)
2006	ID		520	Wood and wood-derived fuels (Kwh)
2007	ID		481	Wood and wood-derived fuels (Kwh)
2008	ID		455	Wood and wood-derived fuels (Kwh)
2009	ID		478	Wood and wood-derived fuels (Kwh)
2010	ID		478	Wood and wood-derived fuels (Kwh)
2011	ID		474	Wood and wood-derived fuels (Kwh)
2012	ID		460	Wood and wood-derived fuels (Kwh)
2013	ID		454	Wood and wood-derived fuels (Kwh)
2009	ID		0	Other biomass (Kwh)
2010	ID		24	Other biomass (Kwh)
2011	ID		48	Other biomass (Kwh)
2012	ID		90	Other biomass (Kwh)
2013	ID		198	Other biomass (Kwh)
2004	MT		8856	Conventional Hydroelectric (Kwh)
2005	MT		9587	Conventional Hydroelectric (Kwh)
2006	MT		10130	Conventional Hydroelectric (Kwh)
2007	MT		9364	Conventional Hydroelectric (Kwh)
2008	MT		10000	Conventional Hydroelectric (Kwh)
2009	MT		9506	Conventional Hydroelectric (Kwh)
2010	MT		9415	Conventional Hydroelectric (Kwh)
2011	MT		12596	Conventional Hydroelectric (Kwh)
2012	MT		11283	Conventional Hydroelectric (Kwh)
2013	MT		9638	Conventional Hydroelectric (Kwh)
2004	MT		62	All Other Renewables (Kwh)
2005	MT		72	All Other Renewables (Kwh)
2006	MT		530	All Other Renewables (Kwh)
2007	MT		607	All Other Renewables (Kwh)
2008	MT		704	All Other Renewables (Kwh)
2009	MT		916	All Other Renewables (Kwh)
2010	MT		1027	All Other Renewables (Kwh)
2011	MT		1265	All Other Renewables (Kwh)
2012	MT		1262	All Other Renewables (Kwh)
2013	MT		1760	All Other Renewables (Kwh)
2006	MT		436	Wind (Kwh)
2007	MT		496	Wind (Kwh)
2008	MT		593	Wind (Kwh)
2009	MT		821	Wind (Kwh)
2010	MT		930	Wind (Kwh)
2011	MT		1265	Wind (Kwh)
2012	MT		1262	Wind (Kwh)
2013	MT		1755	Wind (Kwh)
2004	MT		62	Biomass (total) (Kwh)
2005	MT		72	Biomass (total) (Kwh)
2006	MT		94	Biomass (total) (Kwh)
2007	MT		111	Biomass (total) (Kwh)
2008	MT		111	Biomass (total) (Kwh)
2009	MT		95	Biomass (total) (Kwh)
2010	MT		97	Biomass (total) (Kwh)
2013	MT		5	Biomass (total) (Kwh)
2004	MT		62	Wood and wood-derived fuels (Kwh)
2005	MT		72	Wood and wood-derived fuels (Kwh)
2006	MT		94	Wood and wood-derived fuels (Kwh)
2007	MT		111	Wood and wood-derived fuels (Kwh)
2008	MT		111	Wood and wood-derived fuels (Kwh)
2009	MT		95	Wood and wood-derived fuels (Kwh)
2010	MT		97	Wood and wood-derived fuels (Kwh)
2013	MT		5	Wood and wood-derived fuels (Kwh)
2004	NV		1615	Conventional Hydroelectric (Kwh)
2005	NV		1702	Conventional Hydroelectric (Kwh)
2006	NV		2058	Conventional Hydroelectric (Kwh)
2007	NV		2003	Conventional Hydroelectric (Kwh)
2008	NV		1751	Conventional Hydroelectric (Kwh)
2009	NV		2461	Conventional Hydroelectric (Kwh)
2010	NV		2157	Conventional Hydroelectric (Kwh)
2011	NV		2191	Conventional Hydroelectric (Kwh)
2012	NV		2440	Conventional Hydroelectric (Kwh)
2013	NV		2682	Conventional Hydroelectric (Kwh)
2004	NV		1298	All Other Renewables (Kwh)
2005	NV		1263	All Other Renewables (Kwh)
2006	NV		1344	All Other Renewables (Kwh)
2007	NV		1297	All Other Renewables (Kwh)
2008	NV		1539	All Other Renewables (Kwh)
2009	NV		1808	All Other Renewables (Kwh)
2010	NV		2287	All Other Renewables (Kwh)
2011	NV		2437	All Other Renewables (Kwh)
2012	NV		2969	All Other Renewables (Kwh)
2013	NV		3690	All Other Renewables (Kwh)
2012	NV		129	Wind (Kwh)
2013	NV		251	Wind (Kwh)
2007	NV		44	Solar (Kwh)
2008	NV		156	Solar (Kwh)
2009	NV		174	Solar (Kwh)
2010	NV		217	Solar (Kwh)
2011	NV		291	Solar (Kwh)
2012	NV		473	Solar (Kwh)
2013	NV		745	Solar (Kwh)
2004	NV		1298	Geothermal (Kwh)
2005	NV		1263	Geothermal (Kwh)
2006	NV		1344	Geothermal (Kwh)
2007	NV		1253	Geothermal (Kwh)
2008	NV		1383	Geothermal (Kwh)
2009	NV		1633	Geothermal (Kwh)
2010	NV		2070	Geothermal (Kwh)
2011	NV		2146	Geothermal (Kwh)
2012	NV		2347	Geothermal (Kwh)
2013	NV		2670	Geothermal (Kwh)
2009	NV		1	Biomass (total) (Kwh)
2010	NV		0	Biomass (total) (Kwh)
2011	NV		0	Biomass (total) (Kwh)
2012	NV		19	Biomass (total) (Kwh)
2013	NV		24	Biomass (total) (Kwh)
2009	NV		1	Wood and wood-derived fuels (Kwh)
2010	NV		0	Wood and wood-derived fuels (Kwh)
2011	NV		0	Wood and wood-derived fuels (Kwh)
2012	NV		0	Wood and wood-derived fuels (Kwh)
2013	NV		0	Wood and wood-derived fuels (Kwh)
2012	NV		19	Other biomass (Kwh)
2013	NV		24	Other biomass (Kwh)
2004	NM		139	Conventional Hydroelectric (Kwh)
2005	NM		165	Conventional Hydroelectric (Kwh)
2006	NM		198	Conventional Hydroelectric (Kwh)
2007	NM		268	Conventional Hydroelectric (Kwh)
2008	NM		312	Conventional Hydroelectric (Kwh)
2009	NM		271	Conventional Hydroelectric (Kwh)
2010	NM		217	Conventional Hydroelectric (Kwh)
2011	NM		195	Conventional Hydroelectric (Kwh)
2012	NM		223	Conventional Hydroelectric (Kwh)
2013	NM		92	Conventional Hydroelectric (Kwh)
2004	NM		513	All Other Renewables (Kwh)
2005	NM		799	All Other Renewables (Kwh)
2006	NM		1277	All Other Renewables (Kwh)
2007	NM		1409	All Other Renewables (Kwh)
2008	NM		1662	All Other Renewables (Kwh)
2009	NM		1580	All Other Renewables (Kwh)
2010	NM		1855	All Other Renewables (Kwh)
2011	NM		2242	All Other Renewables (Kwh)
2012	NM		2574	All Other Renewables (Kwh)
2013	NM		2600	All Other Renewables (Kwh)
2004	NM		513	Wind (Kwh)
2005	NM		795	Wind (Kwh)
2006	NM		1255	Wind (Kwh)
2007	NM		1393	Wind (Kwh)
2008	NM		1643	Wind (Kwh)
2009	NM		1547	Wind (Kwh)
2010	NM		1832	Wind (Kwh)
2011	NM		2104	Wind (Kwh)
2012	NM		2226	Wind (Kwh)
2013	NM		2193	Wind (Kwh)
2010	NM		9	Solar (Kwh)
2011	NM		128	Solar (Kwh)
2012	NM		334	Solar (Kwh)
2013	NM		388	Solar (Kwh)
2013	NM		0	Geothermal (Kwh)
2004	NM		0	Biomass (total) (Kwh)
2005	NM		5	Biomass (total) (Kwh)
2006	NM		22	Biomass (total) (Kwh)
2007	NM		16	Biomass (total) (Kwh)
2008	NM		19	Biomass (total) (Kwh)
2009	NM		34	Biomass (total) (Kwh)
2010	NM		14	Biomass (total) (Kwh)
2011	NM		9	Biomass (total) (Kwh)
2012	NM		14	Biomass (total) (Kwh)
2013	NM		19	Biomass (total) (Kwh)
2004	NM		0	Other biomass (Kwh)
2005	NM		5	Other biomass (Kwh)
2006	NM		22	Other biomass (Kwh)
2007	NM		16	Other biomass (Kwh)
2008	NM		19	Other biomass (Kwh)
2009	NM		34	Other biomass (Kwh)
2010	NM		14	Other biomass (Kwh)
2011	NM		9	Other biomass (Kwh)
2012	NM		14	Other biomass (Kwh)
2013	NM		19	Other biomass (Kwh)
2004	UT		450	Conventional Hydroelectric (Kwh)
2005	UT		784	Conventional Hydroelectric (Kwh)
2006	UT		747	Conventional Hydroelectric (Kwh)
2007	UT		539	Conventional Hydroelectric (Kwh)
2008	UT		668	Conventional Hydroelectric (Kwh)
2009	UT		835	Conventional Hydroelectric (Kwh)
2010	UT		696	Conventional Hydroelectric (Kwh)
2011	UT		1230	Conventional Hydroelectric (Kwh)
2012	UT		748	Conventional Hydroelectric (Kwh)
2013	UT		505	Conventional Hydroelectric (Kwh)
2004	UT		199	All Other Renewables (Kwh)
2005	UT		189	All Other Renewables (Kwh)
2006	UT		205	All Other Renewables (Kwh)
2007	UT		195	All Other Renewables (Kwh)
2008	UT		302	All Other Renewables (Kwh)
2009	UT		487	All Other Renewables (Kwh)
2010	UT		781	All Other Renewables (Kwh)
2011	UT		961	All Other Renewables (Kwh)
2012	UT		1100	All Other Renewables (Kwh)
2013	UT		932	All Other Renewables (Kwh)
2008	UT		24	Wind (Kwh)
2009	UT		160	Wind (Kwh)
2010	UT		448	Wind (Kwh)
2011	UT		573	Wind (Kwh)
2012	UT		704	Wind (Kwh)
2013	UT		540	Wind (Kwh)
2012	UT		2	Solar (Kwh)
2013	UT		2	Solar (Kwh)
2004	UT		195	Geothermal (Kwh)
2005	UT		185	Geothermal (Kwh)
2006	UT		191	Geothermal (Kwh)
2007	UT		164	Geothermal (Kwh)
2008	UT		254	Geothermal (Kwh)
2009	UT		279	Geothermal (Kwh)
2010	UT		277	Geothermal (Kwh)
2011	UT		330	Geothermal (Kwh)
2012	UT		335	Geothermal (Kwh)
2013	UT		319	Geothermal (Kwh)
2004	UT		4	Biomass (total) (Kwh)
2005	UT		4	Biomass (total) (Kwh)
2006	UT		15	Biomass (total) (Kwh)
2007	UT		31	Biomass (total) (Kwh)
2008	UT		24	Biomass (total) (Kwh)
2009	UT		48	Biomass (total) (Kwh)
2010	UT		56	Biomass (total) (Kwh)
2011	UT		58	Biomass (total) (Kwh)
2012	UT		60	Biomass (total) (Kwh)
2013	UT		71	Biomass (total) (Kwh)
2004	UT		4	Other biomass (Kwh)
2005	UT		4	Other biomass (Kwh)
2006	UT		15	Other biomass (Kwh)
2007	UT		31	Other biomass (Kwh)
2008	UT		24	Other biomass (Kwh)
2009	UT		48	Other biomass (Kwh)
2010	UT		56	Other biomass (Kwh)
2011	UT		58	Other biomass (Kwh)
2012	UT		60	Other biomass (Kwh)
2013	UT		71	Other biomass (Kwh)
2004	WY		593	Conventional Hydroelectric (Kwh)
2005	WY		808	Conventional Hydroelectric (Kwh)
2006	WY		843	Conventional Hydroelectric (Kwh)
2007	WY		729	Conventional Hydroelectric (Kwh)
2008	WY		835	Conventional Hydroelectric (Kwh)
2009	WY		967	Conventional Hydroelectric (Kwh)
2010	WY		1024	Conventional Hydroelectric (Kwh)
2011	WY		1224	Conventional Hydroelectric (Kwh)
2012	WY		893	Conventional Hydroelectric (Kwh)
2013	WY		711	Conventional Hydroelectric (Kwh)
2004	WY		617	All Other Renewables (Kwh)
2005	WY		717	All Other Renewables (Kwh)
2006	WY		759	All Other Renewables (Kwh)
2007	WY		755	All Other Renewables (Kwh)
2008	WY		963	All Other Renewables (Kwh)
2009	WY		2226	All Other Renewables (Kwh)
2010	WY		3247	All Other Renewables (Kwh)
2011	WY		4612	All Other Renewables (Kwh)
2012	WY		4369	All Other Renewables (Kwh)
2013	WY		4433	All Other Renewables (Kwh)
2004	WY		617	Wind (Kwh)
2005	WY		717	Wind (Kwh)
2006	WY		759	Wind (Kwh)
2007	WY		755	Wind (Kwh)
2008	WY		963	Wind (Kwh)
2009	WY		2226	Wind (Kwh)
2010	WY		3247	Wind (Kwh)
2011	WY		4612	Wind (Kwh)
2012	WY		4369	Wind (Kwh)
2013	WY		4433	Wind (Kwh)
2004	CA		34141	Conventional Hydroelectric (Kwh)
2005	CA		39632	Conventional Hydroelectric (Kwh)
2006	CA		48047	Conventional Hydroelectric (Kwh)
2007	CA		27328	Conventional Hydroelectric (Kwh)
2008	CA		24128	Conventional Hydroelectric (Kwh)
2009	CA		27888	Conventional Hydroelectric (Kwh)
2010	CA		33431	Conventional Hydroelectric (Kwh)
2011	CA		42557	Conventional Hydroelectric (Kwh)
2012	CA		26837	Conventional Hydroelectric (Kwh)
2013	CA		23755	Conventional Hydroelectric (Kwh)
2004	CA		23971	All Other Renewables (Kwh)
2005	CA		23654	All Other Renewables (Kwh)
2006	CA		23915	All Other Renewables (Kwh)
2007	CA		24845	All Other Renewables (Kwh)
2008	CA		24784	All Other Renewables (Kwh)
2009	CA		25540	All Other Renewables (Kwh)
2010	CA		25450	All Other Renewables (Kwh)
2011	CA		27222	All Other Renewables (Kwh)
2012	CA		29967	All Other Renewables (Kwh)
2013	CA		35578	All Other Renewables (Kwh)
2004	CA		4306	Wind (Kwh)
2005	CA		4262	Wind (Kwh)
2006	CA		4883	Wind (Kwh)
2007	CA		5585	Wind (Kwh)
2008	CA		5385	Wind (Kwh)
2009	CA		5840	Wind (Kwh)
2010	CA		6079	Wind (Kwh)
2011	CA		7752	Wind (Kwh)
2012	CA		9754	Wind (Kwh)
2013	CA		12822	Wind (Kwh)
2004	CA		571	Solar (Kwh)
2005	CA		537	Solar (Kwh)
2006	CA		495	Solar (Kwh)
2007	CA		557	Solar (Kwh)
2008	CA		670	Solar (Kwh)
2009	CA		647	Solar (Kwh)
2010	CA		769	Solar (Kwh)
2011	CA		889	Solar (Kwh)
2012	CA		1382	Solar (Kwh)
2013	CA		3814	Solar (Kwh)
2004	CA		13105	Geothermal (Kwh)
2005	CA		13023	Geothermal (Kwh)
2006	CA		12821	Geothermal (Kwh)
2007	CA		12991	Geothermal (Kwh)
2008	CA		12883	Geothermal (Kwh)
2009	CA		12853	Geothermal (Kwh)
2010	CA		12600	Geothermal (Kwh)
2011	CA		12552	Geothermal (Kwh)
2012	CA		12519	Geothermal (Kwh)
2013	CA		12307	Geothermal (Kwh)
2004	CA		5989	Biomass (total) (Kwh)
2005	CA		5833	Biomass (total) (Kwh)
2006	CA		5717	Biomass (total) (Kwh)
2007	CA		5713	Biomass (total) (Kwh)
2008	CA		5846	Biomass (total) (Kwh)
2009	CA		6200	Biomass (total) (Kwh)
2010	CA		6002	Biomass (total) (Kwh)
2011	CA		6029	Biomass (total) (Kwh)
2012	CA		6311	Biomass (total) (Kwh)
2013	CA		6635	Biomass (total) (Kwh)
2004	CA		3827	Wood and wood-derived fuels (Kwh)
2005	CA		3609	Wood and wood-derived fuels (Kwh)
2006	CA		3422	Wood and wood-derived fuels (Kwh)
2007	CA		3407	Wood and wood-derived fuels (Kwh)
2008	CA		3484	Wood and wood-derived fuels (Kwh)
2009	CA		3732	Wood and wood-derived fuels (Kwh)
2010	CA		3551	Wood and wood-derived fuels (Kwh)
2011	CA		3445	Wood and wood-derived fuels (Kwh)
2012	CA		3798	Wood and wood-derived fuels (Kwh)
2013	CA		3792	Wood and wood-derived fuels (Kwh)
2004	CA		2162	Other biomass (Kwh)
2005	CA		2224	Other biomass (Kwh)
2006	CA		2294	Other biomass (Kwh)
2007	CA		2305	Other biomass (Kwh)
2008	CA		2362	Other biomass (Kwh)
2009	CA		2468	Other biomass (Kwh)
2010	CA		2451	Other biomass (Kwh)
2011	CA		2585	Other biomass (Kwh)
2012	CA		2514	Other biomass (Kwh)
2013	CA		2843	Other biomass (Kwh)
2004	OR		33081	Conventional Hydroelectric (Kwh)
2005	OR		30948	Conventional Hydroelectric (Kwh)
2006	OR		37850	Conventional Hydroelectric (Kwh)
2007	OR		33587	Conventional Hydroelectric (Kwh)
2008	OR		33805	Conventional Hydroelectric (Kwh)
2009	OR		33034	Conventional Hydroelectric (Kwh)
2010	OR		30542	Conventional Hydroelectric (Kwh)
2011	OR		42315	Conventional Hydroelectric (Kwh)
2012	OR		39410	Conventional Hydroelectric (Kwh)
2013	OR		33098	Conventional Hydroelectric (Kwh)
2004	OR		1115	All Other Renewables (Kwh)
2005	OR		1601	All Other Renewables (Kwh)
2006	OR		1829	All Other Renewables (Kwh)
2007	OR		2228	All Other Renewables (Kwh)
2008	OR		3423	All Other Renewables (Kwh)
2009	OR		4272	All Other Renewables (Kwh)
2010	OR		4757	All Other Renewables (Kwh)
2011	OR		5490	All Other Renewables (Kwh)
2012	OR		7207	All Other Renewables (Kwh)
2013	OR		8635	All Other Renewables (Kwh)
2004	OR		619	Wind (Kwh)
2005	OR		734	Wind (Kwh)
2006	OR		931	Wind (Kwh)
2007	OR		1247	Wind (Kwh)
2008	OR		2575	Wind (Kwh)
2009	OR		3470	Wind (Kwh)
2010	OR		3920	Wind (Kwh)
2011	OR		4775	Wind (Kwh)
2012	OR		6343	Wind (Kwh)
2013	OR		7456	Wind (Kwh)
2011	OR		0	Solar (Kwh)
2012	OR		6	Solar (Kwh)
2013	OR		20	Solar (Kwh)
2012	OR		26	Geothermal (Kwh)
2013	OR		165	Geothermal (Kwh)
2004	OR		496	Biomass (total) (Kwh)
2005	OR		866	Biomass (total) (Kwh)
2006	OR		898	Biomass (total) (Kwh)
2007	OR		981	Biomass (total) (Kwh)
2008	OR		848	Biomass (total) (Kwh)
2009	OR		803	Biomass (total) (Kwh)
2010	OR		837	Biomass (total) (Kwh)
2011	OR		714	Biomass (total) (Kwh)
2012	OR		832	Biomass (total) (Kwh)
2013	OR		994	Biomass (total) (Kwh)
2004	OR		410	Wood and wood-derived fuels (Kwh)
2005	OR		768	Wood and wood-derived fuels (Kwh)
2006	OR		799	Wood and wood-derived fuels (Kwh)
2007	OR		843	Wood and wood-derived fuels (Kwh)
2008	OR		717	Wood and wood-derived fuels (Kwh)
2009	OR		674	Wood and wood-derived fuels (Kwh)
2010	OR		632	Wood and wood-derived fuels (Kwh)
2011	OR		492	Wood and wood-derived fuels (Kwh)
2012	OR		600	Wood and wood-derived fuels (Kwh)
2013	OR		700	Wood and wood-derived fuels (Kwh)
2004	OR		86	Other biomass (Kwh)
2005	OR		98	Other biomass (Kwh)
2006	OR		99	Other biomass (Kwh)
2007	OR		139	Other biomass (Kwh)
2008	OR		131	Other biomass (Kwh)
2009	OR		128	Other biomass (Kwh)
2010	OR		205	Other biomass (Kwh)
2011	OR		222	Other biomass (Kwh)
2012	OR		232	Other biomass (Kwh)
2013	OR		294	Other biomass (Kwh)
2004	WA		71576	Conventional Hydroelectric (Kwh)
2005	WA		72075	Conventional Hydroelectric (Kwh)
2006	WA		82008	Conventional Hydroelectric (Kwh)
2007	WA		78829	Conventional Hydroelectric (Kwh)
2008	WA		77637	Conventional Hydroelectric (Kwh)
2009	WA		72933	Conventional Hydroelectric (Kwh)
2010	WA		68288	Conventional Hydroelectric (Kwh)
2011	WA		91818	Conventional Hydroelectric (Kwh)
2012	WA		89464	Conventional Hydroelectric (Kwh)
2013	WA		78155	Conventional Hydroelectric (Kwh)
2004	WA		2311	All Other Renewables (Kwh)
2005	WA		2114	All Other Renewables (Kwh)
2006	WA		2503	All Other Renewables (Kwh)
2007	WA		3731	All Other Renewables (Kwh)
2008	WA		4938	All Other Renewables (Kwh)
2009	WA		5045	All Other Renewables (Kwh)
2010	WA		6617	All Other Renewables (Kwh)
2011	WA		8014	All Other Renewables (Kwh)
2012	WA		8214	All Other Renewables (Kwh)
2013	WA		8822	All Other Renewables (Kwh)
2004	WA		737	Wind (Kwh)
2005	WA		498	Wind (Kwh)
2006	WA		1038	Wind (Kwh)
2007	WA		2438	Wind (Kwh)
2008	WA		3657	Wind (Kwh)
2009	WA		3572	Wind (Kwh)
2010	WA		4745	Wind (Kwh)
2011	WA		6262	Wind (Kwh)
2012	WA		6600	Wind (Kwh)
2013	WA		7004	Wind (Kwh)
2008	WA		0	Solar (Kwh)
2009	WA		0	Solar (Kwh)
2010	WA		0	Solar (Kwh)
2011	WA		1	Solar (Kwh)
2012	WA		1	Solar (Kwh)
2013	WA		1	Solar (Kwh)
2004	WA		1575	Biomass (total) (Kwh)
2005	WA		1615	Biomass (total) (Kwh)
2006	WA		1465	Biomass (total) (Kwh)
2007	WA		1293	Biomass (total) (Kwh)
2008	WA		1281	Biomass (total) (Kwh)
2009	WA		1472	Biomass (total) (Kwh)
2010	WA		1872	Biomass (total) (Kwh)
2011	WA		1751	Biomass (total) (Kwh)
2012	WA		1614	Biomass (total) (Kwh)
2013	WA		1817	Biomass (total) (Kwh)
2004	WA		1389	Wood and wood-derived fuels (Kwh)
2005	WA		1425	Wood and wood-derived fuels (Kwh)
2006	WA		1281	Wood and wood-derived fuels (Kwh)
2007	WA		1116	Wood and wood-derived fuels (Kwh)
2008	WA		1113	Wood and wood-derived fuels (Kwh)
2009	WA		1305	Wood and wood-derived fuels (Kwh)
2010	WA		1676	Wood and wood-derived fuels (Kwh)
2011	WA		1582	Wood and wood-derived fuels (Kwh)
2012	WA		1375	Wood and wood-derived fuels (Kwh)
2013	WA		1533	Wood and wood-derived fuels (Kwh)
2004	WA		185	Other biomass (Kwh)
2005	WA		190	Other biomass (Kwh)
2006	WA		184	Other biomass (Kwh)
2007	WA		176	Other biomass (Kwh)
2008	WA		168	Other biomass (Kwh)
2009	WA		167	Other biomass (Kwh)
2010	WA		196	Other biomass (Kwh)
2011	WA		169	Other biomass (Kwh)
2012	WA		239	Other biomass (Kwh)
2013	WA		284	Other biomass (Kwh)
2004	AK		1498	Conventional Hydroelectric (Kwh)
2005	AK		1464	Conventional Hydroelectric (Kwh)
2006	AK		1224	Conventional Hydroelectric (Kwh)
2007	AK		1291	Conventional Hydroelectric (Kwh)
2008	AK		1172	Conventional Hydroelectric (Kwh)
2009	AK		1324	Conventional Hydroelectric (Kwh)
2010	AK		1433	Conventional Hydroelectric (Kwh)
2011	AK		1345	Conventional Hydroelectric (Kwh)
2012	AK		1575	Conventional Hydroelectric (Kwh)
2013	AK		1435	Conventional Hydroelectric (Kwh)
2004	AK		9	All Other Renewables (Kwh)
2005	AK		6	All Other Renewables (Kwh)
2006	AK		7	All Other Renewables (Kwh)
2007	AK		11	All Other Renewables (Kwh)
2008	AK		5	All Other Renewables (Kwh)
2009	AK		14	All Other Renewables (Kwh)
2010	AK		19	All Other Renewables (Kwh)
2011	AK		16	All Other Renewables (Kwh)
2012	AK		40	All Other Renewables (Kwh)
2013	AK		197	All Other Renewables (Kwh)
2005	AK		1	Wind (Kwh)
2006	AK		1	Wind (Kwh)
2007	AK		1	Wind (Kwh)
2008	AK		0	Wind (Kwh)
2009	AK		7	Wind (Kwh)
2010	AK		13	Wind (Kwh)
2011	AK		12	Wind (Kwh)
2012	AK		37	Wind (Kwh)
2013	AK		145	Wind (Kwh)
2004	AK		9	Biomass (total) (Kwh)
2005	AK		5	Biomass (total) (Kwh)
2006	AK		7	Biomass (total) (Kwh)
2007	AK		10	Biomass (total) (Kwh)
2008	AK		5	Biomass (total) (Kwh)
2009	AK		7	Biomass (total) (Kwh)
2010	AK		6	Biomass (total) (Kwh)
2011	AK		3	Biomass (total) (Kwh)
2012	AK		3	Biomass (total) (Kwh)
2013	AK		52	Biomass (total) (Kwh)
2004	AK		0	Wood and wood-derived fuels (Kwh)
