Year	Commodity	Volume	County	State	Product
2004		331		AZ	Natural Gas (MMcf)
2005		233		AZ	Natural Gas (MMcf)
2006		611		AZ	Natural Gas (MMcf)
2007		655		AZ	Natural Gas (MMcf)
2008		523		AZ	Natural Gas (MMcf)
2009		712		AZ	Natural Gas (MMcf)
2010		183		AZ	Natural Gas (MMcf)
2011		168		AZ	Natural Gas (MMcf)
2012		117		AZ	Natural Gas (MMcf)
2013		72		AZ	Natural Gas (MMcf)
2004		54000		AZ	Crude Oil (bbl)
2005		50000		AZ	Crude Oil (bbl)
2006		55000		AZ	Crude Oil (bbl)
2007		43000		AZ	Crude Oil (bbl)
2008		52000		AZ	Crude Oil (bbl)
2009		46000		AZ	Crude Oil (bbl)
2010		40000		AZ	Crude Oil (bbl)
2011		37000		AZ	Crude Oil (bbl)
2012		52000		AZ	Crude Oil (bbl)
2013		60000		AZ	Crude Oil (bbl)
2004		6973		AZ	Conventional Hydroelectric (Kwh)
2005		6410		AZ	Conventional Hydroelectric (Kwh)
2006		6793		AZ	Conventional Hydroelectric (Kwh)
2007		6598		AZ	Conventional Hydroelectric (Kwh)
2008		7286		AZ	Conventional Hydroelectric (Kwh)
2009		6427		AZ	Conventional Hydroelectric (Kwh)
2010		6622		AZ	Conventional Hydroelectric (Kwh)
2011		9174		AZ	Conventional Hydroelectric (Kwh)
2012		6717		AZ	Conventional Hydroelectric (Kwh)
2013		5915		AZ	Conventional Hydroelectric (Kwh)
2004		48		AZ	All Other Renewables (Kwh)
2005		74		AZ	All Other Renewables (Kwh)
2006		54		AZ	All Other Renewables (Kwh)
2007		42		AZ	All Other Renewables (Kwh)
2008		114		AZ	All Other Renewables (Kwh)
2009		202		AZ	All Other Renewables (Kwh)
2010		319		AZ	All Other Renewables (Kwh)
2011		529		AZ	All Other Renewables (Kwh)
2012		1698		AZ	All Other Renewables (Kwh)
2013		2733		AZ	All Other Renewables (Kwh)
2009		30		AZ	Wind (Kwh)
2010		135		AZ	Wind (Kwh)
2011		256		AZ	Wind (Kwh)
2012		532		AZ	Wind (Kwh)
2013		450		AZ	Wind (Kwh)
2004		4		AZ	Solar (Kwh)
2005		14		AZ	Solar (Kwh)
2006		13		AZ	Solar (Kwh)
2007		9		AZ	Solar (Kwh)
2008		15		AZ	Solar (Kwh)
2009		14		AZ	Solar (Kwh)
2010		16		AZ	Solar (Kwh)
2011		83		AZ	Solar (Kwh)
2012		955		AZ	Solar (Kwh)
2013		2111		AZ	Solar (Kwh)
2004		44		AZ	Biomass (total) (Kwh)
2005		60		AZ	Biomass (total) (Kwh)
2006		40		AZ	Biomass (total) (Kwh)
2007		33		AZ	Biomass (total) (Kwh)
2008		99		AZ	Biomass (total) (Kwh)
2009		159		AZ	Biomass (total) (Kwh)
2010		168		AZ	Biomass (total) (Kwh)
2011		190		AZ	Biomass (total) (Kwh)
2012		211		AZ	Biomass (total) (Kwh)
2013		171		AZ	Biomass (total) (Kwh)
2005		12		AZ	Wood and wood-derived fuels (Kwh)
2006		8		AZ	Wood and wood-derived fuels (Kwh)
2008		76		AZ	Wood and wood-derived fuels (Kwh)
2009		137		AZ	Wood and wood-derived fuels (Kwh)
2010		140		AZ	Wood and wood-derived fuels (Kwh)
2011		144		AZ	Wood and wood-derived fuels (Kwh)
2012		157		AZ	Wood and wood-derived fuels (Kwh)
2013		102		AZ	Wood and wood-derived fuels (Kwh)
2004		44		AZ	Other biomass (Kwh)
2005		48		AZ	Other biomass (Kwh)
2006		32		AZ	Other biomass (Kwh)
2007		33		AZ	Other biomass (Kwh)
2008		23		AZ	Other biomass (Kwh)
2009		22		AZ	Other biomass (Kwh)
2010		28		AZ	Other biomass (Kwh)
2011		47		AZ	Other biomass (Kwh)
2012		54		AZ	Other biomass (Kwh)
2013		69		AZ	Other biomass (Kwh)
2004		7113		AZ	All Renewables (Kwh)
2005		6618		AZ	All Renewables (Kwh)
2006		6940		AZ	All Renewables (Kwh)
2007		6715		AZ	All Renewables (Kwh)
2008		7613		AZ	All Renewables (Kwh)
2009		6991		AZ	All Renewables (Kwh)
2010		7428		AZ	All Renewables (Kwh)
2011		10423		AZ	All Renewables (Kwh)
2012		10324		AZ	All Renewables (Kwh)
2013		11551		AZ	All Renewables (Kwh)
2004		8180942	Navajo County	AZ	Coal (short tons)
2005		8192967	Navajo County	AZ	Coal (short tons)
2006		8216255	Navajo County	AZ	Coal (short tons)
2007		7982584	Navajo County	AZ	Coal (short tons)
2008		8024973	Navajo County	AZ	Coal (short tons)
2009		7474029	Navajo County	AZ	Coal (short tons)
2010		7752277	Navajo County	AZ	Coal (short tons)
2011		8110942	Navajo County	AZ	Coal (short tons)
2012		7493276	Navajo County	AZ	Coal (short tons)
2013		7602722	Navajo County	AZ	Coal (short tons)
