Year	State	County	FIPS	Jobs	Total	Share
2004	AL		01000	7370	1851769	0.0040
2004	AL	Autauga County	01001	22	11209	0.0020
2004	AL	Baldwin County	01003	34	53451	0.0006
2004	AL	Barbour County	01005	94	10770	0.0087
2004	AL	Colbert County	01033	95	21031	0.0045
2004	AL	Dallas County	01047	41	15738	0.0026
2004	AL	Escambia County	01053	137	12378	0.0111
2004	AL	Fayette County	01057	450	5181	0.0869
2004	AL	Jackson County	01071	38	16815	0.0023
2004	AL	Jefferson County	01073	1585	369393	0.0043
2004	AL	Marion County	01093	24	11287	0.0021
2004	AL	Mobile County	01097	391	161749	0.0024
2004	AL	Montgomery County	01101	97	131425	0.0007
2004	AL	Morgan County	01103	84	47708	0.0018
2004	AL	Shelby County	01117	259	55973	0.0046
2004	AL	Talladega County	01121	456	28905	0.0158
2004	AL	Tuscaloosa County	01125	2104	77954	0.0270
2004	AL	Walker County	01127	368	17954	0.0205
2005	AL		01000	8054	1894616	0.0043
2005	AL	Autauga County	01001	29	11452	0.0025
2005	AL	Baldwin County	01003	51	56110	0.0009
2005	AL	Barbour County	01005	114	11132	0.0102
2005	AL	Colbert County	01033	100	21429	0.0047
2005	AL	Dallas County	01047	39	15663	0.0025
2005	AL	Escambia County	01053	128	12678	0.0101
2005	AL	Fayette County	01057	473	5452	0.0868
2005	AL	Franklin County	01059	77	10915	0.0071
2005	AL	Jackson County	01071	52	17058	0.0030
2005	AL	Jefferson County	01073	1839	370873	0.0050
2005	AL	Lee County	01081	58	46895	0.0012
2005	AL	Macon County	01087	50	5798	0.0086
2005	AL	Marion County	01093	41	11799	0.0035
2005	AL	Mobile County	01097	392	166861	0.0023
2005	AL	Montgomery County	01101	82	135302	0.0006
2005	AL	Morgan County	01103	92	48023	0.0019
2005	AL	Shelby County	01117	276	60629	0.0046
2005	AL	Talladega County	01121	449	30579	0.0147
2005	AL	Tuscaloosa County	01125	2243	80897	0.0277
2005	AL	Walker County	01127	433	18474	0.0234
2006	AL		01000	8311	1928281	0.0043
2006	AL	Autauga County	01001	44	11259	0.0039
2006	AL	Baldwin County	01003	61	59291	0.0010
2006	AL	Barbour County	01005	116	11095	0.0105
2006	AL	Choctaw County	01023	6	3927	0.0015
2006	AL	Colbert County	01033	106	21496	0.0049
2006	AL	Dallas County	01047	38	15610	0.0024
2006	AL	Escambia County	01053	112	12681	0.0088
2006	AL	Fayette County	01057	485	5400	0.0898
2006	AL	Franklin County	01059	98	10981	0.0089
2006	AL	Jackson County	01071	52	17379	0.0030
2006	AL	Jefferson County	01073	1693	373097	0.0045
2006	AL	Lee County	01081	67	48694	0.0014
2006	AL	Macon County	01087	52	5852	0.0089
2006	AL	Marion County	01093	38	11826	0.0032
2006	AL	Mobile County	01097	396	170428	0.0023
2006	AL	Montgomery County	01101	67	137700	0.0005
2006	AL	Morgan County	01103	95	48157	0.0020
2006	AL	Shelby County	01117	359	64043	0.0056
2006	AL	Talladega County	01121	443	30243	0.0146
2006	AL	Tuscaloosa County	01125	2333	84154	0.0277
2006	AL	Walker County	01127	476	18889	0.0252
2007	AL		01000	8176	1952091	0.0042
2007	AL	Autauga County	01001	43	11403	0.0038
2007	AL	Baldwin County	01003	42	62600	0.0007
2007	AL	Barbour County	01005	121	10711	0.0113
2007	AL	Choctaw County	01023	14	3853	0.0036
2007	AL	Colbert County	01033	104	21567	0.0048
2007	AL	Dallas County	01047	40	15360	0.0026
2007	AL	Elmore County	01051	64	17666	0.0036
2007	AL	Escambia County	01053	150	12684	0.0118
2007	AL	Fayette County	01057	77	4890	0.0157
2007	AL	Franklin County	01059	68	11001	0.0062
2007	AL	Jackson County	01071	75	17386	0.0043
2007	AL	Jefferson County	01073	1420	363606	0.0039
2007	AL	Lee County	01081	64	49654	0.0013
2007	AL	Macon County	01087	46	5856	0.0079
2007	AL	Madison County	01089	80	177379	0.0005
2007	AL	Mobile County	01097	425	174174	0.0024
2007	AL	Montgomery County	01101	71	139204	0.0005
2007	AL	Morgan County	01103	100	49613	0.0020
2007	AL	Shelby County	01117	483	76848	0.0063
2007	AL	Talladega County	01121	434	29817	0.0146
2007	AL	Tuscaloosa County	01125	2636	86375	0.0305
2007	AL	Walker County	01127	539	18809	0.0287
2008	AL		01000	8213	1936489	0.0042
2008	AL	Autauga County	01001	43	11273	0.0038
2008	AL	Baldwin County	01003	29	62612	0.0005
2008	AL	Barbour County	01005	111	10321	0.0108
2008	AL	Choctaw County	01023	16	3665	0.0044
2008	AL	Colbert County	01033	95	22078	0.0043
2008	AL	Escambia County	01053	207	12630	0.0164
2008	AL	Fayette County	01057	70	4541	0.0154
2008	AL	Jackson County	01071	85	17152	0.0050
2008	AL	Jefferson County	01073	1421	359189	0.0040
2008	AL	Lee County	01081	65	49332	0.0013
2008	AL	Madison County	01089	90	182380	0.0005
2008	AL	Marion County	01093	39	10861	0.0036
2008	AL	Mobile County	01097	450	175339	0.0026
2008	AL	Montgomery County	01101	70	138057	0.0005
2008	AL	Morgan County	01103	89	49261	0.0018
2008	AL	Shelby County	01117	539	75635	0.0071
2008	AL	Tuscaloosa County	01125	2544	86362	0.0295
2008	AL	Walker County	01127	620	18974	0.0327
2009	AL		01000	7720	1829487	0.0042
2009	AL	Autauga County	01001	36	11004	0.0033
2009	AL	Baldwin County	01003	24	58948	0.0004
2009	AL	Barbour County	01005	110	9462	0.0116
2009	AL	Blount County	01009	16	8603	0.0019
2009	AL	Colbert County	01033	90	21028	0.0043
2009	AL	Covington County	01039	19	12504	0.0015
