Calendar Year	Product	State/Offshore Region	FIPS Code	CPS/Planning Area	Production Volume	Onshore/Offshore	Category	
2007	Gas (mcf)	AK	02122	Kenai Peninsula Borough	36,868,361	Onshore	Federal	
2007	Oil (bbl)	AK	02122	Kenai Peninsula Borough	272,400	Onshore	Federal	
2007	Clay (tons)	AL	01007	Bibb County	W	Onshore	Federal	
2007	Coal (tons)	AL	01057	Fayette County	W	Onshore	Federal	
2007	Coal (tons)	AL	01073	Jefferson County	W	Onshore	Federal	
2007	Gas (mcf)	AL	01003	Baldwin County	66,305	Onshore	Federal	
2007	Gas (mcf)	AL	01053	Escambia County	2,158	Onshore	Federal	
2007	Gas (mcf)	AL	01057	Fayette County	4,737	Onshore	Federal	
2007	Gas (mcf)	AL	01075	Lamar County	1,659	Onshore	Federal	
2007	Gas (mcf)	AL	01097	Mobile County	21,627,470	Onshore	Federal	
2007	Gas (mcf)	AL	01125	Tuscaloosa County	691,411	Onshore	Federal	
2007	Oil (bbl)	AL	01003	Baldwin County	8	Onshore	Federal	
2007	Oil (bbl)	AL	01023	Choctaw County	9	Onshore	Federal	
2007	Oil (bbl)	AL	01039	Covington County	42,008	Onshore	Federal	
2007	Oil (bbl)	AL	01053	Escambia County	9,902	Onshore	Federal	
2007	Oil (bbl)	AL	01075	Lamar County	1,146	Onshore	Federal	
2007	Oil (bbl)	AL	01097	Mobile County	8	Onshore	Federal	
2007	Gas (mcf)	AR	05027	Columbia County	4,560	Onshore	Federal	
2007	Gas (mcf)	AR	05029	Conway County	158,719	Onshore	Federal	
2007	Gas (mcf)	AR	05033	Crawford County	123,171	Onshore	Federal	
2007	Gas (mcf)	AR	05045	Faulkner County	299,519	Onshore	Federal	
2007	Gas (mcf)	AR	05047	Franklin County	222,407	Onshore	Federal	
2007	Gas (mcf)	AR	05071	Johnson County	622,063	Onshore	Federal	
2007	Gas (mcf)	AR	05083	Logan County	1,308,565	Onshore	Federal	
2007	Gas (mcf)	AR	05115	Pope County	19,940	Onshore	Federal	
2007	Gas (mcf)	AR	05131	Sebastian County	4,415,726	Onshore	Federal	
2007	Gas (mcf)	AR	05135	Sharp County	30,485	Onshore	Federal	
2007	Gas (mcf)	AR	05141	Van Buren County	68,074	Onshore	Federal	
2007	Gas (mcf)	AR	05149	Yell County	2,600,866	Onshore	Federal	
2007	Oil (bbl)	AR	05027	Columbia County	21	Onshore	Federal	
2007	Quartz Crystal (tickets/pounds)	AR	05097	Montgomery County	2,400	Onshore	Federal	
2007	Wavellite (tons)	AR	05097	Montgomery County	W	Onshore	Federal	
2007	Salt (tons)	AZ	04013	Maricopa County	W	Onshore	Federal	
2007	Anhydrous Sodium Sulfate (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2007	Borax-Decahydrate (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2007	Borax-Pentahydrate (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2007	Boric Acid (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2007	Gas (mcf)	CA	06013	Contra Costa County	11,182	Onshore	Federal	
2007	Gas (mcf)	CA	06019	Fresno County	113,705	Onshore	Federal	
2007	Gas (mcf)	CA	06021	Glenn County	8,104	Onshore	Federal	
2007	Gas (mcf)	CA	06029	Kern County	3,196,593	Onshore	Federal	
2007	Gas (mcf)	CA	06031	Kings County	103,233	Onshore	Federal	
2007	Gas (mcf)	CA	06037	Los Angeles County	137,895	Onshore	Federal	
2007	Gas (mcf)	CA	06053	Monterey County	1,403	Onshore	Federal	
2007	Gas (mcf)	CA	06067	Sacramento County	2,126,758	Onshore	Federal	
2007	Gas (mcf)	CA	06077	San Joaquin County	3,949	Onshore	Federal	
2007	Gas (mcf)	CA	06079	San Luis Obispo County	1,773	Onshore	Federal	
2007	Gas (mcf)	CA	06083	Santa Barbara County	94,839	Onshore	Federal	
2007	Gas (mcf)	CA	06095	Solano County	8,966,183	Onshore	Federal	
2007	Gas (mcf)	CA	06111	Ventura County	781,836	Onshore	Federal	
2007	Geothermal - Direct Utilization, Millions of BTUs	CA	06035	Lassen County	217,500	Onshore	Federal	
2007	Geothermal - Electrical Generation, Kilowatt Hours	CA	06025	Imperial County	440,260,735	Onshore	Federal	
2007	Geothermal - Electrical Generation, Kilowatt Hours	CA	06027	Inyo County	465,167,156	Onshore	Federal	
2007	Geothermal - Electrical Generation, Kilowatt Hours	CA	06051	Mono County	187,398,918	Onshore	Federal	
2007	Geothermal - Electrical Generation, Other	CA	06025	Imperial County	207,155	Onshore	Federal	
2007	Geothermal - Electrical Generation, Thousands of Pounds	CA	06033	Lake County	21,799,180	Onshore	Federal	
2007	Geothermal - Electrical Generation, Thousands of Pounds	CA	06097	Sonoma County	28,576,260	Onshore	Federal	
2007	Oil (bbl)	CA	06013	Contra Costa County	14	Onshore	Federal	
2007	Oil (bbl)	CA	06019	Fresno County	21,832	Onshore	Federal	
2007	Oil (bbl)	CA	06029	Kern County	12,513,256	Onshore	Federal	
2007	Oil (bbl)	CA	06031	Kings County	38,055	Onshore	Federal	
2007	Oil (bbl)	CA	06037	Los Angeles County	424,917	Onshore	Federal	
2007	Oil (bbl)	CA	06053	Monterey County	3,068	Onshore	Federal	
2007	Oil (bbl)	CA	06067	Sacramento County	3,375	Onshore	Federal	
2007	Oil (bbl)	CA	06069	San Benito County	16	Onshore	Federal	
2007	Oil (bbl)	CA	06079	San Luis Obispo County	11,086	Onshore	Federal	
2007	Oil (bbl)	CA	06083	Santa Barbara County	94,862	Onshore	Federal	
2007	Oil (bbl)	CA	06095	Solano County	13,173	Onshore	Federal	
2007	Oil (bbl)	CA	06111	Ventura County	305,724	Onshore	Federal	
2007	Salt (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2007	Soda Ash (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2007	Sodium Bi-Carbonate (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2007	Coal (tons)	CO	08029	Delta County	5,018,959	Onshore	Federal	
2007	Coal (tons)	CO	08045	Garfield County	W	Onshore	Federal	
2007	Coal (tons)	CO	08051	Gunnison County	8,187,285	Onshore	Federal	
2007	Coal (tons)	CO	08067	La Plata County	W	Onshore	Federal	
2007	Coal (tons)	CO	08081	Moffat County	7,110,106	Onshore	Federal	
2007	Coal (tons)	CO	08103	Rio Blanco County	1,460,127	Onshore	Federal	
2007	Gas (mcf)	CO	08005	Arapahoe County	44	Onshore	Federal	
2007	Gas (mcf)	CO	08007	Archuleta County	2,779,054	Onshore	Federal	
2007	Gas (mcf)	CO	08009	Baca County	85,315	Onshore	Federal	
2007	Gas (mcf)	CO	08011	Bent County	36,682	Onshore	Federal	
2007	Gas (mcf)	CO	08014	Broomfield County	5	Onshore	Federal	
2007	Gas (mcf)	CO	08017	Cheyenne County	155,107	Onshore	Federal	
2007	Gas (mcf)	CO	08029	Delta County	54,252	Onshore	Federal	
2007	Gas (mcf)	CO	08033	Dolores County	135,489,449	Onshore	Federal	
2007	Gas (mcf)	CO	08043	Fremont County	34	Onshore	Federal	
2007	Gas (mcf)	CO	08045	Garfield County	695,911	Onshore	Mixed Exploratory	
2007	Gas (mcf)	CO	08045	Garfield County	122,102,395	Onshore	Federal	
2007	Gas (mcf)	CO	08051	Gunnison County	207,447	Onshore	Federal	
2007	Gas (mcf)	CO	08051	Gunnison County	226,749	Onshore	Mixed Exploratory	
2007	Gas (mcf)	CO	08055	Huerfano County	7,585,442	Onshore	Federal	
2007	Gas (mcf)	CO	08057	Jackson County	806,183	Onshore	Federal	
2007	Gas (mcf)	CO	08061	Kiowa County	8,709	Onshore	Federal	
2007	Gas (mcf)	CO	08063	Kit Carson County	25	Onshore	Federal	
2007	Gas (mcf)	CO	08067	La Plata County	13,340,310	Onshore	Federal	
2007	Gas (mcf)	CO	08069	Larimer County	343	Onshore	Federal	
2007	Gas (mcf)	CO	08071	Las Animas County	13,226	Onshore	Mixed Exploratory	
2007	Gas (mcf)	CO	08071	Las Animas County	4,091,329	Onshore	Federal	
2007	Gas (mcf)	CO	08075	Logan County	1,440	Onshore	Federal	
2007	Gas (mcf)	CO	08077	Mesa County	208,146	Onshore	Mixed Exploratory	
2007	Gas (mcf)	CO	08077	Mesa County	14,410,570	Onshore	Federal	
2007	Gas (mcf)	CO	08081	Moffat County	22,279	Onshore	Mixed Exploratory	
2007	Gas (mcf)	CO	08081	Moffat County	13,894,190	Onshore	Federal	
2007	Gas (mcf)	CO	08083	Montezuma County	136,689,990	Onshore	Federal	
2007	Gas (mcf)	CO	08099	Prowers County	3,845	Onshore	Federal	
2007	Gas (mcf)	CO	08103	Rio Blanco County	7,111,510	Onshore	Mixed Exploratory	
2007	Gas (mcf)	CO	08103	Rio Blanco County	62,685,396	Onshore	Federal	
2007	Gas (mcf)	CO	08107	Routt County	15,298	Onshore	Federal	
2007	Gas (mcf)	CO	08113	San Miguel County	1,327,303	Onshore	Mixed Exploratory	
2007	Gas (mcf)	CO	08113	San Miguel County	11,152,291	Onshore	Federal	
2007	Gas (mcf)	CO	08121	Washington County	120,002	Onshore	Federal	
2007	Gas (mcf)	CO	08123	Weld County	1,715,424	Onshore	Federal	
2007	Gas (mcf)	CO	08125	Yuma County	1,416,011	Onshore	Federal	
2007	Oil (bbl)	CO	08005	Arapahoe County	49	Onshore	Federal	
2007	Oil (bbl)	CO	08009	Baca County	24,806	Onshore	Federal	
2007	Oil (bbl)	CO	08011	Bent County	13	Onshore	Federal	
2007	Oil (bbl)	CO	08017	Cheyenne County	25,793	Onshore	Federal	
2007	Oil (bbl)	CO	08029	Delta County	87	Onshore	Federal	
2007	Oil (bbl)	CO	08033	Dolores County	32,723	Onshore	Federal	
2007	Oil (bbl)	CO	08043	Fremont County	73	Onshore	Federal	
2007	Oil (bbl)	CO	08045	Garfield County	3,706	Onshore	Mixed Exploratory	
2007	Oil (bbl)	CO	08045	Garfield County	360,683	Onshore	Federal	
2007	Oil (bbl)	CO	08051	Gunnison County	4	Onshore	Federal	
2007	Oil (bbl)	CO	08051	Gunnison County	195	Onshore	Mixed Exploratory	
2007	Oil (bbl)	CO	08057	Jackson County	84,035	Onshore	Federal	
2007	Oil (bbl)	CO	08061	Kiowa County	3,512	Onshore	Federal	
2007	Oil (bbl)	CO	08063	Kit Carson County	18	Onshore	Federal	
2007	Oil (bbl)	CO	08067	La Plata County	49	Onshore	Federal	
2007	Oil (bbl)	CO	08069	Larimer County	1,455	Onshore	Federal	
2007	Oil (bbl)	CO	08075	Logan County	2,911	Onshore	Federal	
2007	Oil (bbl)	CO	08077	Mesa County	441	Onshore	Mixed Exploratory	
2007	Oil (bbl)	CO	08077	Mesa County	26,176	Onshore	Federal	
2007	Oil (bbl)	CO	08081	Moffat County	7,304	Onshore	Mixed Exploratory	
2007	Oil (bbl)	CO	08081	Moffat County	197,355	Onshore	Federal	
2007	Oil (bbl)	CO	08083	Montezuma County	168,863	Onshore	Federal	
2007	Oil (bbl)	CO	08087	Morgan County	1,276	Onshore	Federal	
2007	Oil (bbl)	CO	08103	Rio Blanco County	26,377	Onshore	Mixed Exploratory	
2007	Oil (bbl)	CO	08103	Rio Blanco County	3,019,410	Onshore	Federal	
2007	Oil (bbl)	CO	08107	Routt County	12,850	Onshore	Federal	
2007	Oil (bbl)	CO	08113	San Miguel County	279	Onshore	Mixed Exploratory	
2007	Oil (bbl)	CO	08113	San Miguel County	4,142	Onshore	Federal	
2007	Oil (bbl)	CO	08121	Washington County	10,407	Onshore	Federal	
2007	Oil (bbl)	CO	08123	Weld County	92,180	Onshore	Federal	
2007	Sodium Bi-Carbonate (tons)	CO	08103	Rio Blanco County	W	Onshore	Federal	
2007	Gold (oz)	ID	16035	Clearwater County	W	Onshore	Federal	
2007	Phosphate Raw Ore (tons)	ID	16029	Caribou County	2,324,385	Onshore	Federal	
2007	Gas (mcf)	IL	17027	Clinton County	720	Onshore	Federal	
2007	Gas (mcf)	IL	17055	Franklin County	7,359	Onshore	Federal	
2007	Oil (bbl)	IL	17027	Clinton County	20,243	Onshore	Federal	
2007	Oil (bbl)	IL	17051	Fayette County	162	Onshore	Federal	
2007	Oil (bbl)	IL	17055	Franklin County	18,549	Onshore	Federal	
2007	Gas (mcf)	KS	20033	Comanche County	7,255	Onshore	Federal	
2007	Gas (mcf)	KS	20055	Finney County	1,323,899	Onshore	Federal	
2007	Gas (mcf)	KS	20067	Grant County	135,483	Onshore	Federal	
2007	Gas (mcf)	KS	20075	Hamilton County	59,875	Onshore	Federal	
2007	Gas (mcf)	KS	20081	Haskell County	430,638	Onshore	Federal	
2007	Gas (mcf)	KS	20093	Kearny County	2,227,676	Onshore	Federal	
2007	Gas (mcf)	KS	20119	Meade County	7,527	Onshore	Federal	
2007	Gas (mcf)	KS	20129	Morton County	3,203,691	Onshore	Federal	
2007	Gas (mcf)	KS	20175	Seward County	250,446	Onshore	Federal	
2007	Gas (mcf)	KS	20187	Stanton County	40,141	Onshore	Federal	
2007	Gas (mcf)	KS	20189	Stevens County	367,705	Onshore	Federal	
2007	Oil (bbl)	KS	20033	Comanche County	1	Onshore	Federal	
2007	Oil (bbl)	KS	20055	Finney County	19,822	Onshore	Federal	
2007	Oil (bbl)	KS	20063	Gove County	1,624	Onshore	Federal	
2007	Oil (bbl)	KS	20081	Haskell County	22,182	Onshore	Federal	
2007	Oil (bbl)	KS	20093	Kearny County	18,753	Onshore	Federal	
2007	Oil (bbl)	KS	20101	Lane County	5,052	Onshore	Federal	
2007	Oil (bbl)	KS	20119	Meade County	39	Onshore	Federal	
2007	Oil (bbl)	KS	20129	Morton County	240,922	Onshore	Federal	
2007	Oil (bbl)	KS	20175	Seward County	523	Onshore	Federal	
2007	Oil (bbl)	KS	20189	Stevens County	1	Onshore	Federal	
2007	Oil (bbl)	KS	20195	Trego County	2,160	Onshore	Federal	
2007	Coal (tons)	KY	21131	Leslie County	W	Onshore	Federal	
2007	Gas (mcf)	KY	21051	Clay County	59,497	Onshore	Federal	
2007	Gas (mcf)	KY	21071	Floyd County	16,256	Onshore	Federal	
2007	Gas (mcf)	KY	21127	Lawrence County	48	Onshore	Federal	
2007	Gas (mcf)	KY	21131	Leslie County	67,217	Onshore	Federal	
2007	Gas (mcf)	KY	21133	Letcher County	342	Onshore	Federal	
2007	Gas (mcf)	KY	21147	McCreary County	990	Onshore	Federal	
2007	Gas (mcf)	KY	21195	Pike County	44,784	Onshore	Federal	
2007	Gas (mcf)	KY	21235	Whitley County	18,416	Onshore	Federal	
2007	Oil (bbl)	KY	21051	Clay County	132	Onshore	Federal	
2007	Oil (bbl)	KY	21101	Henderson County	12,396	Onshore	Federal	
2007	Oil (bbl)	KY	21131	Leslie County	576	Onshore	Federal	
2007	Gas (mcf)	LA	22011	Beauregard Parish	59	Onshore	Federal	
2007	Gas (mcf)	LA	22013	Bienville Parish	25,894	Onshore	Federal	
2007	Gas (mcf)	LA	22015	Bossier Parish	29,165,322	Onshore	Federal	
2007	Gas (mcf)	LA	22017	Caddo Parish	42,024	Onshore	Federal	
2007	Gas (mcf)	LA	22021	Caldwell Parish	11,206	Onshore	Federal	
2007	Gas (mcf)	LA	22023	Cameron Parish	2,214	Onshore	Federal	
2007	Gas (mcf)	LA	22027	Claiborne Parish	177,433	Onshore	Federal	
2007	Gas (mcf)	LA	22031	De Soto Parish	41,702	Onshore	Federal	
2007	Gas (mcf)	LA	22033	East Baton Rouge Parish	21,636	Onshore	Federal	
2007	Gas (mcf)	LA	22059	La Salle Parish	258	Onshore	Federal	
2007	Gas (mcf)	LA	22057	Lafourche Parish	481	Onshore	Federal	
2007	Gas (mcf)	LA	22061	Lincoln Parish	19,581	Onshore	Federal	
2007	Gas (mcf)	LA	22067	Morehouse Parish	1,524	Onshore	Federal	
2007	Gas (mcf)	LA	22069	Natchitoches Parish	4,411	Onshore	Federal	
2007	Gas (mcf)	LA	22073	Ouachita Parish	600	Onshore	Federal	
2007	Gas (mcf)	LA	22075	Plaquemines Parish	849,288	Onshore	Federal	
2007	Gas (mcf)	LA	22079	Rapides Parish	8,913	Onshore	Federal	
2007	Gas (mcf)	LA	22721	South Pass	12,483	Onshore	Federal	
2007	Gas (mcf)	LA	22099	St. Martin Parish	917	Onshore	Federal	
2007	Gas (mcf)	LA	22101	St. Mary Parish	767	Onshore	Federal	
2007	Gas (mcf)	LA	22111	Union Parish	3,816	Onshore	Federal	
2007	Gas (mcf)	LA	22113	Vermilion Parish	333	Onshore	Federal	
2007	Gas (mcf)	LA	22115	Vernon Parish	49,099	Onshore	Federal	
2007	Gas (mcf)	LA	22119	Webster Parish	67,889	Onshore	Federal	
2007	Gas (mcf)	LA	22719	West Delta	20,163	Onshore	Federal	
2007	Gas (mcf)	LA	22127	Winn Parish	85,857	Onshore	Federal	
2007	Oil (bbl)	LA	22011	Beauregard Parish	29	Onshore	Federal	
2007	Oil (bbl)	LA	22013	Bienville Parish	13	Onshore	Federal	
2007	Oil (bbl)	LA	22015	Bossier Parish	136,213	Onshore	Federal	
2007	Oil (bbl)	LA	22017	Caddo Parish	9,256	Onshore	Federal	
2007	Oil (bbl)	LA	22023	Cameron Parish	44	Onshore	Federal	
2007	Oil (bbl)	LA	22027	Claiborne Parish	18,697	Onshore	Federal	
2007	Oil (bbl)	LA	22031	De Soto Parish	92	Onshore	Federal	
2007	Oil (bbl)	LA	22033	East Baton Rouge Parish	2,517	Onshore	Federal	
2007	Oil (bbl)	LA	22059	La Salle Parish	365	Onshore	Federal	
2007	Oil (bbl)	LA	22057	Lafourche Parish	351	Onshore	Federal	
2007	Oil (bbl)	LA	22061	Lincoln Parish	190	Onshore	Federal	
2007	Oil (bbl)	LA	22069	Natchitoches Parish	148	Onshore	Federal	
2007	Oil (bbl)	LA	22075	Plaquemines Parish	199,652	Onshore	Federal	
2007	Oil (bbl)	LA	22079	Rapides Parish	15,148	Onshore	Federal	
2007	Oil (bbl)	LA	22721	South Pass	20,580	Onshore	Federal	
2007	Oil (bbl)	LA	22099	St. Martin Parish	475	Onshore	Federal	
2007	Oil (bbl)	LA	22101	St. Mary Parish	192	Onshore	Federal	
2007	Oil (bbl)	LA	22113	Vermilion Parish	9,202	Onshore	Federal	
2007	Oil (bbl)	LA	22115	Vernon Parish	13,702	Onshore	Federal	
2007	Oil (bbl)	LA	22119	Webster Parish	7,315	Onshore	Federal	
2007	Oil (bbl)	LA	22719	West Delta	504	Onshore	Federal	
2007	Oil (bbl)	LA	22127	Winn Parish	1,562	Onshore	Federal	
2007	Salt (tons)	LA		Central Gulf of Mexico	W	Onshore/Offshore	Federal	
2007	Gas (mcf)	MI	26001	Alcona County	5,617	Onshore	Federal	
2007	Gas (mcf)	MI	26035	Clare County	59,246	Onshore	Federal	
2007	Gas (mcf)	MI	26039	Crawford County	53,982	Onshore	Federal	
2007	Gas (mcf)	MI	26055	Grand Traverse County	9,354	Onshore	Federal	
2007	Gas (mcf)	MI	26079	Kalkaska County	41,030	Onshore	Federal	
2007	Gas (mcf)	MI	26085	Lake County	35,863	Onshore	Federal	
2007	Gas (mcf)	MI	26119	Montmorency County	769,014	Onshore	Federal	
2007	Gas (mcf)	MI	26135	Oscoda County	1,982,546	Onshore	Federal	
2007	Gas (mcf)	MI	26137	Otsego County	17,758	Onshore	Federal	
2007	Gas (mcf)	MI	26143	Roscommon County	11,526	Onshore	Federal	
2007	Oil (bbl)	MI	26005	Allegan County	167	Onshore	Federal	
2007	Oil (bbl)	MI	26025	Calhoun County	194	Onshore	Federal	
2007	Oil (bbl)	MI	26035	Clare County	1,702	Onshore	Federal	
2007	Oil (bbl)	MI	26079	Kalkaska County	2,629	Onshore	Federal	
2007	Oil (bbl)	MI	26085	Lake County	163	Onshore	Federal	
2007	Oil (bbl)	MI	26135	Oscoda County	30,427	Onshore	Federal	
2007	Oil (bbl)	MI	26143	Roscommon County	5,157	Onshore	Federal	
2007	Copper Concentrate (tons)	MO	29055	Crawford County	W	Onshore	Federal	
2007	Copper Concentrate (tons)	MO	29065	Dent County	1,416	Onshore	Federal	
2007	Copper Concentrate (tons)	MO	29093	Iron County	5,660	Onshore	Federal	
2007	Copper Concentrate (tons)	MO	29179	Reynolds County	3,883	Onshore	Federal	
2007	Copper Concentrate (tons)	MO	29203	Shannon County	W	Onshore	Federal	
2007	Copper Concentrate (tons)	MO	29221	Washington County	W	Onshore	Federal	
2007	Lead Concentrate (tons)	MO	29055	Crawford County	W	Onshore	Federal	
2007	Lead Concentrate (tons)	MO	29065	Dent County	28,473	Onshore	Federal	
2007	Lead Concentrate (tons)	MO	29093	Iron County	52,719	Onshore	Federal	
2007	Lead Concentrate (tons)	MO	29179	Reynolds County	140,006	Onshore	Federal	
2007	Lead Concentrate (tons)	MO	29203	Shannon County	W	Onshore	Federal	
2007	Lead Concentrate (tons)	MO	29221	Washington County	W	Onshore	Federal	
2007	Zinc Concentrate (tons)	MO	29055	Crawford County	W	Onshore	Federal	
2007	Zinc Concentrate (tons)	MO	29065	Dent County	4,591	Onshore	Federal	
2007	Zinc Concentrate (tons)	MO	29093	Iron County	10,555	Onshore	Federal	
2007	Zinc Concentrate (tons)	MO	29179	Reynolds County	40,822	Onshore	Federal	
2007	Zinc Concentrate (tons)	MO	29203	Shannon County	W	Onshore	Federal	
2007	Zinc Concentrate (tons)	MO	29221	Washington County	W	Onshore	Federal	
2007	Gas (mcf)	MS	28017	Chickasaw County	74,424	Onshore	Federal	
2007	Gas (mcf)	MS	28031	Covington County	1,071	Onshore	Federal	
2007	Gas (mcf)	MS	28035	Forrest County	172,183	Onshore	Federal	
2007	Gas (mcf)	MS	28037	Franklin County	4,371	Onshore	Federal	
2007	Gas (mcf)	MS	28061	Jasper County	12,821	Onshore	Federal	
2007	Gas (mcf)	MS	28065	Jefferson Davis County	104,077	Onshore	Federal	
2007	Gas (mcf)	MS	28067	Jones County	17,786	Onshore	Federal	
2007	Gas (mcf)	MS	28073	Lamar County	921	Onshore	Federal	
2007	Gas (mcf)	MS	28077	Lawrence County	265	Onshore	Federal	
2007	Gas (mcf)	MS	28087	Lowndes County	78,861	Onshore	Federal	
2007	Gas (mcf)	MS	28095	Monroe County	99,399	Onshore	Federal	
2007	Gas (mcf)	MS	28109	Pearl River County	900	Onshore	Federal	
2007	Gas (mcf)	MS	28111	Perry County	5,878	Onshore	Federal	
2007	Gas (mcf)	MS	28129	Smith County	613	Onshore	Federal	
2007	Gas (mcf)	MS	28131	Stone County	47,304	Onshore	Federal	
2007	Gas (mcf)	MS	28153	Wayne County	15,237	Onshore	Federal	
2007	Gas (mcf)	MS	28157	Wilkinson County	15,030	Onshore	Federal	
2007	Oil (bbl)	MS	28001	Adams County	10,196	Onshore	Federal	
2007	Oil (bbl)	MS	28031	Covington County	748	Onshore	Federal	
2007	Oil (bbl)	MS	28035	Forrest County	1,073	Onshore	Federal	
2007	Oil (bbl)	MS	28037	Franklin County	85,929	Onshore	Federal	
2007	Oil (bbl)	MS	28061	Jasper County	10	Onshore	Federal	
2007	Oil (bbl)	MS	28065	Jefferson Davis County	524	Onshore	Federal	
2007	Oil (bbl)	MS	28067	Jones County	1,126	Onshore	Federal	
2007	Oil (bbl)	MS	28073	Lamar County	2,532	Onshore	Federal	
2007	Oil (bbl)	MS	28077	Lawrence County	3	Onshore	Federal	
2007	Oil (bbl)	MS	28087	Lowndes County	424	Onshore	Federal	
2007	Oil (bbl)	MS	28095	Monroe County	113	Onshore	Federal	
2007	Oil (bbl)	MS	28109	Pearl River County	5,065	Onshore	Federal	
2007	Oil (bbl)	MS	28111	Perry County	114,941	Onshore	Federal	
2007	Oil (bbl)	MS	28123	Scott County	10,068	Onshore	Federal	
2007	Oil (bbl)	MS	28129	Smith County	2,163	Onshore	Federal	
2007	Oil (bbl)	MS	28153	Wayne County	50,802	Onshore	Federal	
2007	Oil (bbl)	MS	28157	Wilkinson County	7,112	Onshore	Federal	
2007	Coal (tons)	MT	30003	Big Horn County	18,777,497	Onshore	Federal	
2007	Coal (tons)	MT	30087	Rosebud County	W	Onshore	Federal	
2007	Coal (tons)	MT	30103	Treasure County	W	Onshore	Federal	
2007	Gas (mcf)	MT	30003	Big Horn County	4,293,871	Onshore	Federal	
2007	Gas (mcf)	MT	30005	Blaine County	3,490,674	Onshore	Federal	
2007	Gas (mcf)	MT	30009	Carbon County	1,309,329	Onshore	Federal	
2007	Gas (mcf)	MT	30011	Carter County	82,143	Onshore	Federal	
2007	Gas (mcf)	MT	30015	Chouteau County	218,975	Onshore	Federal	
2007	Gas (mcf)	MT	30017	Custer County	33,499	Onshore	Federal	
2007	Gas (mcf)	MT	30021	Dawson County	22	Onshore	Mixed Exploratory	
2007	Gas (mcf)	MT	30021	Dawson County	124,654	Onshore	Federal	
2007	Gas (mcf)	MT	30025	Fallon County	594	Onshore	Mixed Exploratory	
2007	Gas (mcf)	MT	30025	Fallon County	13,911,638	Onshore	Federal	
2007	Gas (mcf)	MT	30027	Fergus County	56,986	Onshore	Federal	
2007	Gas (mcf)	MT	30035	Glacier County	10,745	Onshore	Federal	
2007	Gas (mcf)	MT	30041	Hill County	553,041	Onshore	Federal	
2007	Gas (mcf)	MT	30051	Liberty County	120,950	Onshore	Federal	
2007	Gas (mcf)	MT	30071	Phillips County	11,428,528	Onshore	Federal	
2007	Gas (mcf)	MT	30073	Pondera County	9,588	Onshore	Federal	
2007	Gas (mcf)	MT	30075	Powder River County	21,542	Onshore	Federal	
2007	Gas (mcf)	MT	30079	Prairie County	22	Onshore	Mixed Exploratory	
2007	Gas (mcf)	MT	30079	Prairie County	49,834	Onshore	Federal	
2007	Gas (mcf)	MT	30083	Richland County	471,320	Onshore	Federal	
2007	Gas (mcf)	MT	30085	Roosevelt County	6,194	Onshore	Federal	
2007	Gas (mcf)	MT	30087	Rosebud County	658	Onshore	Federal	
2007	Gas (mcf)	MT	30091	Sheridan County	36,220	Onshore	Federal	
2007	Gas (mcf)	MT	30101	Toole County	282,259	Onshore	Federal	
2007	Gas (mcf)	MT	30105	Valley County	2,002,736	Onshore	Federal	
2007	Gas (mcf)	MT	30109	Wibaux County	22	Onshore	Mixed Exploratory	
2007	Gas (mcf)	MT	30109	Wibaux County	182,206	Onshore	Federal	
2007	Oil (bbl)	MT	30005	Blaine County	42,588	Onshore	Federal	
2007	Oil (bbl)	MT	30009	Carbon County	503,066	Onshore	Federal	
2007	Oil (bbl)	MT	30011	Carter County	63,557	Onshore	Federal	
2007	Oil (bbl)	MT	30021	Dawson County	19	Onshore	Mixed Exploratory	
2007	Oil (bbl)	MT	30021	Dawson County	349,118	Onshore	Federal	
2007	Oil (bbl)	MT	30025	Fallon County	587	Onshore	Mixed Exploratory	
2007	Oil (bbl)	MT	30025	Fallon County	2,483,836	Onshore	Federal	
2007	Oil (bbl)	MT	30033	Garfield County	3,054	Onshore	Federal	
2007	Oil (bbl)	MT	30035	Glacier County	4,434	Onshore	Federal	
2007	Oil (bbl)	MT	30051	Liberty County	4,122	Onshore	Federal	
2007	Oil (bbl)	MT	30065	Musselshell County	5,129	Onshore	Federal	
2007	Oil (bbl)	MT	30069	Petroleum County	12,793	Onshore	Federal	
2007	Oil (bbl)	MT	30075	Powder River County	59,957	Onshore	Federal	
2007	Oil (bbl)	MT	30079	Prairie County	19	Onshore	Mixed Exploratory	
2007	Oil (bbl)	MT	30079	Prairie County	155,388	Onshore	Federal	
2007	Oil (bbl)	MT	30083	Richland County	702,046	Onshore	Federal	
2007	Oil (bbl)	MT	30085	Roosevelt County	7,048	Onshore	Federal	
2007	Oil (bbl)	MT	30087	Rosebud County	19,112	Onshore	Federal	
2007	Oil (bbl)	MT	30091	Sheridan County	37,070	Onshore	Federal	
2007	Oil (bbl)	MT	30095	Stillwater County	13	Onshore	Mixed Exploratory	
