Year	State	County	FIPS	Jobs	Total	Share
2004	MD		24000	1522	2459362	0.0006
2004	MD	Allegany County	24001	133	29648	0.0045
2004	MD	Anne Arundel County	24003	91	214635	0.0004
2004	MD	Baltimore County	24005	89	364571	0.0002
2004	MD	Cecil County	24015	168	28283	0.0059
2004	MD	Garrett County	24023	386	11298	0.0342
2004	MD	Harford County	24025	10	77338	0.0001
2004	MD	Montgomery County	24031	278	448683	0.0006
2004	MD	"Prince George's County"	24033	78	313083	0.0002
2005	MD		24000	1727	2497487	0.0007
2005	MD	Allegany County	24001	147	30274	0.0049
2005	MD	Anne Arundel County	24003	83	222072	0.0004
2005	MD	Baltimore County	24005	84	371281	0.0002
2005	MD	Cecil County	24015	184	29193	0.0063
2005	MD	Frederick County	24021	53	91127	0.0006
2005	MD	Garrett County	24023	463	11480	0.0403
2005	MD	Harford County	24025	10	80527	0.0001
2005	MD	Montgomery County	24031	281	458809	0.0006
2005	MD	"Prince George's County"	24033	125	312819	0.0004
2005	MD	Talbot County	24041	16	19148	0.0008
2005	MD	Worcester County	24047	8	24504	0.0003
2006	MD		24000	1794	2530011	0.0007
2006	MD	Allegany County	24001	128	29857	0.0043
2006	MD	Anne Arundel County	24003	82	225680	0.0004
2006	MD	Baltimore County	24005	83	375359	0.0002
2006	MD	Cecil County	24015	204	30012	0.0068
2006	MD	Garrett County	24023	453	11754	0.0385
2006	MD	Harford County	24025	9	81916	0.0001
2006	MD	Montgomery County	24031	323	464876	0.0007
2006	MD	"Prince George's County"	24033	173	312841	0.0006
2006	MD	"Queen Anne's County"	24035	17	13575	0.0013
2006	MD	Washington County	24043	65	66827	0.0010
2006	MD	Worcester County	24047	8	24998	0.0003
2007	MD		24000	1652	2547351	0.0006
2007	MD	Anne Arundel County	24003	66	232880	0.0003
2007	MD	Baltimore County	24005	95	376757	0.0003
2007	MD	Cecil County	24015	162	30763	0.0053
2007	MD	Garrett County	24023	369	11863	0.0311
2007	MD	Harford County	24025	32	83589	0.0004
2007	MD	Montgomery County	24031	348	459387	0.0008
2007	MD	"Prince George's County"	24033	168	315864	0.0005
2007	MD	Washington County	24043	68	66780	0.0010
2007	MD	Worcester County	24047	5	24533	0.0002
2008	MD		24000	1606	2537752	0.0006
2008	MD	Allegany County	24001	110	29454	0.0037
2008	MD	Anne Arundel County	24003	53	233867	0.0002
2008	MD	Baltimore County	24005	100	375321	0.0003
2008	MD	Cecil County	24015	144	30733	0.0047
2008	MD	Garrett County	24023	371	11787	0.0315
2008	MD	Harford County	24025	30	82631	0.0004
2008	MD	Montgomery County	24031	375	457736	0.0008
2008	MD	"Prince George's County"	24033	151	313443	0.0005
2008	MD	Washington County	24043	57	66106	0.0009
2008	MD	Worcester County	24047	6	24107	0.0002
2009	MD		24000	1496	2461109	0.0006
2009	MD	Allegany County	24001	84	29132	0.0029
2009	MD	Anne Arundel County	24003	79	226186	0.0003
2009	MD	Baltimore County	24005	97	365228	0.0003
