Year	State	County	FIPS	Jobs	Total	Share
2004	IL		17000	9182	5700643	0.0016
2004	IL	Adams County	17001	218	32143	0.0068
2004	IL	Bureau County	17011	66	12261	0.0054
2004	IL	Champaign County	17019	23	90116	0.0003
2004	IL	Clark County	17023	66	4834	0.0137
2004	IL	Clay County	17025	110	5634	0.0195
2004	IL	Coles County	17029	31	24513	0.0013
2004	IL	Cook County	17031	803	2499313	0.0003
2004	IL	Crawford County	17033	70	7031	0.0100
2004	IL	DeKalb County	17037	79	33329	0.0024
2004	IL	DuPage County	17043	68	573489	0.0001
2004	IL	Effingham County	17049	9	20160	0.0004
2004	IL	Fayette County	17051	120	6264	0.0192
2004	IL	Franklin County	17055	14	9627	0.0015
2004	IL	Grundy County	17063	56	15469	0.0036
2004	IL	Hardin County	17069	135	957	0.1411
2004	IL	Kane County	17089	82	199408	0.0004
2004	IL	Kankakee County	17091	46	41339	0.0011
2004	IL	Kendall County	17093	37	18034	0.0021
2004	IL	McDonough County	17109	21	12009	0.0017
2004	IL	McHenry County	17111	100	95189	0.0011
2004	IL	Madison County	17119	179	93509	0.0019
2004	IL	Monroe County	17133	53	7343	0.0072
2004	IL	Montgomery County	17135	233	9948	0.0234
2004	IL	Ogle County	17141	74	16246	0.0046
2004	IL	Richland County	17159	142	6364	0.0223
2004	IL	Rock Island County	17161	84	77623	0.0011
2004	IL	St. Clair County	17163	103	92044	0.0011
2004	IL	Saline County	17165	1172	8671	0.1352
2004	IL	Sangamon County	17167	268	130213	0.0021
2004	IL	Tazewell County	17179	26	55834	0.0005
2004	IL	Wabash County	17185	419	3821	0.1097
2004	IL	Washington County	17189	12	5652	0.0021
2004	IL	Wayne County	17191	118	4459	0.0265
2004	IL	White County	17193	576	4908	0.1174
2004	IL	Will County	17197	349	160177	0.0022
2004	IL	Winnebago County	17201	9	136620	0.0001
2005	IL		17000	9718	5748355	0.0017
2005	IL	Adams County	17001	232	32725	0.0071
2005	IL	Champaign County	17019	44	90299	0.0005
2005	IL	Christian County	17021	24	10692	0.0022
2005	IL	Clark County	17023	70	4944	0.0142
2005	IL	Clay County	17025	132	5503	0.0240
2005	IL	Coles County	17029	30	26140	0.0011
2005	IL	Cook County	17031	907	2507049	0.0004
2005	IL	Crawford County	17033	82	7003	0.0117
2005	IL	DeKalb County	17037	81	34366	0.0024
2005	IL	DuPage County	17043	63	581895	0.0001
2005	IL	Effingham County	17049	11	19623	0.0006
2005	IL	Fayette County	17051	118	6317	0.0187
2005	IL	Franklin County	17055	12	9448	0.0013
2005	IL	Grundy County	17063	61	15544	0.0039
2005	IL	Jasper County	17079	24	2396	0.0100
2005	IL	Kane County	17089	86	204549	0.0004
2005	IL	Kankakee County	17091	44	41311	0.0011
2005	IL	Kendall County	17093	38	19082	0.0020
2005	IL	Lee County	17103	20	13691	0.0015
2005	IL	McDonough County	17109	10	12115	0.0008
2005	IL	McHenry County	17111	98	97708	0.0010
2005	IL	Madison County	17119	172	93493	0.0018
2005	IL	Marion County	17121	132	13508	0.0098
2005	IL	Monroe County	17133	55	7706	0.0071
2005	IL	Ogle County	17141	46	16508	0.0028
2005	IL	Randolph County	17157	51	12174	0.0042
2005	IL	Richland County	17159	149	6337	0.0235
2005	IL	Rock Island County	17161	81	78481	0.0010
2005	IL	St. Clair County	17163	93	93533	0.0010
2005	IL	Saline County	17165	1384	8938	0.1548
2005	IL	Sangamon County	17167	296	130927	0.0023
2005	IL	Tazewell County	17179	23	57706	0.0004
2005	IL	Wabash County	17185	430	3758	0.1144
2005	IL	Washington County	17189	10	5587	0.0018
2005	IL	Wayne County	17191	120	4561	0.0263
2005	IL	White County	17193	645	4840	0.1333
2005	IL	Will County	17197	337	167930	0.0020
2005	IL	Winnebago County	17201	14	135789	0.0001
2006	IL		17000	10115	5821022	0.0017
2006	IL	Adams County	17001	241	33700	0.0072
2006	IL	Champaign County	17019	39	90848	0.0004
2006	IL	Clark County	17023	89	5033	0.0177
2006	IL	Clay County	17025	144	5576	0.0258
2006	IL	Clinton County	17027	23	12422	0.0019
2006	IL	Coles County	17029	29	26078	0.0011
2006	IL	Cook County	17031	913	2533204	0.0004
2006	IL	Crawford County	17033	128	7190	0.0178
2006	IL	DeKalb County	17037	86	36217	0.0024
2006	IL	DuPage County	17043	73	592977	0.0001
2006	IL	Effingham County	17049	27	19957	0.0014
2006	IL	Fayette County	17051	107	6191	0.0173
2006	IL	Franklin County	17055	15	9547	0.0016
2006	IL	Gallatin County	17059	15	1234	0.0122
2006	IL	Grundy County	17063	75	16174	0.0046
2006	IL	Iroquois County	17075	20	8428	0.0024
2006	IL	Jackson County	17077	274	26425	0.0104
2006	IL	Jasper County	17079	27	2346	0.0115
2006	IL	Kane County	17089	97	208153	0.0005
2006	IL	Kendall County	17093	37	20811	0.0018
2006	IL	Lee County	17103	20	13493	0.0015
2006	IL	McHenry County	17111	100	101125	0.0010
2006	IL	Madison County	17119	129	94371	0.0014
2006	IL	Marion County	17121	160	13983	0.0114
2006	IL	Monroe County	17133	54	7680	0.0070
2006	IL	Ogle County	17141	47	16674	0.0028
2006	IL	Randolph County	17157	56	12354	0.0045
2006	IL	Richland County	17159	155	6568	0.0236
2006	IL	Rock Island County	17161	72	77914	0.0009
2006	IL	St. Clair County	17163	96	94496	0.0010
2006	IL	Saline County	17165	1316	8821	0.1492
2006	IL	Sangamon County	17167	311	130260	0.0024
2006	IL	Tazewell County	17179	25	60176	0.0004
2006	IL	Wabash County	17185	392	3671	0.1068
2006	IL	Washington County	17189	14	5455	0.0026
2006	IL	Wayne County	17191	125	4602	0.0272
2006	IL	White County	17193	744	4752	0.1566
2006	IL	Whiteside County	17195	57	20988	0.0027
