state	name	FIPS
MS	Alcorn	28003
MS	Tishomingo	28141
MS	Tippah	28139
MS	DeSoto	28033
MS	Benton	28009
MS	Marshall	28093
MS	Tunica	28143
MS	Tate	28137
MS	Prentiss	28117
MS	Union	28145
MS	Lafayette	28071
MS	Panola	28107
MS	Coahoma	28027
MS	Quitman	28119
MS	Lee	28081
MS	Itawamba	28057
MS	Pontotoc	28115
MS	Yalobusha	28161
MS	Tallahatchie	28135
MS	Calhoun	28013
MS	Bolivar	28011
MS	Monroe	28095
MS	Chickasaw	28017
MS	Sunflower	28133
MS	Grenada	28043
MS	Leflore	28083
MS	Clay	28025
MS	Lowndes	28087
MS	Webster	28155
MS	Montgomery	28097
MS	Carroll	28015
MS	Oktibbeha	28105
MS	Choctaw	28019
MS	Washington	28151
MS	Holmes	28051
MS	Humphreys	28053
MS	Noxubee	28103
MS	Winston	28159
MS	Attala	28007
MS	Sharkey	28125
MS	Yazoo	28163
MS	Issaquena	28055
MS	Neshoba	28099
MS	Leake	28079
MS	Kemper	28069
MS	Madison	28089
MS	Scott	28123
MS	Warren	28149
MS	Rankin	28121
MS	Lauderdale	28075
MS	Newton	28101
MS	Hinds	28049
MS	Clarke	28023
MS	Claiborne	28021
MS	Jasper	28061
MS	Smith	28129
MS	Copiah	28029
MS	Simpson	28127
MS	Wayne	28153
MS	Jefferson	28063
MS	Jones	28067
MS	Covington	28031
MS	Jefferson Davis	28065
MS	Lawrence	28077
MS	Adams	28001
MS	Lincoln	28085
MS	Franklin	28037
MS	Greene	28041
MS	Forrest	28035
MS	Lamar	28073
MS	Perry	28111
MS	Marion	28091
MS	Wilkinson	28157
MS	Amite	28005
MS	Pike	28113
MS	Walthall	28147
MS	Pearl River	28109
MS	George	28039
MS	Stone	28131
MS	Jackson	28059
MS	Harrison	28047
MS	Hancock	28045
