Year	State	County	FIPS	Jobs	Total	Share
2004	SC		45000	1550	1789447	0.0009
2004	SC	Aiken County	45003	169	57013	0.0030
2004	SC	Anderson County	45007	85	59591	0.0014
2004	SC	Charleston County	45019	6	192867	0.0000
2004	SC	Dorchester County	45035	70	29281	0.0024
2004	SC	Georgetown County	45043	54	21950	0.0025
2004	SC	Greenville County	45045	82	222359	0.0004
2004	SC	Horry County	45051	107	105098	0.0010
2004	SC	Lexington County	45063	135	86025	0.0016
2004	SC	Spartanburg County	45083	204	114866	0.0018
2004	SC	York County	45091	50	65490	0.0008
2005	SC		45000	1522	1819217	0.0008
2005	SC	Aiken County	45003	157	55893	0.0028
2005	SC	Anderson County	45007	68	59374	0.0011
2005	SC	Charleston County	45019	5	197999	0.0000
2005	SC	Dorchester County	45035	75	29796	0.0025
2005	SC	Georgetown County	45043	47	22772	0.0021
2005	SC	Greenville County	45045	85	226532	0.0004
2005	SC	Horry County	45051	100	108780	0.0009
2005	SC	Lexington County	45063	133	88490	0.0015
2005	SC	Spartanburg County	45083	187	115190	0.0016
2005	SC	York County	45091	51	66930	0.0008
2006	SC		45000	1501	1855842	0.0008
2006	SC	Aiken County	45003	153	55605	0.0028
2006	SC	Anderson County	45007	70	59727	0.0012
2006	SC	Charleston County	45019	3	203242	0.0000
2006	SC	Dorchester County	45035	69	30301	0.0023
2006	SC	Georgetown County	45043	47	23690	0.0020
2006	SC	Greenville County	45045	86	231817	0.0004
2006	SC	Horry County	45051	103	114834	0.0009
2006	SC	Lexington County	45063	135	91893	0.0015
2006	SC	Spartanburg County	45083	150	116837	0.0013
2006	SC	York County	45091	53	70449	0.0008
2007	SC		45000	1449	1891255	0.0008
2007	SC	Aiken County	45003	114	56301	0.0020
2007	SC	Anderson County	45007	69	60439	0.0011
2007	SC	Charleston County	45019	5	210806	0.0000
2007	SC	Chesterfield County	45025	107	14349	0.0075
2007	SC	Colleton County	45029	21	10675	0.0020
2007	SC	Dorchester County	45035	41	30756	0.0013
2007	SC	Greenville County	45045	88	237996	0.0004
2007	SC	Horry County	45051	68	116686	0.0006
2007	SC	Kershaw County	45055	35	18070	0.0019
2007	SC	Lexington County	45063	134	95877	0.0014
2007	SC	Spartanburg County	45083	161	119036	0.0014
2007	SC	York County	45091	49	72987	0.0007
2008	SC		45000	1472	1876081	0.0008
2008	SC	Aiken County	45003	135	57397	0.0024
2008	SC	Anderson County	45007	82	59843	0.0014
2008	SC	Charleston County	45019	13	212569	0.0001
2008	SC	Chesterfield County	45025	130	14185	0.0092
2008	SC	Colleton County	45029	16	10711	0.0015
2008	SC	Dorchester County	45035	25	30604	0.0008
2008	SC	Greenville County	45045	81	241370	0.0003
2008	SC	Horry County	45051	59	115662	0.0005
2008	SC	Kershaw County	45055	39	17156	0.0023
2008	SC	Lexington County	45063	140	98210	0.0014
2008	SC	Marion County	45067	37	8322	0.0044
2008	SC	Richland County	45079	111	216026	0.0005
2008	SC	Spartanburg County	45083	160	119670	0.0013
2008	SC	York County	45091	55	74791	0.0007
2009	SC		45000	1339	1765739	0.0008
2009	SC	Aiken County	45003	108	55197	0.0020
2009	SC	Anderson County	45007	106	55474	0.0019
2009	SC	Charleston County	45019	20	201226	0.0001
2009	SC	Chesterfield County	45025	124	12951	0.0096
2009	SC	Dorchester County	45035	20	28410	0.0007
2009	SC	Georgetown County	45043	47	23047	0.0020
2009	SC	Greenville County	45045	69	223852	0.0003
2009	SC	Horry County	45051	50	107220	0.0005
2009	SC	Kershaw County	45055	48	15827	0.0030
2009	SC	Lexington County	45063	121	92789	0.0013
2009	SC	Marion County	45067	30	7483	0.0040
2009	SC	Richland County	45079	103	205952	0.0005
2009	SC	Spartanburg County	45083	162	111150	0.0015
2009	SC	York County	45091	43	72864	0.0006
2010	SC		45000	1245	1758204	0.0007
2010	SC	Aiken County	45003	106	57070	0.0019
2010	SC	Anderson County	45007	62	55094	0.0011
2010	SC	Charleston County	45019	21	204418	0.0001
2010	SC	Chesterfield County	45025	112	12979	0.0086
2010	SC	Florence County	45041	16	59132	0.0003
2010	SC	Georgetown County	45043	47	22530	0.0021
2010	SC	Greenville County	45045	64	225168	0.0003
2010	SC	Horry County	45051	42	105678	0.0004
2010	SC	Kershaw County	45055	78	15556	0.0050
2010	SC	Lexington County	45063	108	92978	0.0012
2010	SC	Richland County	45079	107	202785	0.0005
2010	SC	Spartanburg County	45083	159	109848	0.0014
2010	SC	York County	45091	37	73197	0.0005
2011	SC		45000	1234	1780690	0.0007
2011	SC	Aiken County	45003	111	57022	0.0019
2011	SC	Anderson County	45007	58	56604	0.0010
2011	SC	Charleston County	45019	18	210222	0.0001
2011	SC	Chesterfield County	45025	95	13070	0.0073
2011	SC	Florence County	45041	15	59034	0.0003
2011	SC	Georgetown County	45043	48	22129	0.0022
2011	SC	Greenville County	45045	25	230107	0.0001
2011	SC	Horry County	45051	39	107598	0.0004
2011	SC	Kershaw County	45055	146	15644	0.0093
2011	SC	Lexington County	45063	112	94523	0.0012
2011	SC	Richland County	45079	93	201562	0.0005
2011	SC	Spartanburg County	45083	144	111288	0.0013
2011	SC	York County	45091	48	74536	0.0006
2012	SC		45000	1194	1810150	0.0007
2012	SC	Aiken County	45003	117	56389	0.0021
2012	SC	Anderson County	45007	55	57322	0.0010
2012	SC	Charleston County	45019	18	217132	0.0001
2012	SC	Chesterfield County	45025	79	13188	0.0060
2012	SC	Florence County	45041	17	60082	0.0003
2012	SC	Georgetown County	45043	44	21595	0.0020
2012	SC	Greenville County	45045	28	233974	0.0001
2012	SC	Horry County	45051	38	109572	0.0003
2012	SC	Kershaw County	45055	153	15846	0.0097
2012	SC	Lexington County	45063	110	98859	0.0011
2012	SC	Spartanburg County	45083	124	114561	0.0011
2012	SC	York County	45091	41	75935	0.0005
2013	SC		45000	1142	1846621	0.0006
2013	SC	Aiken County	45003	108	55329	0.0020
2013	SC	Anderson County	45007	49	60294	0.0008
2013	SC	Charleston County	45019	14	218319	0.0001
2013	SC	Chesterfield County	45025	78	13553	0.0058
2013	SC	Georgetown County	45043	45	21711	0.0021
2013	SC	Greenville County	45045	29	237429	0.0001
2013	SC	Horry County	45051	38	111820	0.0003
2013	SC	Kershaw County	45055	134	15604	0.0086
2013	SC	Lexington County	45063	113	102544	0.0011
2013	SC	Spartanburg County	45083	125	119385	0.0010
2013	SC	York County	45091	30	77357	0.0004
