year	naics	commodity	state	county	fips	jobs	pay
2015	10	All	Alabama		01000	1890340	44273
2015	10	All	Alabama	Autauga County	01001	10587	35148
2015	10	All	Alabama	Baldwin County	01003	67585	33883
2015	10	All	Alabama	Barbour County	01005	8202	35053
2015	10	All	Alabama	Bibb County	01007	4075	37715
2015	10	All	Alabama	Blount County	01009	8066	33240
2015	10	All	Alabama	Bullock County	01011	2905	32801
2015	10	All	Alabama	Butler County	01013	6841	32677
2015	10	All	Alabama	Calhoun County	01015	43628	36795
2015	10	All	Alabama	Chambers County	01017	8042	34684
2015	10	All	Alabama	Cherokee County	01019	5057	33045
2015	10	All	Alabama	Chilton County	01021	9250	34359
2015	10	All	Alabama	Choctaw County	01023	3363	47226
2015	10	All	Alabama	Clarke County	01025	8147	37858
2015	10	All	Alabama	Clay County	01027	3841	31895
2015	10	All	Alabama	Cleburne County	01029	2186	43050
2015	10	All	Alabama	Coffee County	01031	15210	32616
2015	10	All	Alabama	Colbert County	01033	23680	41809
2015	10	All	Alabama	Conecuh County	01035	3531	33649
2015	10	All	Alabama	Coosa County	01037	1291	35715
2015	10	All	Alabama	Covington County	01039	12215	33360
2015	10	All	Alabama	Crenshaw County	01041	3770	35364
2015	10	All	Alabama	Cullman County	01043	27683	36652
2015	10	All	Alabama	Dale County	01045	16470	50804
2015	10	All	Alabama	Dallas County	01047	12734	35234
2015	10	All	Alabama	DeKalb County	01049	20840	34059
2015	10	All	Alabama	Elmore County	01051	19246	33464
2015	10	All	Alabama	Escambia County	01053	12772	37676
2015	10	All	Alabama	Etowah County	01055	35494	35215
2015	10	All	Alabama	Fayette County	01057	3916	32147
2015	10	All	Alabama	Franklin County	01059	10248	33459
2015	10	All	Alabama	Geneva County	01061	4946	31058
2015	10	All	Alabama	Greene County	01063	1737	31864
2015	10	All	Alabama	Hale County	01065	2764	34245
2015	10	All	Alabama	Henry County	01067	3345	37932
2015	10	All	Alabama	Houston County	01069	46535	39381
2015	10	All	Alabama	Jackson County	01071	16286	34287
2015	10	All	Alabama	Jefferson County	01073	338154	52292
2015	10	All	Alabama	Lamar County	01075	3336	36487
2015	10	All	Alabama	Lauderdale County	01077	29000	33392
2015	10	All	Alabama	Lawrence County	01079	4640	33012
2015	10	All	Alabama	Lee County	01081	54943	36214
2015	10	All	Alabama	Limestone County	01083	22651	45062
2015	10	All	Alabama	Lowndes County	01085	2332	44308
2015	10	All	Alabama	Macon County	01087	4770	41147
2015	10	All	Alabama	Madison County	01089	186721	55895
2015	10	All	Alabama	Marengo County	01091	6881	38346
2015	10	All	Alabama	Marion County	01093	9606	32713
2015	10	All	Alabama	Marshall County	01095	34824	33630
2015	10	All	Alabama	Mobile County	01097	167366	44674
2015	10	All	Alabama	Montgomery County	01101	128963	43922
2015	10	All	Alabama	Morgan County	01103	46564	42264
2015	10	All	Alabama	Perry County	01105	2097	29462
2015	10	All	Alabama	Pickens County	01107	3749	35577
2015	10	All	Alabama	Pike County	01109	13713	39241
2015	10	All	Alabama	Randolph County	01111	4826	31112
2015	10	All	Alabama	Russell County	01113	13397	35789
2015	10	All	Alabama	St. Clair County	01115	18689	35302
2015	10	All	Alabama	Shelby County	01117	83420	49762
2015	10	All	Alabama	Sumter County	01119	3003	36862
2015	10	All	Alabama	Talladega County	01121	29565	44312
2015	10	All	Alabama	Tallapoosa County	01123	13380	32242
2015	10	All	Alabama	Tuscaloosa County	01125	91535	42907
2015	10	All	Alabama	Walker County	01127	18293	35481
2015	10	All	Alabama	Washington County	01129	3525	56375
2015	10	All	Alabama	Wilcox County	01131	2737	40223
2015	10	All	Alabama	Winston County	01133	7255	32321
2015	10	All	Alaska		02000	331681	54755
2015	10	All	Alaska	Aleutian East Borough	02013	2319	43614
2015	10	All	Alaska	Aleutian West Census Area	02016	3701	54087
2015	10	All	Alaska	Anchorage Borough	02020	153811	57101
2015	10	All	Alaska	Bethel Census Area	02050	6962	40658
2015	10	All	Alaska	Bristol Bay Borough	02060	1033	54679
2015	10	All	Alaska	Denali Borough	02068	2106	46261
2015	10	All	Alaska	Dillingham Census Area	02070	2524	43094
2015	10	All	Alaska	Fairbanks North Star Borough	02090	37024	51484
2015	10	All	Alaska	Haines Borough	02100	981	36125
2015	10	All	Alaska	Hoonah-Angoon Census Area	02105	759	35684
2015	10	All	Alaska	Juneau Borough	02110	17463	50915
2015	10	All	Alaska	Kenai Peninsula Borough	02122	20008	49045
2015	10	All	Alaska	Ketchikan Gateway Borough	02130	7321	45280
2015	10	All	Alaska	Kodiak Island Borough	02150	6384	45344
2015	10	All	Alaska	Kusilvak Census Area	02158	1167	26816
2015	10	All	Alaska	Lake and Peninsula Borough	02164	811	38265
2015	10	All	Alaska	Matanuska-Susitna Borough	02170	22542	42818
2015	10	All	Alaska	Nome Census Area	02180	3902	48188
2015	10	All	Alaska	North Slope Borough	02185	15882	101543
2015	10	All	Alaska	Northwest Arctic Borough	02188	2848	65843
2015	10	All	Alaska	Petersburg Census Area	02195	1302	42025
2015	10	All	Alaska	Prince of Wales-Hyder Census Area	02198	2092	38737
2015	10	All	Alaska	Sitka Borough	02220	4458	43405
2015	10	All	Alaska	Skagway Municipality	02230	909	40547
2015	10	All	Alaska	Southeast Fairbanks Census Area	02240	2536	66325
2015	10	All	Alaska	Valdez-Cordova Census Area	02261	4758	53971
2015	10	All	Alaska	Wade Hampton Census Area	02270	1145	26210
2015	10	All	Alaska	Wrangell City and Borough	02275	854	37987
2015	10	All	Alaska	Yakutat Borough	02282	284	37523
2015	10	All	Alaska	Yukon-Koyukuk Census Area	02290	2053	38410
2015	10	All	Arizona		04000	2609770	47933
2015	10	All	Arizona	Apache County	04001	17757	40569
2015	10	All	Arizona	Cochise County	04003	34572	42690
2015	10	All	Arizona	Coconino County	04005	60395	40779
2015	10	All	Arizona	Gila County	04007	14777	39568
2015	10	All	Arizona	Graham County	04009	8597	39268
2015	10	All	Arizona	Greenlee County	04011	4553	67320
2015	10	All	Arizona	La Paz County	04012	5527	33082
2015	10	All	Arizona	Maricopa County	04013	1817078	50437
2015	10	All	Arizona	Mohave County	04015	46839	35661
2015	10	All	Arizona	Navajo County	04017	26722	37569
2015	10	All	Arizona	Pima County	04019	354029	43620
2015	10	All	Arizona	Pinal County	04021	57552	39747
2015	10	All	Arizona	Santa Cruz County	04023	13611	43303
2015	10	All	Arizona	Yavapai County	04025	59769	36533
2015	10	All	Arizona	Yuma County	04027	64828	35516
2015	10	All	Arkansas		05000	1177884	40895
2015	10	All	Arkansas	Arkansas County	05001	10096	38028
2015	10	All	Arkansas	Ashley County	05003	6940	40559
2015	10	All	Arkansas	Baxter County	05005	14590	32490
2015	10	All	Arkansas	Benton County	05007	109474	54849
2015	10	All	Arkansas	Boone County	05009	13700	35450
2015	10	All	Arkansas	Bradley County	05011	3730	31891
2015	10	All	Arkansas	Calhoun County	05013	2668	50726
2015	10	All	Arkansas	Carroll County	05015	10497	27527
2015	10	All	Arkansas	Chicot County	05017	3310	30493
2015	10	All	Arkansas	Clark County	05019	9111	32390
2015	10	All	Arkansas	Clay County	05021	3502	29066
2015	10	All	Arkansas	Cleburne County	05023	6644	31041
2015	10	All	Arkansas	Cleveland County	05025	986	29900
2015	10	All	Arkansas	Columbia County	05027	8288	38362
2015	10	All	Arkansas	Conway County	05029	6973	35634
2015	10	All	Arkansas	Craighead County	05031	47039	36834
2015	10	All	Arkansas	Crawford County	05033	19136	33868
2015	10	All	Arkansas	Crittenden County	05035	17121	34329
2015	10	All	Arkansas	Cross County	05037	5072	31827
2015	10	All	Arkansas	Dallas County	05039	2770	29860
2015	10	All	Arkansas	Desha County	05041	4566	32914
2015	10	All	Arkansas	Drew County	05043	6382	32519
2015	10	All	Arkansas	Faulkner County	05045	40493	38736
2015	10	All	Arkansas	Franklin County	05047	4459	35819
2015	10	All	Arkansas	Fulton County	05049	1871	27091
2015	10	All	Arkansas	Garland County	05051	35964	34272
2015	10	All	Arkansas	Grant County	05053	3930	35538
2015	10	All	Arkansas	Greene County	05055	15491	35658
2015	10	All	Arkansas	Hempstead County	05057	7719	32977
2015	10	All	Arkansas	Hot Spring County	05059	8508	33876
2015	10	All	Arkansas	Howard County	05061	7068	30128
2015	10	All	Arkansas	Independence County	05063	14848	35326
2015	10	All	Arkansas	Izard County	05065	3130	30653
2015	10	All	Arkansas	Jackson County	05067	5328	35135
2015	10	All	Arkansas	Jefferson County	05069	28279	38354
2015	10	All	Arkansas	Johnson County	05071	8440	30959
2015	10	All	Arkansas	Lafayette County	05073	1205	33254
2015	10	All	Arkansas	Lawrence County	05075	4086	30721
2015	10	All	Arkansas	Lee County	05077	1971	33426
2015	10	All	Arkansas	Lincoln County	05079	2866	33357
2015	10	All	Arkansas	Little River County	05081	3481	49796
2015	10	All	Arkansas	Logan County	05083	5520	30482
2015	10	All	Arkansas	Lonoke County	05085	13816	32518
2015	10	All	Arkansas	Madison County	05087	3238	32136
2015	10	All	Arkansas	Marion County	05089	3782	35045
2015	10	All	Arkansas	Miller County	05091	13246	37065
2015	10	All	Arkansas	Mississippi County	05093	17865	41007
2015	10	All	Arkansas	Monroe County	05095	2171	29074
2015	10	All	Arkansas	Montgomery County	05097	1440	26094
2015	10	All	Arkansas	Newton County	05101	1114	24135
2015	10	All	Arkansas	Ouachita County	05103	7094	31809
2015	10	All	Arkansas	Perry County	05105	1255	32054
2015	10	All	Arkansas	Phillips County	05107	5671	31327
2015	10	All	Arkansas	Pike County	05109	2387	28272
2015	10	All	Arkansas	Poinsett County	05111	5192	34261
2015	10	All	Arkansas	Polk County	05113	5908	29550
2015	10	All	Arkansas	Pope County	05115	26821	37972
2015	10	All	Arkansas	Prairie County	05117	1519	32391
