state	name	FIPS
VA	Frederick	51069
VA	Loudoun	51107
VA	Clarke	51043
VA	Winchester City	51840
VA	Shenandoah	51171
VA	Fairfax	51059
VA	Warren	51187
VA	Fauquier	51061
VA	Prince William	51153
VA	Arlington	51013
VA	Falls Church City	51610
VA	Fairfax City	51600
VA	Rappahannock	51157
VA	Rockingham	51165
VA	Alexandria City	51510
VA	Page	51139
VA	Manassas Park City	51685
VA	Manassas City	51683
VA	Culpeper	51047
VA	Madison	51113
VA	Highland	51091
VA	Stafford	51179
VA	Harrisonburg City	51660
VA	Greene	51079
VA	Augusta	51015
VA	King George	51099
VA	Orange	51137
VA	Spotsylvania	51177
VA	Fredericksburg City	51630
VA	Albemarle	51003
VA	Westmoreland	51193
VA	Bath	51017
VA	Caroline	51033
VA	Staunton City	51790
VA	Essex	51057
VA	Louisa	51109
VA	Richmond	51159
VA	Waynesboro City	51820
VA	Rockbridge	51163
VA	Charlottesville City	51540
VA	Nelson	51125
VA	Accomack	51001
VA	Northumberland	51133
VA	Hanover	51085
VA	Fluvanna	51065
VA	King and Queen	51097
VA	Alleghany	51005
VA	King William	51101
VA	Goochland	51075
VA	Lancaster	51103
VA	Covington City	51580
VA	Amherst	51009
VA	Botetourt	51023
VA	Lexington City	51678
VA	Buckingham	51029
VA	Middlesex	51119
VA	Buena Vista City	51530
VA	Cumberland	51049
VA	Henrico	51087
VA	Powhatan	51145
VA	Craig	51045
VA	New Kent	51127
VA	Bedford	51019
VA	Richmond City	51760
VA	Gloucester	51073
VA	Chesterfield	51041
VA	Appomattox	51011
VA	Northampton	51131
VA	Buchanan	51027
VA	Mathews	51115
VA	Amelia	51007
VA	Charles City	51036
VA	Giles	51071
VA	Lynchburg City	51680
VA	James City	51095
VA	Campbell	51031
VA	Roanoke	51161
VA	Prince Edward	51147
VA	York	51199
VA	Montgomery	51121
VA	Bedford City	51515
VA	Roanoke City	51770
VA	Tazewell	51185
VA	Salem City	51775
VA	Hopewell City	51670
VA	Prince George	51149
VA	Williamsburg City	51830
VA	Dickenson	51051
VA	Bland	51021
VA	Colonial Heights City	51570
VA	Nottoway	51135
VA	Dinwiddie	51053
VA	Charlotte	51037
VA	Pulaski	51155
VA	Petersburg City	51730
VA	Surry	51181
VA	Franklin	51067
VA	Newport News City	51700
VA	Wise	51195
VA	Poquoson City	51735
VA	Radford City	51750
VA	Isle of Wight	51093
VA	Russell	51167
VA	Pittsylvania	51143
VA	Floyd	51063
VA	Lunenburg	51111
VA	Hampton City	51650
VA	Sussex	51183
VA	Wythe	51197
VA	Halifax	51083
VA	Brunswick	51025
VA	Smyth	51173
VA	Southampton	51175
VA	Norfolk City	51710
VA	Norton City	51720
VA	Virginia Beach City	51810
VA	Carroll	51035
VA	Washington	51191
VA	Portsmouth City	51740
VA	Suffolk City	51800
VA	Greensville	51081
VA	Lee	51105
VA	Mecklenburg	51117
VA	Scott	51169
VA	Patrick	51141
VA	Chesapeake City	51550
VA	Henry	51089
VA	Grayson	51077
VA	Emporia City	51595
VA	Martinsville City	51690
VA	Franklin City	51620
VA	Galax City	51640
VA	Danville City	51590
VA	Bristol City	51520
